Movie,MyRating,LBRating,Difference,ReviewDate,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Captain Marvel,,2.91,,,124,2:04,English,Ryan Fleck,2019,"Science Fiction,Action,Adventure",USA,68495,697448,"Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law,Annette Bening,Djimon Hounsou,Lee Pace,Lashana Lynch,Gemma Chan,Clark Gregg,Rune Temte,Algenis Perez Soto,Mckenna Grace,Akira Akbar,Matthew Maher,Chuku Modu,Vik Sahay,Colin Ford,Kenneth Mitchell,Stephen A. Chang,Pete Ploszek"
The Martian,,3.72,,,141,2:21,"English,Chinese",Ridley Scott,2015,"Drama,Science Fiction,Adventure",UK,29657,657906,"Matt Damon,Jessica Chastain,Jeff Daniels,Sean Bean,Chiwetel Ejiofor,Donald Glover,Kristen Wiig,Michael Peña,Kate Mara,Sebastian Stan,Benedict Wong,Mackenzie Davis,Naomi Scott,Aksel Hennie,Nick Mohammed,Chen Shu,Eddy Ko,Enzo Cilenti,Jonathan Aris,Gruffudd Glyn,Geoffrey Thomas,Yang Haiwen"
Straight Outta Compton,,3.7,,,147,2:27,English,F. Gary Gray,2015,"Music,History,Drama",USA,10024,155187,"O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,Aldis Hodge,Marlon Yates Jr.,R. Marcos Taylor,Carra Patterson,Alexandra Shipp,Paul Giamatti,Elena Goode,Keith Powers,Joshua Brockington,Sheldon A. Smith,Lakeith Stanfield,Cleavon McClendon,Aeriél Miranda,Lisa Renee Pitts,Angela Elayne Gibbs,Bruce Beatty,Corey Reynolds,Tate Ellington,Rogelio Douglas Jr.,Andrew Borba,Matt Corboy,Larry Sullivan,Deborah Lacey,F. Gary Gray"
Passengers,,2.83,,,116,1:56,English,Morten Tyldum,2016,"Drama,Science Fiction,Romance",USA,14559,224494,"Chris Pratt,Jennifer Lawrence,Michael Sheen,Laurence Fishburne,Andy García,Aurora Perrineau,Kristin Brock,Julee Cerda,Fred Melamed,Matt Corboy,Emma Clarke,Jon Spaihts,Vince Foster,Kara Michele Wilder"
Sicario,,3.91,,,122,2:02,"English,Spanish",Denis Villeneuve,2015,"Crime,Thriller,Action",Mexico,33636,350757,"Emily Blunt,Benicio del Toro,Josh Brolin,Daniel Kaluuya,Victor Garber,Jon Bernthal,Jeffrey Donovan,Raoul Max Trujillo,Julio Cedillo,Hank Rogerson,Bernardo P. Saracino,Maximiliano Hernández,Edgar Arreola,Kevin Wiggins,Kim Larrichio,Jesus Nevarez-Castillo,Dylan Kenin,Sarah Minnich"
Iron Man 2,3.0,2.92,0.08,,124,2:04,"English,Russian,French",Jon Favreau,2010,"Adventure,Action,Science Fiction",USA,33456,578341,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling,Paul Bettany,Leslie Bibb,Kate Mara,Jon Favreau,Christiane Amanpour,Philippe Bergeron,James Bethea,Michael Bruno,Kate Clark,Luminita Docan,François Duhamel,Larry Ellison,Adam Goldstein,Tim Guinee,Eric L. Haney,Ali Khan,Evgeniy Lazarev,Stan Lee,Isaiah Guyman Martin IV,Helena Mattsson,Anya Monzikova,Keith Middlebrook,Margy Moore,Olivia Munn,Elon Musk"
Iron Man,3.5,3.71,-0.21,,126,2:06,"English,Persian (Farsi),Urdu,Arabic",Jon Favreau,2008,"Adventure,Science Fiction,Action",USA,44236,791457,"Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Bill Smitrovich,Paul Bettany,Jon Favreau,Shaun Toub,Faran Tahir,Clark Gregg,Peter Billingsley,Sayed Badreya,Tim Guinee,Will Lyman,Tom Morello,Marco Khan,Daston Kalili,Ido Mor,Kevin Foster,Garret Noël,Eileen Weisinger,Ahmed Ahmed,Fahim Fazli,Gerard Sanders,Tim Rigby"
Deadpool,4.0,3.7,0.3,,108,1:48,English,Tim Miller,2016,"Comedy,Action,Adventure",USA,40619,934524,"Ryan Reynolds,Morena Baccarin,Ed Skrein,T.J. Miller,Gina Carano,Leslie Uggams,Brianna Hildebrand,Karan Soni,Jed Rees,Stefan Kapičić,Randal Reeder,Isaac C. Singleton Jr.,Michael Benyaer,Style Dayne,Kyle Cassie,Taylor Hickson"
Spider-Man: Far from Home,3.0,3.48,-0.48,,129,2:09,"English,Czech,Dutch,German,Italian",Jon Watts,2019,"Adventure,Science Fiction,Action",USA,86545,866736,"Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,Jon Favreau,Zendaya,Jacob Batalon,Tony Revolori,Angourie Rice,Remy Hii,Martin Starr,J.B. Smoove,Jorge Lendeborg Jr.,Cobie Smulders,Numan Acar,Zach Barack,Zoha Rahman,Yasmin Mwanza,Joshua Sinclair-Evans,Tyler Luke Cunningham,Sebastián Viveros,Toni Garrn,Peter Billingsley,Clare Dunne,Nicholas Gleaves,Claire Rushbrook,J.K. Simmons,Dawn Michelle King,Jeroen van Koningsbrugge,Michael de Roos,Jan-Paul Buijs,Sergio Pierattini,Anjana Vasan,Brian Law,Evelyn Mok,Tatiana Lunardon,Giada Benedetti,Lukáš Bech,Alessandro Giuggioli,Petr Opava,Giuseppe Andriolo,Pat Kiernan,Shari Abdul,Mari Alexandrova,Kristen Alminta,Vincent Angel,Peter Arpesella,Lasco Atkins,Sitara Attaie,Peter Bankolé,Blair Barnette,Tuwaine Barrett,Anna Benamati,Avondre E.D. Beverley,Bruno Bilotta,Sharon Blynn,Luigi Boccanfuso,Paolo Braghetto,Dante Brattelli,Jeff Bridges,Graham Burton,Ken Byrd,Sokol Cahani,Gianni Calchetti"
Spider-Man: Homecoming,3.0,3.58,-0.58,,133,2:13,English,Jon Watts,2017,"Science Fiction,Action,Adventure,Drama",USA,66119,965369,"Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Jon Favreau,Gwyneth Paltrow,Zendaya,Donald Glover,Jacob Batalon,Laura Harrier,Tony Revolori,Bokeem Woodbine,Tyne Daly,Abraham Attah,Hannibal Buress,Kenneth Choi,Selenis Leyva,Angourie Rice,Martin Starr,Garcelle Beauvais,Michael Chernus,Michael Mando,Logan Marshall-Green,Jennifer Connelly,Gary Weeks,Christopher Berry,Jorge Lendeborg Jr.,Tunde Adebimpe,Tiffany Espensen,Isabella Amara,Michael Barbieri"
Avengers: Endgame,2.0,3.92,-1.92,,181,3:01,"English,Japanese,Xhosa",Anthony Russo,2019,"Adventure,Science Fiction,Action",USA,107816,1157111,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Don Cheadle,Paul Rudd,Benedict Cumberbatch,Chadwick Boseman,Brie Larson,Tom Holland,Karen Gillan,Zoe Saldaña,Evangeline Lilly,Tessa Thompson,Rene Russo,Elizabeth Olsen,Anthony Mackie,Sebastian Stan,Tom Hiddleston,Danai Gurira,Benedict Wong,Pom Klementieff,Dave Bautista,Letitia Wright,John Slattery,Tilda Swinton,Jon Favreau,Hayley Atwell,Natalie Portman,Marisa Tomei,Taika Waititi,Angela Bassett,Michael Douglas,Michelle Pfeiffer,William Hurt,Cobie Smulders,Sean Gunn,Winston Duke,Linda Cardellini,Maximiliano Hernández,Frank Grillo,Hiroyuki Sanada,Tom Vaughan-Lawlor"
Avengers: Infinity War,2.0,4.0,-2.0,,149,2:29,"English,Xhosa",Anthony Russo,2018,"Adventure,Action,Science Fiction",USA,90063,1205770,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Benedict Cumberbatch,Tom Holland,Chadwick Boseman,Don Cheadle,Zoe Saldaña,Karen Gillan,Elizabeth Olsen,Paul Bettany,Anthony Mackie,Sebastian Stan,Tom Hiddleston,Idris Elba,Danai Gurira,Peter Dinklage,Benedict Wong,Pom Klementieff,Dave Bautista,Vin Diesel,Bradley Cooper,Gwyneth Paltrow,Benicio del Toro"
Guardians of the Galaxy,3.5,3.8,-0.3,,121,2:01,English,James Gunn,2014,"Adventure,Action,Science Fiction",USA,49844,1061670,"Chris Pratt,Zoe Saldaña,Dave Bautista,Vin Diesel,Bradley Cooper,Lee Pace,Michael Rooker,Karen Gillan,Djimon Hounsou,John C. Reilly,Glenn Close,Benicio del Toro,Laura Haddock,Sean Gunn,Peter Serafinowicz,Christopher Fairbank,Krystian Godlewski,Wyatt Oleff,Gregg Henry,Janis Ahern,Solomon Mousley,Lindsay Morton,Robert Firth,Melia Kreiling,Tom Proctor,Nick Holmes,Max Wrottesley,Stan Lee,Nicole Alexandra Shipley,Sharif Atkins"
Glass Onion: A Knives Out Mystery,2.5,3.67,-1.17,,139,2:19,"English,Italian",Rian Johnson,2022,"Crime,Comedy,Mystery",USA,283509,936749,"Daniel Craig,Edward Norton,Dave Bautista,Janelle Monáe,Kate Hudson,Kathryn Hahn,Madelyn Cline,Leslie Odom Jr.,Jessica Henwick"
Legion,3.5,2.35,1.15,02/18/2023,100,1:40,English,Scott Stewart,2010,"Fantasy,Horror,Action",USA,2209,29634,"Paul Bettany,Dennis Quaid,Lucas Black,Kate Walsh,Tyrese Gibson,Adrianne Palicki,Willa Holland,Charles S. Dutton,Jon Tenney,Kevin Durand,Doug Jones,Jeanette Miller,Cameron Harlow,Josh Stamberg,Yancey Arias,Stephen Oyoung"
Black Adam,0.5,2.63,-2.13,02/18/2023,125,2:05,English,Jaume Collet-Serra,2022,"Action,Fantasy,Science Fiction",USA,71063,204704,"Dwayne Johnson,Aldis Hodge,Noah Centineo,Sarah Shahi,Quintessa Swindell,Marwan Kenzari,Mo Amer,Bodhi Sabongui,Pierce Brosnan,James Cusati-Moyer,Jalon Christian,Benjamin Patterson,Odelya Halevi,Uli Latukefu,Jennifer Holland,Henry Winkler,Chaim Jeraffi,Sharon Gee,Stephan Jones,A. Manuel Miranda,Djimon Hounsou,Raj Kala"
Chernobyl,,4.49,,,327,5:27,English,Johan Renck,2019,Drama,Lithuania,18184,238212,"Jared Harris,Stellan Skarsgård,Emily Watson,Paul Ritter,Jessie Buckley,Adam Nagaitis,Sam Troughton,Robert Emms,Con O'Neill,Adrian Rawlins,Alan Williams,David Dencik,Mark Lewis Jones,Ralph Ineson,Barry Keoghan,Alex Ferns,Fares Fares,Michael McElhatton"
Fyre,,3.3,,,98,1:38,English,Chris Smith,2019,Documentary,USA,14231,99433,"Billy McFarland,Ja Rule,Jason Bell,Gabrielle Bluestone,Shiyuan Deng,Michael Ciccarelli,Mdavid Low,Samuel Krost,Andy King,J.R.,Brett Kincaid,Mick Purzycki,James Ohliger,Grant Margolin,Keith van der Linde,Marc Weinstein,Martin Howell,Mark Musters,Luca Sabatini"
Creed II,,3.51,,,130,2:10,"English,Russian",Steven Caple Jr.,2018,"Drama,Action",USA,14840,126297,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Wood Harris,Russell Hornsby,Phylicia Rashād,Dolph Lundgren,Florian Munteanu,Andre Ward,Brigitte Nielsen,Milo Ventimiglia,Robbie Johns,Patrice Harris,Jacob 'Stitch' Duran,Ana Gerena,Benjamin Vaynshelboym,Angelina Shipilina,Pavel Vakunov,Oleg Ivanov,Christopher Mann,Robert Douglas,Zack Beyer,Chrisdine King,James Collins Jr.,John Jezior,Pete Postiglione"
John Wick: Chapter 3 - Parabellum,,3.68,,,131,2:11,"English,Arabic,Chinese,Indonesian,Italian,Japanese,Latin,Russian",Chad Stahelski,2019,"Thriller,Action,Crime",USA,45180,350570,"Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne,Mark Dacascos,Asia Kate Dillon,Lance Reddick,Anjelica Huston,Tobias Segal,Saïd Taghmaoui,Jerome Flynn,Randall Duk Kim,Margaret Daly,Robin Lord Taylor,Susan Blommaert,Jason Mantzoukas,Cecep Arif Rahman"
Bumblebee,,3.23,,,113,1:53,English,Travis Knight,2018,"Adventure,Action,Science Fiction",USA,20919,144976,"Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,John Ortiz,Jason Ian Drucker,Pamela Adlon,Stephen Schneider,Len Cariou,Glynn Turman,Gracie Dzienny,Ricardo Hoyos,Lenny Jacobson,Megyn Price,Kollin Holtz,Fred Dryer,Isabelle Ellingson,Mika Kubo,Felicia Stiles,George Anagnostou,Brandon Wardle,Krystin Goodwin"
Bohemian Rhapsody,,3.45,,,135,2:15,English,Bryan Singer,2018,"Music,History,Drama",UK,56530,710616,"Rami Malek,Gwilym Lee,Ben Hardy,Joseph Mazzello,Lucy Boynton,Aidan Gillen,Allen Leech,Tom Hollander,Mike Myers,Aaron McCusker,Meneka Das,Ace Bhatti,Priya Blackburn,Max Bennett,Dermot Murphy,Dickie Beau,Jack Roth,Neil Fox-Roberts,Jess Radomska,Michelle Duncan,Ross Green,Bruce Mackinnon,Joshua Higgott"
Bird Box,,2.9,,,124,2:04,English,Susanne Bier,2018,"Thriller,Drama,Science Fiction",USA,29659,460933,"Sandra Bullock,Trevante Rhodes,John Malkovich,Sarah Paulson,Jacki Weaver,Rosa Salazar,Danielle Macdonald,Lil Rel Howery,Tom Hollander,Machine Gun Kelly,BD Wong,Pruitt Taylor Vince"
The Cloverfield Paradox,,2.27,,,102,1:42,English,Julius Onah,2018,"Action,Science Fiction,Thriller,Horror",USA,12398,95919,"Gugu Mbatha-Raw,Daniel Brühl,Chris O'Dowd,David Oyelowo,John Ortiz,Zhang Ziyi,Elizabeth Debicki,Aksel Hennie,Roger Davies,Clover Nee,Donal Logue,Simon Pegg,Greg Grunberg,Jordan Rivera,Suzanne Cryer"
Dunkirk,,3.78,,,107,1:47,"English,French,German",Christopher Nolan,2017,"War,Drama,Action",France,59262,782412,"Fionn Whitehead,Tom Hardy,Mark Rylance,Kenneth Branagh,Cillian Murphy,Barry Keoghan,Harry Styles,Aneurin Barnard,Damien Bonnard,Lee Armstrong,James Bloor,Tom Glynn-Carney,Jack Lowden,Luke Thompson,Michel Biel,Constantin Balsan,Billy Howle,Mikey Collins,Callum Blake,Dean Ridge"
Sully,,3.41,,,96,1:36,English,Clint Eastwood,2016,"History,Drama",USA,9998,135446,"Tom Hanks,Aaron Eckhart,Laura Linney,Anna Gunn,Autumn Reeser,Holt McCallany,Mike O'Malley,Jamey Sheridan,Jerry Ferrara,Molly Hagan,Max Adler,Sam Huntington,Wayne Bastrup,Valerie Mahaffey,Jeff Kober,Chris Bauer,Katie Couric"
Valerian and the City of a Thousand Planets,,2.69,,,136,2:16,"English,French",Luc Besson,2017,"Science Fiction,Action,Adventure",Belgium,11960,107769,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,Ethan Hawke,Herbie Hancock,Kris Wu,Rutger Hauer,John Goodman,Elizabeth Debicki,Sam Spruell,Ola Rapace,Alain Chabat,Thom Findlay,Mathieu Kassovitz,Aymeline Valade,Sasha Luss,Pauline Hoarau,Jonas Bloquet,Sand Van Roy,Louis Leterrier,Olivier Megaton,Sam Douglas,Diva Sicard,Eric Lampaert,Alexandre Willaume,Gavin Drea,Réginal Kudiwu,David Michie,Marion Roussignol,Emilie Pommelet,Roman Blomme,Emilie Livingston,Alexandre Nguyen,Aurelien Gaya,Mikael Buxton,Yun Lai,Anders Heinrichsen,Tristan Robin,Yun-Ping He,James Flynn,David Clark,Ben Mauro,Jean-François Lenogue,Peter Eberst,Xavier Giannoli,Eric Rochant,Benoît Jacquot"
Zombieland: Double Tap,,3.04,,,99,1:39,English,Ruben Fleischer,2019,"Comedy,Horror",USA,27432,214396,"Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,Rosario Dawson,Zoey Deutch,Luke Wilson,Avan Jogia,Thomas Middleditch,Victoria Hall,Victor Rivera,Ian Gregg,Devin Mojica,Rachel Luttrell,John Dixon,Ronny Mathew,Jess Durham,David Fleischer,Jenin Gonzalez"
