Movie,MyRating,LBRating,Difference,ReviewDate,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Amélie,3.0,4.1,-1.1,07/17/2020,122,2:02,"French,Russian",Jean-Pierre Jeunet,2001,"Romance,Comedy",France,26529,336182,"Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,Serge Merlin,Jamel Debbouze,Clotilde Mollet,Claire Maurier,Isabelle Nanty,Dominique Pinon,Artus de Penguern,Yolande Moreau,Urbain Cancelier,Maurice Bénichou,Michel Robin,Andrée Damant,Claude Perron,Armelle,Ticky Holgado,André Dussollier,Eugène Berthier,Charles-Roger Bour,Kevin Dias,Flora Guiet,Amaury Babault,Marion Pressburger,Luc Palun,Fabienne Chaudat,Dominique Bettenfeld,Jacques Viala,Fabien Béhar,Jonathan Joss"
8½,4.0,4.26,-0.26,07/06/2020,139,2:19,"Italian,German,English,French",Federico Fellini,1963,"Fantasy,Drama",Italy,14277,92530,"Marcello Mastroianni,Claudia Cardinale,Anouk Aimée,Sandra Milo,Rossella Falk,Barbara Steele,Madeleine Lebeau,Caterina Boratto,Eddra Gale,Guido Alberti,Mario Conocchia,Bruno Agostini,Cesarino Miceli Picardi,Jean Rougeul,Mario Pisu,Yvonne Casadei,Ian Dallas,Mino Doro,Nadia Sanders"
Hamilton,4.0,4.16,-0.16,07/03/2020,160,2:40,English,Thomas Kail,2020,"History,Drama",USA,40051,160923,"Lin-Manuel Miranda,Leslie Odom Jr.,Renée Elise Goldsberry,Phillipa Soo,Daveed Diggs,Christopher Jackson,Jasmine Cephas Jones,Okieriete Onaodowan,Anthony Ramos,Jonathan Groff,Carleigh Bettiol,Ariana DeBose,Hope Easterbrook"
The Nice Guys,3.0,3.78,-0.78,07/02/2020,116,1:56,English,Shane Black,2016,"Action,Crime,Comedy",UK,40204,323512,"Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,Margaret Qualley,Yaya DaCosta,Keith David,Kim Basinger,Beau Knapp,Lois Smith,Jack Kilmer,Murielle Telio,Gil Gerard,Daisy Tahan,Lance Valentine Butler,Ty Simpkins,Hannibal Buress,Yvonne Zima,Gary Weeks,Lexi Johnson,Matthew Warzel,Chloe Hurst,Steve Wilder,Karrueche Tran"
The Last Black Man in San Francisco,4.5,4.05,0.45,06/21/2020,121,2:01,"English,Haitian, Haitian Creole",Joe Talbot,2019,Drama,USA,21137,79503,"Jimmie Fails,Jonathan Majors,Tichina Arnold,Rob Morgan,Mike Epps,Finn Wittrock,Danny Glover,Isiain Lalime,Jamal Trulove,Jordan Gomes,Maximilienne Ewalt,Jello Biafra"
Do the Right Thing,4.0,4.34,-0.34,06/20/2020,120,2:00,"English,Spanish,Italian,Korean",Spike Lee,1989,Drama,USA,27056,164032,"Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,Giancarlo Esposito,Rosie Perez,Martin Lawrence,Spike Lee,Bill Nunn,John Turturro,John Savage,Roger Guenveur Smith,Joie Lee,Steve White,Leonard L. Thomas,Christa Rivers,Robin Harris"
The King of Staten Island,2.5,3.5,-1.0,06/19/2020,137,2:17,English,Judd Apatow,2020,"Comedy,Drama",USA,27362,121928,"Pete Davidson,Marisa Tomei,Bill Burr,Bel Powley,Maude Apatow,Steve Buscemi,Pamela Adlon,Action Bronson,Kevin Corrigan,Ricky Velez,Moisés Arias,Lou Wilson,Carly Aquilino,Robert Vidal III,Angus Costello,Pauline Chalamet,Lynne Koplitz,Joseph Paul Kennedy,Nina Hellman,Jack Hamblin,Stephen Davidson,Keith Robinson,Luke David Blumm,Liza Treyger"
What We Do in the Shadows,4.0,4.1,-0.1,,86,1:26,"English,German",Taika Waititi,2014,"Horror,Comedy",New Zealand,40352,278788,"Taika Waititi,Jemaine Clement,Jonny Brugh,Cori Gonzalez-Macuer,Stu Rutherford,Ben Fransham,Jackie van Beek,Elena Stejko,Jason Hoyte,Karen O'Leary,Mike Minogue,Chelsie Preston Crayford,Ian Harcourt,Ethel Robinson,Brad Harding,Isaac Heron,Yvette Parsons,Madeleine Sami,Aaron Jackson,Morgana Hills"
Impractical Jokers: The Movie,2.0,2.8,-0.8,,92,1:32,English,Chris Henchy,2020,Comedy,USA,3809,10855,"Paula Abdul,Joe Gatto,James Murray,Brian Quinn,Sal Vulcano,Jaden Smith,Joey Fatone,Salvatore Volcano Sr.,Evan Castelloe,Sierra Pond,Madison Bailey,Jessica Megan Rivera,Sailor Larocque"
Reservoir Dogs,4.0,4.12,-0.12,06/11/2020,99,1:39,English,Quentin Tarantino,1992,"Crime,Thriller",USA,33297,480089,"Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Randy Brooks,Kirk Baltz,Edward Bunker,Quentin Tarantino,Rich Turner,David Steen,Tony Cosmo,Stevo Polyi,Michael Sottile"
Shoplifters,4.0,4.19,-0.19,05/30/2020,121,2:01,Japanese,Hirokazu Kore-eda,2018,Drama,Japan,20446,134615,"Lily Franky,Sakura Ando,Mayu Matsuoka,Kairi Jyo,Miyu Sasaki,Kirin Kiki,Sosuke Ikematsu,Naoto Ogata,Yôko Moriguchi,Yuki Yamada,Moemi Katayama,Kengo Kora,Chizuru Ikewaki,Akira Emoto,Aju Makita,Hajime Inoue,Haruna Hori,Nana Mizoguchi"
Wedding Crashers,2.0,3.09,-1.09,05/24/2020,119,1:59,English,David Dobkin,2005,"Romance,Comedy",USA,5509,94436,"Owen Wilson,Vince Vaughn,Christopher Walken,Rachel McAdams,Isla Fisher,Jane Seymour,Ellen Albertini Dow,Keir O'Donnell,Bradley Cooper,Ron Canada,Henry Gibson"
Sorry We Missed You,3.5,3.85,-0.35,05/24/2020,100,1:40,English,Ken Loach,2019,Drama,Belgium,4987,25580,"Kris Hitchen,Debbie Honeywood,Rhys Stone,Katie Proctor,Ross Brewster,Charlie Richmond,Julian Ions,Sheila Dunkerley,Maxie Peters,Christopher-John Slater,Heather Wood,Alberto Dumba,Natalia Stonebanks,Jordan Collard"
Wajib,5.0,3.84,1.16,05/21/2020,100,1:40,Arabic,Annemarie Jacir,2017,Drama,Germany,330,1577,"Mohammad Bakri,Saleh Bakri,Maria Zreik,Lama Tatour,Monera Shehadeh,Henry Andrawes,Shams Bawardi,Rana Alamuddin,Ossama Bawardi,Sobhi Hosary,Falah Zoabi,Rezik Bawardi,Gaby Abu Sini,Huda Al Imam,Zuhaira Sabbagh,Naheda Azzam Shorrosh,Emil Rock,Ruba Blal"
Little Women,3.5,4.16,-0.66,05/20/2020,135,2:15,"English,French",Greta Gerwig,2019,"Drama,Romance",USA,111598,579494,"Saoirse Ronan,Florence Pugh,Emma Watson,Eliza Scanlen,Laura Dern,Timothée Chalamet,Meryl Streep,Tracy Letts,Bob Odenkirk,James Norton,Louis Garrel,Jayne Houdyshell,Chris Cooper,Rafael Silva,Mason Alban,Emily Edström,Maryann Plunkett,Hadley Robinson,Lonnie Farmer,Charlotte Kinder,Ana Kayne,Edgar Damatian"
My Name Is Nobody,4.0,3.6,0.4,05/18/2020,117,1:57,Italian,Tonino Valerii,1973,"Comedy,Western",France,734,7370,"Terence Hill,Henry Fonda,Jean Martin,R. G. Armstrong,Karl Braun,Leo Gordon,Steve Kanaly,Geoffrey Lewis,Neil Summers,Piero Lulli,Mario Brega"
Blowin' Up,3.5,3.59,-0.09,,94,1:34,English,Stephanie Wang-Breal,2018,Documentary,USA,26,97,"Kim Affronti,Eliza Hook,Susan Liu,Toko Serita"
Corpus Christi,4.0,3.95,0.05,05/16/2020,116,1:56,Polish,Jan Komasa,2019,Drama,France,4506,23760,"Bartosz Bielenia,Aleksandra Konieczna,Eliza Rycembel,Tomasz Zietek,Barbara Kurzaj,Leszek Lichota,Łukasz Simlat,Zdzisław Wardejn,Anna Biernacik,Lidia Bogacz,Bogdan Brzyski,Malwina Brych,Juliusz Chrząstowski,Radoslaw Ciucias"
Women on the Verge of a Nervous Breakdown,4.0,4.01,-0.01,05/12/2020,88,1:28,Spanish,Pedro Almodóvar,1988,"Drama,Comedy",Spain,10538,52258,"Carmen Maura,Antonio Banderas,Julieta Serrano,María Barranco,Rossy de Palma,Kiti Mánver,Guillermo Montesinos,Chus Lampreave,Eduardo Calvo,Loles León,Ángel de Andrés López"
Honey Boy,4.0,3.83,0.17,05/11/2020,94,1:34,English,Alma Har'el,2019,Drama,USA,26850,115344,"Shia LaBeouf,Lucas Hedges,Noah Jupe,Byron Bowers,Laura San Giacomo,FKA Twigs,Natasha Lyonne,Maika Monroe,Clifton Collins Jr.,Martin Starr,Dorian Brown Pham,Craig Stark"
Les Misérables,3.5,3.78,-0.28,05/05/2020,103,1:43,"French,Bambara",Ladj Ly,2019,"Drama,Crime,Thriller",France,5098,33854,"Damien Bonnard,Alexis Manenti,Djibril Zonga,Steve Tientcheu,Jeanne Balibar,Issa Perica,Al-Hassan Ly,Almamy Kanoute,Nizar Ben Fatma,Raymond Lopez,Luciano Lopez,Jaihson Lopez,Sana Joachaim,Lucas Omiri,Rocco Lopez,Omar Soumare,Ly Lan Chapiron"
The Panama Papers,1.5,3.4,-1.9,05/07/2020,100,1:40,English,Alex Winter,2018,Documentary,USA,148,837,"Elijah Wood,Laura Poitras"
Spider-Man: Into the Spider-Verse,3.0,4.44,-1.44,05/07/2020,117,1:57,"English,Japanese,Spanish",Rodney Rothman,2018,"Action,Adventure,Animation,Science Fiction",USA,117858,970126,"Shameik Moore,Jake Johnson,Hailee Steinfeld,Mahershala Ali,Brian Tyree Henry,Lily Tomlin,Lauren Vélez,Zoë Kravitz,John Mulaney,Kimiko Glenn,Nicolas Cage,Kathryn Hahn,Liev Schreiber,Chris Pine,Natalie Morales,Edwin H. Bravo,Oscar Isaac,Greta Lee,Stan Lee,Jorma Taccone,Joaquín Cosío,Marvin 'Krondon' Jones III,Kim Yarbrough,Lake Bell,Jessica Mikayla Adams,Gredel Berrios Calladine,Sarah D. Cole,Kelby Joseph,Mimi Davila,Claudia Choi"
"Tiger King: Murder, Mayhem and Madness",3.5,3.49,0.01,,354,5:54,English,Eric Goode,2020,"Crime,Documentary",USA,16935,107841,
The Platform,4.0,3.28,0.72,03/26/2020,95,1:35,Spanish,Galder Gaztelu-Urrutia,2019,"Thriller,Science Fiction,Drama",Spain,30709,233946,"Iván Massagué,Antonia San Juan,Zorion Eguileor,Emilio Buale,Alexandra Masangkay,Zihara Llana,Mario Pardo,Algis Arlauskas,Txubio Fernández de Jáuregui,Eric Goode,Óscar Oliver,Chema Trujillo,Miriam Martín"
To All the Boys: P.S. I Still Love You,2.0,2.48,-0.48,04/14/2020,102,1:42,English,Michael Fimognari,2020,"Romance,Comedy",USA,18370,102155,"Lana Condor,Noah Centineo,Jordan Fisher,Anna Cathcart,John Corbett,Sarayu Blue,Janel Parrish,Ross Butler,Madeleine Arthur,Emilija Baranac,Trezzo Mahoro,Holland Taylor,Kelcey Mawema,Julie Tao,Momona Tamada,Christian Darrel Scott,Jill Morrison,Maddie Ziegler,Jayden Chow,Ryan Zhang,Susie Lee,Ae Yon Han"
Before Sunset,5.0,4.3,0.7,03/20/2020,80,1:20,"English,French",Richard Linklater,2004,"Romance,Drama",USA,35660,201531,"Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,Mariane Plasteig,Diabolo,Denis Evrard,Albert Delpy,Marie Pillet"
The Lighthouse,4.5,4.05,0.45,01/31/2020,109,1:49,English,Robert Eggers,2019,"Thriller,Fantasy,Drama,Horror",Canada,111330,525479,"Robert Pattinson,Willem Dafoe,Valeriia Karaman,Logan Hawkes,Kyla Nicolle,Shaun Clarke,Pierre Richard,Preston Hudson,Jeff Cruts"
The Peanut Butter Falcon,3.5,3.84,-0.34,01/07/2020,97,1:37,English,Tyler Nilson,2019,"Comedy,Adventure,Drama",USA,20976,111477,"Shia LaBeouf,Zack Gottsagen,Dakota Johnson,Thomas Haden Church,John Hawkes,Bruce Dern,Jon Bernthal,Yelawolf,Wayne Dehart,Aurelian Smith Jr.,Mick Foley,Ann Owens,Rob Thomas,Tim Zajaros"
Pain and Glory,2.5,4.0,-1.5,01/06/2020,114,1:54,Spanish,Pedro Almodóvar,2019,Drama,Spain,16138,96695,"Antonio Banderas,Asier Etxeandia,Leonardo Sbaraglia,Nora Navas,Julieta Serrano,Penélope Cruz,César Vicente,Asier Flores,Cecilia Roth,Susi Sánchez,Raúl Arévalo,Pedro Casablanc"
Booksmart,4.5,3.85,0.65,01/06/2020,102,1:42,"English,Spanish,Chinese",Olivia Wilde,2019,Comedy,USA,79512,409755,"Beanie Feldstein,Kaitlyn Dever,Jessica Williams,Billie Lourd,Diana Silvers,Skyler Gisondo,Mason Gooding,Victoria Ruesga,Molly Gordon,Noah Galvin,Austin Crute,Nico Hiraga"
John Mulaney & The Sack Lunch Bunch,3.0,3.76,-0.76,01/03/2020,70,1:10,English,Rhys Thomas,2019,"Comedy,Family",USA,10820,30909,"John Mulaney,Jake Gyllenhaal,Annaleigh Ashford,David Byrne,André De Shields,Richard Kind,Natasha Lyonne,Erin Quill,Shereen Pimentel,Tyler Bourke,Jacob Laval"
Evita,1.5,2.98,-1.48,01/02/2020,134,2:14,"English,Spanish",Alan Parker,1996,"Drama,History,Music",USA,887,8874,"Madonna,Antonio Banderas,Jonathan Pryce,Jimmy Nail,Victoria Sus,Julian Littman,Olga Merediz,Laura Pallas,Julia Worsley,María Luján Hidalgo,Servando Villamil,Andrea Corr,Alan Parker"
Uncut Gems,4.0,3.94,0.06,01/02/2020,136,2:16,English,Josh Safdie,2019,"Drama,Crime,Thriller",USA,111431,585415,"Adam Sandler,Julia Fox,Lakeith Stanfield,Idina Menzel,Kevin Garnett,Eric Bogosian,Judd Hirsch,The Weeknd,Keith Williams Richards,Wayne Diamond,Mike Francesa,Noa Fisher,Tommy Kominik,Ronald Greenberg,Marshall Greenberg,Mitchell Wenig,Hailey Gates,Tilda Swinton,John Amos,Trinidad James,Marcia DeBonis,Jeremy Sample,Jake Ryan,Anthony Mecca,Natasha Lyonne,Sahar Bibiyan,Josh Ostrovsky,Robbie DeRaffele,Warren Finkelstein,Maksud Agadjani,Ca$h Out,Andrea Linsky,Roman Persits,Paloma Elsesser"
Knives Out,4.0,4.04,-0.04,12/30/2019,131,2:11,"English,Spanish",Rian Johnson,2019,"Comedy,Mystery,Crime",USA,147491,1011074,"Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,Michael Shannon,Don Johnson,Toni Collette,Lakeith Stanfield,Christopher Plummer,Katherine Langford,Jaeden Martell,Riki Lindhome,Edi Patterson"
Marriage Story,4.0,3.99,0.01,12/19/2019,137,2:17,English,Noah Baumbach,2019,Drama,UK,80013,565250,"Adam Driver,Scarlett Johansson,Laura Dern,Alan Alda,Ray Liotta,Julie Hagerty,Merritt Wever,Azhy Robertson,Wallace Shawn,Martha Kelly,Mark O'Brien,Julia Greer,Matthew Maher,Eric Berryman,Mickey Sumner,Jasmine Cephas Jones,Gideon Glick,Motell Gyn Foster,David Turner,Raymond J. Lee,Mary Wiseman,Pete Simpson"
The Man Who Will Come,3.0,3.65,-0.65,12/16/2019,115,1:55,"Italian,German",Giorgio Diritti,2009,Drama,Italy,23,412,"Alba Rohrwacher,Greta Zuccheri Montanari,Maria Grazia Naldi,Eleonora Mazzoni,Maya Sansa,Claudio Casadio,Stefano Bichocchi,Orfeo Orlando,Diego Pagotto,Bernardo Bolognesi,Stefano Croci,Zoello Gilli,Timo Jacobs,Francesco Modugno,Laura Pizzirani"
Faces Places,4.0,4.08,-0.08,12/15/2019,94,1:34,French,Agnès Varda,2017,Documentary,France,5946,27202,"Agnès Varda,JR,Patricia Mercier"
Punch-Drunk Love,4.0,3.97,0.03,12/06/2019,96,1:36,English,Paul Thomas Anderson,2002,"Drama,Comedy,Romance",USA,42171,205484,"Adam Sandler,Emily Watson,Philip Seymour Hoffman,Luis Guzmán,Mary Lynn Rajskub,Robert Smigel,Jason Andrews,Don McManus,David Schrempf,Seann Conway,Rico Bueno,Hazel Mailloux,Karen Kilgariff,Julie Hermelin,Salvador Curiel,Jorge Barahona"
Always Be My Maybe,3.5,3.14,0.36,12/08/2019,101,1:41,English,Nahnatchka Khan,2019,"Comedy,Romance",USA,15215,86872,"Ali Wong,Randall Park,Keanu Reeves,James Saito,Michelle Buteau,Vivian Bang,Daniel Dae Kim,Karan Soni,Charlyne Yi,Susan Park,Tsutomu Shimura,Casey Wilson,Miya Cech,Emerson Min,Ashley Liao,Jackson Geach,Anaiyah Bernier,Raymond Ma,Peggy Lu,Simon Chin,Panta Mosleh,Karen Holness,Steven E. Rudy"
Spy Kids 3-D: Game Over,2.5,2.29,0.21,12/08/2019,84,1:24,English,Robert Rodriguez,2003,"Action,Adventure,Science Fiction,Comedy,Family",USA,3932,62499,"Antonio Banderas,Carla Gugino,Alexa PenaVega,Daryl Sabara,Ricardo Montalban,Holland Taylor,Sylvester Stallone,Mike Judge,Salma Hayek,Matt O'Leary,Emily Osment,Ryan Pinkston,Robert Vito"
Woman at War,4.0,3.77,0.23,11/29/2019,101,1:41,"Icelandic,English,Spanish,Ukrainian",Benedikt Erlingsson,2018,"Thriller,Drama,Comedy",France,1663,9139,"Halldóra Geirharðsdóttir,Jóhann Sigurðarson,Jörundur Ragnarsson,Haraldur Ari Stefánsson,Olena Lavreniuk,Juan Camillo Roman Estrada,Thorir Sæmundsson,Vala Kristin Eiriksdottir,Jón Gnarr,Margaryta Hilska,Hilmir Snær Guðnason,Björn Thors"
The Two Popes,3.5,3.59,-0.09,12/02/2019,125,2:05,"English,Spanish,German,Italian,Portuguese,French,Latin",Fernando Meirelles,2019,"Comedy,Drama,History",USA,17409,122080,"Anthony Hopkins,Jonathan Pryce,Juan Minujín,Luis Gnecco,Cristina Banegas,María Ucedo,Renato Scarpa,Sidney Cole,Achille Brugnini,Federico Torre,Germán de Silva,Lisandro Fiks,Libero De Rienzo,Willie Jonah,Sofia Mayra Cessak,Vincent Riotta,Daphne Mereu,Martina Sammarco,Juan Miguel Arias,Daniel Juan di Cocco,Josello Bella,Luis Alfredo Huerga Reyna,Andres Carlos Zurita,Guido Nicolas Losantos,Nicola Acunzo"
Hannibal Buress: Comedy Camisado,3.5,3.4,0.1,,67,1:07,English,Lance Bangs,2016,Comedy,USA,413,2626,Hannibal Buress
Jojo Rabbit,4.5,4.06,0.44,11/28/2019,108,1:48,"English,German",Taika Waititi,2019,"Comedy,Drama,War",Czechia,89655,683240,"Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi,Sam Rockwell,Rebel Wilson,Alfie Allen,Stephen Merchant,Archie Yates,Luke Brandon Field,Joe Weintraub,Brian Caspe,James McVan"
Annie Hall,2.5,3.98,-1.48,11/27/2019,93,1:33,"English,German",Woody Allen,1977,"Comedy,Drama,Romance",USA,12869,139947,"Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Paul Simon,Shelley Duvall,Janet Margolin,Colleen Dewhurst,Christopher Walken,Donald Symington,Helen Ludlam,Mordecai Lawner,Joan Neuman,Jonathan Munk,Ruth Volner,Martin Rosenblatt,Hy Anzell,Rashel Novikoff,Russell Horton,Marshall McLuhan,Christine Jones,Mary Boylan,Wendy Girard,John Doumanian,Bob Maroff,Rick Petrucelli,Lee Callahan,Chris Gampel,Dick Cavett,Mark Lenard,Dan Ruskin,John Glover,Bernie Styles,Johnny Haymer"
La Haine,4.5,4.38,0.12,11/23/2019,98,1:38,French,Mathieu Kassovitz,1995,Drama,France,24850,156981,"Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Souleymane Dicko,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse,Choukri Gabteni,Nabil Ben Mhamed,Benoît Magimel,Médard Niang,Arash Mansour,Abdel-Moulah Boujdouni,Mathilde Vitry,Christian Moro,Edouard Montoute,JiBi,Félicité Wouassi"
The Lives of Others,4.0,4.13,-0.13,,137,2:17,German,Florian Henckel von Donnersmarck,2006,"Thriller,Drama",Germany,4672,72498,"Martina Gedeck,Ulrich Mühe,Sebastian Koch,Ulrich Tukur,Thomas Thieme,Hans-Uwe Bauer,Volkmar Kleinert,Matthias Brenner,Bastian Trost,Charly Hübner,Herbert Knaup,Marie Gruber,Hinnerk Schönemann,Thomas Arnold"
Paul Blart: Mall Cop,0.5,2.21,-1.71,11/22/2019,91,1:31,English,Steve Carr,2009,"Comedy,Family,Adventure,Action",USA,4796,71372,"Kevin James,Keir O'Donnell,Jayma Mays,Bobby Cannavale,Shirley Knight,Raini Rodriguez,Stephen Rannazzisi,Peter Gerety,Adam Ferrara,Jamal Mixon,Adhir Kalyan,Erick Avari,Gary Valentine,Allen Covert,Mike Vallely,Mike Escamilla,Jason Ellis,Jason Packham,Rick Thorne,Victor T. Lopez,Natascha Hopkins,Jackie Sandler,Mookie Barker,Jackie Flynn,Richie Minervini,Brie Hill Arbaugh,Steffiana De La Cruz,Dylan Clark Marshall,Bernie McInerney,Tyler Spindel,Bas Rutten,Teresa Zantua,Dahlia Salem,Zele Avradopoulos,Maria Arcé,Robert Harvey,Billy Concha,Michael Burton,Carl Randall,Carla Antonino,Ruby Wendell,Lindsay MacDonald"
Roma,4.0,4.06,-0.06,,135,2:15,"Spanish,English",Alfonso Cuarón,2018,Drama,USA,32247,259660,"Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,Marco Graf,Daniela Demesa,Nancy García García,Verónica García,Fernando Grediaga,Jorge Antonio Guerrero,José Manuel Guerrero Mendoza,Andy Cortés"
Minding the Gap,5.0,4.25,0.75,11/15/2019,93,1:33,English,Bing Liu,2018,Documentary,USA,7945,31786,"Keire Johnson,Zack Mulligan,Bing Liu,Nina Bowgren,Mengyue Bolen"
Pride & Prejudice,3.0,4.12,-1.12,11/13/2019,127,2:07,English,Joe Wright,2005,"Drama,Romance",France,53652,276071,"Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland,Judi Dench,Tom Hollander,Rosamund Pike,Jena Malone,Kelly Reilly,Claudie Blakley,Peter Wight,Penelope Wilton"
The Farewell,4.5,4.05,0.45,11/09/2019,100,1:40,"English,Chinese,Japanese",Lulu Wang,2019,"Drama,Comedy",China,38714,193481,"Awkwafina,Tzi Ma,Diana Lin,Zhao Shuzhen,Jiang Yongbo,Gil Perez-Abraham,Ines Laimins,Jim Liu,X Mayo,Aoi Mizuhara,Han Chen"
Jenny Slate: Stage Fright,3.5,3.69,-0.19,11/07/2019,66,1:06,English,Gillian Robespierre,2019,Comedy,USA,2616,7420,"Jenny Slate,Ron Slate,Nancy Slate,Abby Ciampa,Stacey Slate,Rochelle Slate,Connie Gilson"
The Beguiled,2.0,3.29,-1.29,,93,1:33,"English,French",Sofia Coppola,2017,Drama,USA,13041,79318,"Colin Farrell,Nicole Kidman,Kirsten Dunst,Elle Fanning,Oona Laurence,Angourie Rice,Addison Riecke,Emma Howard,Wayne Pére,Matt Story,Joel Albin,Eric Ian"
Lost in Translation,3.5,3.88,-0.38,09/07/2019,102,1:42,"English,Japanese",Sofia Coppola,2003,"Comedy,Romance,Drama",Japan,37323,369741,"Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Akiko Takeshita,Fumihiro Hayashi,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Daikon,Catherine Lambert,Akiko Monô,Françoise Dubois,Gregory Pekar,Ikuko Takahashi,Osamu Shigematu,Takashi Fujii,Lisle Wilkerson,Kazuo Yamada,Akira Yamaguchi"
Standard Operating Procedure,3.0,3.58,-0.58,11/03/2019,117,1:57,English,Errol Morris,2008,Documentary,USA,174,1870,"Javal Davis,Ken Davis,Tony Diaz,Tim Dugan,Lynndie England,Jefferey Frost,Megan Ambuhl Graner,Sabrina Harman,Janis Karpinski,Roman Krol,Brent Pack,Jeremy Sivits"
The Exorcist,3.0,4.0,-1.0,10/31/2019,122,2:02,"English,German,French,Latin,Arabic,Greek (modern)",William Friedkin,1973,Horror,USA,24617,250103,"Ellen Burstyn,Linda Blair,Max von Sydow,Lee J. Cobb,Kitty Winn,Jack MacGowran,Jason Miller,William O'Malley,Barton Heyman,Peter Masterson,Rudolf Schündler,Gina Petrushka,Robert Symonds,Arthur Storch,Thomas Bermingham,Vasiliki Maliaros,Titos Vandis"
Parasite,5.0,4.58,0.42,11/01/2019,133,2:13,"Korean,English,German",Bong Joon-ho,2019,"Comedy,Drama,Thriller",South Korea,170987,1283806,"Song Kang-ho,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-shik,Park So-dam,Lee Jung-eun,Jang Hye-jin,Park Myung-hoon,Jung Ji-so,Jung Hyeon-jun,Park Keun-rok,Jung Yi-seo,Cho Jae-myung,Jeong Ik-han,Kim Gyu-baek,Ahn Seong-bong"
Napoleon Dynamite,3.5,3.62,-0.12,,95,1:35,English,Jared Hess,2004,Comedy,USA,15113,163026,"Jon Heder,Haylie Duff,Aaron Ruell,Jon Gries,Tina Majorino,Efren Ramirez,Shondrella Avery,Diedrich Bader,Sandy Martin,Trevor Snarr,Emily Dunn,Ellen Dubin,Samantha Marsden"
Indiana Jones and the Last Crusade,3.5,4.02,-0.52,,127,2:07,"English,German,Greek (modern)",Steven Spielberg,1989,"Adventure,Action",USA,15293,245812,"Harrison Ford,Sean Connery,Denholm Elliott,Alison Doody,John Rhys-Davies,Julian Glover,River Phoenix,Michael Byrne,Kevork Malikyan,Robert Eddison,Richard Young,Alexei Sayle,Alex Hyde-White,Paul Maxwell,Isla Blair,Vernon Dobtcheff,J. J. Hardy,Bradley Gregg,Jeff O'Haco,Vince Deadrick Sr.,Marc Miles,Ted Grossman"
The Matrix,3.0,4.16,-1.16,10/07/2019,136,2:16,English,Lilly Wachowski,1999,"Science Fiction,Action",USA,72852,714111,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Joe Pantoliano,Marcus Chong,Anthony Ray Parker,Matt Doran,Gloria Foster,Belinda McClory,Paul Goddard,Robert Taylor,Ada Nicodemou,Julian Arahanga,David Aston"
The Witch,3.0,3.87,-0.87,10/27/2019,92,1:32,English,Robert Eggers,2015,"Drama,Mystery,Horror,Fantasy",Canada,59735,431827,"Anya Taylor-Joy,Ralph Ineson,Kate Dickie,Harvey Scrimshaw,Ellie Grainger,Lucas Dawson,Bathsheba Garnett,Sarah Stephens,Julian Richings,Daniel Malik,Axtun Henry Dube,Athan Conrad Dube,Vivien Moore"
The Great Beauty,4.5,4.0,0.5,10/26/2019,142,2:22,"Italian,Japanese,Spanish,Chinese",Paolo Sorrentino,2013,Drama,Italy,6341,57529,"Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso,Iaia Forte,Pamela Villoresi,Galatea Ranzi,Franco Graziosi,Sonia Gessner,Giorgio Pasotti,Massimo Popolizio,Luca Marinelli,Vernon Dobtcheff,Anita Kravos,Roberta Cartocci,Lorenzo Gioielli,Giulia Di Quilio,Monica Piseddu,Anna Della Rosa,Luciano Virgilio,Aldo Ralli,Giusi Merli,Dario Cantarelli,Massimo De Francovich,Giulio Brogi"
Isle of Dogs,4.0,3.9,0.1,10/21/2019,101,1:41,"English,Japanese",Wes Anderson,2018,"Adventure,Comedy,Animation",Germany,38418,328756,"Bryan Cranston,Koyu Rankin,Bob Balaban,Edward Norton,Bill Murray,Jeff Goldblum,Kunichi Nomura,Fisher Stevens,Akira Takayama,Greta Gerwig,Ken Watanabe,Frances McDormand,Nijiro Murakami,Harvey Keitel,Liev Schreiber,Scarlett Johansson,Tilda Swinton,Akira Ito,F. Murray Abraham,Courtney B. Vance"
