Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Death Proof,3.5,113,1:53,English,Quentin Tarantino,2007,"Thriller,Action",USA,23448,186602,"Kurt Russell,Zoë Bell,Rosario Dawson,Vanessa Ferlito,Sydney Tamiia Poitier,Tracie Thoms,Rose McGowan,Jordan Ladd,Mary Elizabeth Winstead,Quentin Tarantino,Marcy Harriell,Eli Roth,Omar Doom,Michael Bacall"
The Room,2.62,99,1:39,English,Tommy Wiseau,2003,"Drama,Romance",USA,29745,138810,"Tommy Wiseau,Juliette Danielle,Greg Sestero,Philip Haldiman,Carolyn Minnott,Robyn Paris,Dan Janjigian,Kyle Vogt,Greg Ellery,Mike Holmes"
Life of Brian,3.92,94,1:34,"English,Latin",Terry Jones,1979,Comedy,UK,15467,183714,"Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Terence Bayler,Carol Cleveland,Kenneth Colley,Neil Innes,Charles McKeown,John Young,Gwen Taylor"
Fences,3.55,139,2:19,English,Denzel Washington,2016,Drama,Canada,7324,72163,"Denzel Washington,Viola Davis,Stephen McKinley Henderson,Jovan Adepo,Russell Hornsby,Mykelti Williamson,Saniyya Sidney,Lesley Boone,Christopher Mele,Jason Silvis,Tra'Waan Coles,Joe Fishel"
Predator,3.78,107,1:47,"English,Spanish",John McTiernan,1987,"Science Fiction,Action,Adventure,Thriller",USA,26780,214902,"Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Jesse Ventura,Sonny Landham,Bill Duke,Richard Chaves,R. G. Armstrong,Shane Black,Kevin Peter Hall,Steve Boyum,William H. Burton Jr.,Henry Kingi,Peter Cullen,Sven-Ole Thorsen,Jack Verbois,Franco Columbu"
Breakfast at Tiffany's,3.76,114,1:54,"English,Portuguese",Blake Edwards,1961,"Comedy,Romance",USA,17675,178518,"Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Martin Balsam,José Luis de Vilallonga,John McGiver,Alan Reed,Dorothy Whitney,Beverly Powers,Stanley Adams,Claude Stroud,Elvia Allman,Mickey Rooney,Charles Sherlock,Miriam Nelson,Mel Blanc,Joe Scott,Jim Michael,Don Anderson,Janet Banzet,Al Avalon,Henry Barnard,Henry Beckman,Arthur Berkeley,Nicky Blair,Willie Bloom,Bill Bradley,Thayer Burton,Florine Carlan,Sue Casey,Roydon Clark,Marian Collier"
Funny Games,3.89,109,1:49,German,Michael Haneke,1997,"Thriller,Horror,Drama",Austria,22167,118482,"Ulrich Mühe,Susanne Lothar,Arno Frisch,Frank Giering,Stefan Clapczynski,Doris Kunstmann,Christoph Bantzer,Wolfgang Glück,Susanne Meneghel,Monika Zallinger"
Labyrinth,3.7,102,1:42,English,Jim Henson,1986,"Fantasy,Family,Adventure",UK,21628,131427,"David Bowie,Jennifer Connelly,Toby Froud,Shelley Thompson,Christopher Malcolm,Natalie Finland,Shari Weiser,Brian Henson,Ron Mueck,Rob Mills,Dave Goelz,David Alan Barclay,David Shaughnessy,Karen Prell,Timothy Bateson,Frank Oz,Michael Hordern,Denise Bryer,Steve Whitmire,Kevin Clash,Anthony Asbury,Anthony Jackson,Douglas Blackwell,David Healy,Robert Beatty,Toby Philpott,Ian Thom,Charles Augins,Sherry Amott,Danny John-Jules,Cheryl Henson,Kaefan Shaw,Alistair Fullarton,Rollin Krewson,Richard Bodkin"
The Act of Killing,4.24,159,2:39,Indonesian,Joshua Oppenheimer,2012,Documentary,Denmark,6836,51860,"Anwar Congo,Herman Koto,Syamsul Arifin,Ibrahim Sinik,Yapto Soerjosoemarno,Safit Pardede,Jusuf Kalla,Adi Zulkadry,Haji Anif,Sakhyan Asmara,Soaduon Siregar,Suryono,Haji Marzuki,Rahmat Shah"
Crumb,4.09,119,1:59,English,Terry Zwigoff,1994,Documentary,USA,3100,20119,"Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb,Robert Hughes,Martin Müller"
The Naked Gun: From the Files of Police Squad!,3.69,86,1:26,English,David Zucker,1988,"Crime,Comedy",USA,10485,105156,"Leslie Nielsen,Priscilla Presley,Ricardo Montalban,George Kennedy,O.J. Simpson,Susan Beaubian,Nancy Marchand,Raye Birk,Jeannette Charles,Ed Williams,Tiny Ron Taylor,'Weird Al' Yankovic"
A Nightmare on Elm Street,3.77,91,1:31,English,Wes Craven,1984,Horror,USA,42914,278908,"Heather Langenkamp,Robert Englund,John Saxon,Ronee Blakley,Amanda Wyss,Jsu Garcia,Johnny Depp,Charles Fleischer,Joseph Whipp,Lin Shaye,Joe Unger,Mimi Craven"
Pretty Woman,3.59,119,1:59,English,Garry Marshall,1990,"Romance,Comedy",USA,19363,210381,"Richard Gere,Julia Roberts,Ralph Bellamy,Jason Alexander,Laura San Giacomo,Alex Hyde-White,Amy Yasbeck,Elinor Donahue,Hector Elizondo,Judith Baldwin,Jason Randal,Bill Applebaum,Tracy Bjork,Gary Greene,Billy Gallo,Abdul Salaam El Razzac,Hank Azaria,Larry Hankin,Julie Paris,Rhonda Hansome,Harvey Keenan,Marty Nadler,Lynda Goodfriend,Reed Anthony,Frank Campanella,Jackie O'Brien,Cheri Caspari,Scott Marshall,Patrick Richwood,Kathleen Marshall,Laurelle Mehus"
Escape from New York,3.63,99,1:39,English,John Carpenter,1981,"Action,Science Fiction",USA,17912,114583,"Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,Isaac Hayes,Season Hubley,Harry Dean Stanton,Adrienne Barbeau,Tom Atkins,Charles Cyphers,Frank Doubleday,John Strobel,George Buck Flower,John Cothran"
Dirty Dancing,3.65,100,1:40,English,Emile Ardolino,1987,"Music,Romance,Drama",USA,25671,207146,"Jennifer Grey,Patrick Swayze,Jerry Orbach,Cynthia Rhodes,Jack Weston,Jane Brucker,Kelly Bishop,Lonny Price,Max Cantor,Charles ""Honi"" Coles,Neal Jones,Bruce Morrow,Wayne Knight,Paula Trueman"
Mad Max 2,3.86,96,1:36,English,George Miller,1981,"Action,Thriller,Science Fiction,Adventure",Australia,10600,100160,"Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,Vernon Wells,Kjell Nilsson,Emil Minty,Virginia Hey,William Zappa,Arkie Whiteley,Steve J. Spears,Syd Heylen,Moira Claux"
American Beauty,3.95,122,2:02,English,Sam Mendes,1999,Drama,USA,35593,489333,"Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Chris Cooper,Allison Janney,Peter Gallagher,Scott Bakula,Sam Robards,Barry Del Sherman,John Cho,Hal Fort Atkinson,Kent Faulcon,Ara Celi,Sue Casey"
The Babadook,3.44,94,1:34,English,Jennifer Kent,2014,"Horror,Drama",Australia,26742,300111,"Essie Davis,Noah Wiseman,Hayley McElhinney,Daniel Henshall,Barbara West,Ben Winspear,Cathy Adamek,Craig Behenna,Hachi,Tim Purcell,Chloe Hurn,Jacquy Phillips,Bridget Walters,Adam Morgan"
Black Mass,3.03,123,2:03,English,Scott Cooper,2015,"Drama,History,Crime",UK,4904,63924,"Johnny Depp,Joel Edgerton,Julianne Nicholson,Dakota Johnson,Kevin Bacon,Benedict Cumberbatch,Peter Sarsgaard,Juno Temple,Jesse Plemons,David Harbour,Adam Scott,Corey Stoll,Bill Camp,Mark Mahoney,Brad Carter,Scott G. Anderson,Lonnie Farmer,Mary Klug,Erica McDermott,Luke Ryan,Owen Burke,Lewis D. Wheeler,Billy Meleady,Jamie Donnelly,David De Beck,Gary Galone,Rory Cochrane"
Atomic Blonde,3.28,115,1:55,"English,Swedish,German,Russian",David Leitch,2017,"Action,Thriller",Sweden,19969,160397,"Charlize Theron,James McAvoy,John Goodman,Eddie Marsan,Toby Jones,Til Schweiger,Sofia Boutella,Roland Møller,Jóhannes Haukur Jóhannesson,James Faulkner,Barbara Sukowa,Bill Skarsgård,Sam Hargrave,Attila Árpa"
Grease,3.48,110,1:50,English,Randal Kleiser,1978,"Comedy,Romance",USA,26051,308439,"John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,Barry Pearl,Michael Tucci,Kelly Ward,Didi Conn,Jamie Donnelly,Dinah Manoff,Eve Arden,Frankie Avalon,Joan Blondell,Edd Byrnes,Sid Caesar,Alice Ghostley,Dody Goodman,Susan Buckner,Lorenzo Lamas"
Magnolia,4.14,189,3:09,"English,French,German",Paul Thomas Anderson,1999,Drama,USA,34707,215390,"Jeremy Blackman,Tom Cruise,Melinda Dillon,Philip Baker Hall,Philip Seymour Hoffman,Ricky Jay,William H. Macy,Alfred Molina,Julianne Moore,John C. Reilly,Jason Robards,Melora Walters,Michael Bowen,Emmanuel Johnson,Felicity Huffman,April Grace,Cleo King,Orlando Jones,Patton Oswalt,Neil Flynn,Henry Gibson,Miriam Margolyes,Michael Murphy,Genevieve Zweig,Pat Healy,Thomas Jane,Luis Guzmán,Clark Gregg,Veronica Hart,Paul F. Tompkins,Robert Downey Sr.,Matt Gerald,Craig Kvinsland,Patricia Scanlon,Allan Graf,Rod McLachlan,Brad Hunt,Jim Meskimen,Chris O'Hara,Clement Blake"
The Great Gatsby,3,144,2:24,English,Jack Clayton,1974,"Drama,Romance",USA,1156,12682,"Robert Redford,Mia Farrow,Bruce Dern,Karen Black,Scott Wilson,Sam Waterston,Lois Chiles,Howard Da Silva,Roberts Blossom,Edward Herrmann,Elliott Sullivan,Arthur Hughes,Kathryn Leigh Scott,Beth Porter,Paul Tamarin"
Rogue One: A Star Wars Story,3.67,133,2:13,English,Gareth Edwards,2016,"Action,Adventure,Science Fiction",USA,55737,653735,"Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,Jiang Wen,Ben Mendelsohn,Guy Henry,Forest Whitaker,Riz Ahmed,Mads Mikkelsen,Jimmy Smits,Alistair Petrie,Genevieve O'Reilly,Ben Daniels,Paul Kasey,Stephen Stanton,Ian McElhinney,Fares Fares,Jonathan Aris,Sharon Duncan-Brewster,Spencer Wilding,Daniel Naprous,James Earl Jones,Ingvild Deila,Anthony Daniels,Jimmy Vee,Valene Kane,Beau Gadsdon,Dolly Gadsdon,Duncan Pow,Jordan Stephens,Babou Ceesay,Aidan Cook,Daniel Mays,Andy de la Tour,Tony Pitts,Martin Gordon,Eric MacLennan,Francis Magee,Bronson Webb,Geraldine James,Ariyon Bakare,Simon Farnaby,Drewe Henley,Angus MacInnes,Toby Hefferman,Jack Roth,Geoff Bell,Derek Arnold,Nick Kellington,Michael Smiley,Warwick Davis,Angus Wright,David Ankrum,Ian Whyte,Rian Johnson,Ned Dennehy,Angus Cook,Emeson Nwolie,Jorge Leon Martinez,Russell Balogh,Steen Young,Attila G. Kerekes,Mac Pietowski,Ram Bergman,Katie Sheridan,Terri Douglas,Vanessa Lengies,Vanessa Marshall,Verona Blue,Dave Filoni"
Misery,3.93,107,1:47,English,Rob Reiner,1990,"Drama,Thriller",USA,23848,187236,"James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall,Graham Jarvis,Jerry Potter,Thomas Brunelle,June Christopher,Julie Payne,Archie Hahn,Gregory Snegoff,Wendy Bowers,Misery the Pig,John Michael Quinn,Rob Reiner,J.T. Walsh,Jay Dee Witney"
Neon Genesis Evangelion: The End of Evangelion,4.43,87,1:27,Japanese,Hideaki Anno,1997,"Action,Animation,Science Fiction,Drama",Japan,31965,162631,"Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuko Miyamura,Fumihiko Tachiki,Miki Nagasawa,Takehito Koyasu,Hiro Yuuki,Yuriko Yamaguchi,Motomu Kiyokawa,Akira Ishida,Mugihito"
Audition,3.8,115,1:55,Japanese,Takashi Miike,1999,"Horror,Drama",Japan,20291,102202,"Ryo Ishibashi,Eihi Shiina,Jun Kunimura,Tetsu Sawaki,Renji Ishibashi,Miyuki Matsuda,Toshie Negishi,Yuriko Hirooka,Shigeru Saiki,Ken Mitsuishi,Ren Osugi,Kanji Tsuda"
The Hunt,4.19,116,1:56,"Danish,Polish,English",Thomas Vinterberg,2012,Drama,Belgium,24083,191181,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,Susse Wold,Anne Louise Hassing,Lars Ranthe,Alexandra Rapaport,Sebastian Bull Sarning,Steen Ordell Guldbrandsen,Daniel Engstrup,Troels Thorsen,Søren Rønholt,Hana Shuan"
The NeverEnding Story,3.5,102,1:42,English,Wolfgang Petersen,1984,"Family,Adventure,Fantasy,Drama",Germany,7515,88441,"Noah Hathaway,Barret Oliver,Tami Stronach,Moses Gunn,Patricia Hayes,Sydney Bromley,Tilo Prückner,Gerald McRaney,Chris Eastman,Darryl Cooksey,Nicholas Gilbert,Thomas Hill,Deep Roy,Beth Anderson"
The Seventh Seal,4.27,96,1:36,Swedish,Ingmar Bergman,1957,"Drama,Fantasy",Sweden,22195,154641,"Max von Sydow,Gunnar Björnstrand,Bengt Ekerot,Nils Poppe,Bibi Andersson,Inga Gill,Maud Hansson,Inga Landgré,Gunnel Lindblom,Bertil Anderberg,Anders Ek,Åke Fridell,Gunnar Olsson,Erik Strandmark,Lars Lind,Benkt-Åke Benktsson,Tor Borong,Gudrun Brost"
Life,3.02,104,1:44,"English,Japanese,Vietnamese",Daniel Espinosa,2017,"Mystery,Science Fiction,Horror,Thriller",USA,14141,134399,"Rebecca Ferguson,Ryan Reynolds,Jake Gyllenhaal,Elizabeth Vargas,Hiroyuki Sanada,Olga Dihovichnaya,Ariyon Bakare,Naoko Mori,Haruka Kuroda,Camiel Warren-Taylor,Alexandre Nguyen,Hiu Woong-Sin,David Muir,Allen McLean,Jesus Del Orden,Leila Grace,Mari Gvelesiani"
Taxi Driver,4.19,114,1:54,"English,Spanish",Martin Scorsese,1976,"Drama,Crime",USA,85168,749320,"Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Leonard Harris,Peter Boyle,Cybill Shepherd,Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery,Harry Cohn,Cooper Cunningham,Brenda Dickson,Harry Fischler,Nat Grant,Richard Higgs,Beau Kayser,Victor Magnotta,Bob Maroff,Norman Matlock"
Batman: Mask of the Phantasm,3.97,76,1:16,English,Bruce Timm,1993,"Mystery,Animation,Action,Crime",USA,13895,73094,"Kevin Conroy,Dana Delany,Hart Bochner,Stacy Keach,Abe Vigoda,Dick Miller,John P. Ryan,Efrem Zimbalist Jr.,Bob Hastings,Robert Costanzo,Mark Hamill,Jane Downs,Pat Musick,Vernee Watson-Johnson"
Hush,3.28,82,1:22,English,Mike Flanagan,2016,"Horror,Thriller",USA,23551,229050,"Kate Siegel,John Gallagher Jr.,Samantha Sloyan,Michael Trucco,Emilia Graves"
Metropolis,4.18,149,2:29,No spoken language,Fritz Lang,1927,"Science Fiction,Drama",Germany,12571,108989,"Gustav Fröhlich,Brigitte Helm,Alfred Abel,Rudolf Klein-Rogge,Theodor Loos,Fritz Rasp,Erwin Biswanger,Heinrich George,Fritz Alberti,Grete Berger,Olly Boeheim,Heinrich Gotho,Gottfried Huppertz,Georg John"
Ace Ventura: Pet Detective,3.14,86,1:26,English,Tom Shadyac,1994,"Adventure,Comedy",USA,7572,146272,"Jim Carrey,Courteney Cox,Sean Young,Tone Loc,Noble Willingham,Dan Marino,Troy Evans,Raynor Scheine,Udo Kier,Frank Adonis,Tiny Ron Taylor,John Capodice"
Gone Girl,4.08,149,2:29,English,David Fincher,2014,"Drama,Thriller,Mystery",USA,124105,1034183,"Ben Affleck,Rosamund Pike,Carrie Coon,Kim Dickens,Neil Patrick Harris,Tyler Perry,Patrick Fugit,Lisa Banes,David Clennon,Boyd Holbrook,Lola Kirke,Casey Wilson,Missi Pyle,Emily Ratajkowski,Scoot McNairy,Sela Ward,Lee Norris,Jamie McShane,Leonard Kelly-Young,Kathleen Rose Perkins,Pete Housman,Lynn Adrianna,Cyd Strittmatter,Ricky Wood,Donna Rusch,Mark Atteberry,Darin Cooper,Kate Campbell,Brett Leigh,Antonio St. James"
Paprika,4.04,90,1:30,"Japanese,English",Satoshi Kon,2006,"Thriller,Mystery,Animation,Science Fiction",Japan,23886,153443,"Megumi Hayashibara,Tohru Emori,Katsunosuke Hori,Toru Furuya,Akio Otsuka,Koichi Yamadera,Hideyuki Tanaka,Daisuke Sakaguchi,Mitsuo Iwata,Rikako Aikawa,Satoshi Kon,Yasutaka Tsutsui"
Alien: Covenant,2.92,122,2:02,"English,German",Ridley Scott,2017,"Horror,Science Fiction,Mystery",UK,22061,185029,"Michael Fassbender,Katherine Waterston,Billy Crudup,Danny McBride,Demián Bichir,Carmen Ejogo,Jussie Smollett,Callie Hernandez,Amy Seimetz,Nathaniel Dean,Alexander England,Benjamin Rigby"
Blue Ruin,3.69,91,1:31,English,Jeremy Saulnier,2013,"Crime,Thriller",USA,8459,69004,"Macon Blair,Devin Ratray,Amy Hargreaves,Kevin Kolack,Eve Plumb,Stacy Rock,David W. Thompson,Brent Werzner,Sandy Barnett,Sidné Anderson,Bonnie Johnson,Ydaiber Orozco,Daniel L. Kelly,Erica Genereux Smith,Abigail Horton,George Fredericks"
Gravity,3.49,91,1:31,English,Alfonso Cuarón,2013,"Science Fiction,Thriller,Drama",UK,24012,449471,"Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma,Amy Warren,Basher Savage"
Office Space,3.76,90,1:30,English,Mike Judge,1999,Comedy,USA,15509,136543,"Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,Diedrich Bader,Stephen Root,Gary Cole,Richard Riehle,Alexandra Wentworth,Joe Bays,John C. McGinley,Paul Willson"
Coherence,3.74,89,1:29,English,James Ward Byrkit,2013,"Thriller,Science Fiction",UK,22260,118482,"Emily Baldoni,Maury Sterling,Nicholas Brendon,Lorene Scafaria,Elizabeth Gracen,Hugo Armstrong,Alex Manugian,Lauren Maher,Kelly Donovan,Aqueela Zoll,Mark Ballou,Alexis Boozer Sterling"
The Rocky Horror Picture Show,4,100,1:40,English,Jim Sharman,1975,"Comedy,Science Fiction,Horror,Fantasy",UK,50385,258610,"Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien,Patricia Quinn,Nell Campbell,Jonathan Adams,Peter Hinwood,Meat Loaf,Charles Gray,Jeremy Newson,Hilary Farr,Pierre Bedenes,Christopher Biggins,Gaye Brown,Ishaq Bux,Stephen Calcutt,Hugh Cecil"
Like Crazy,3.28,90,1:30,English,Drake Doremus,2011,"Drama,Romance",USA,3240,31506,"Anton Yelchin,Felicity Jones,Jennifer Lawrence,Charlie Bewley,Alex Kingston,Oliver Muirhead,Finola Hughes,Chris Messina,Ben York Jones,Edy Ganem,Kayla Barr,Iris Taylor Cameron"
The Young and the Damned,4.22,77,1:17,Spanish,Luis Buñuel,1950,"Drama,Crime",Mexico,3398,24013,"Alfonso Mejía,Estela Inda,Efraín Arauz,Miguel Inclán,Roberto Cobo,Javier Amézcua,Alma Delia Fuentes,Mário Ramírez,Jorge Pérez,Sergio Virel,Jesús García,Francisco Jambrina,Roberto Navarrete"
The Dark Knight Rises,3.7,165,2:45,English,Christopher Nolan,2012,"Drama,Crime,Action,Thriller",USA,43742,727159,"Christian Bale,Michael Caine,Gary Oldman,Anne Hathaway,Tom Hardy,Marion Cotillard,Joseph Gordon-Levitt,Morgan Freeman,Matthew Modine,Juno Temple,Ben Mendelsohn,Burn Gorman,Daniel Sunjata,Cillian Murphy,Alon Abutbul,Liam Neeson,Nestor Carbonell,Josh Stewart,Aidan Gillen,Tom Conti,Joey King,Josh Pence,John Nolan,Warren Brown,Sam Kennard,Aliash Tepina,Nick Julian,Miranda Nolan,Claire Julien,Brett Cullen,Reggie Lee,Joseph Lyle Taylor,Chris Ellis,Duane Henry,James Harvey Ward,Gonzalo Menendez,Cameron Jack,Lex Daniel,Tyler Dean Flores,Thomas Lennon,Trevor White,Rob Brown,Daina Griffith,Fredric Lehne,Courtney Munch,Chris Hill,Travis Guba,Jay Benedict,Will Estes,David Dayan Fisher,Glen Powell,Ben Cornish,Russ Fega,Andres Perez-Molina,Brent Briscoe,Oliver Cotton,Mark Killeen,Sarah Goldberg,John Macmillan,Robert Wisdom,Ronnie Gene Blevins,John Hollingworth,Ian Bohen,Uri Gavriel"
Raising Arizona,3.83,94,1:34,English,Joel Coen,1987,"Comedy,Crime",USA,19477,132862,"Nicolas Cage,Holly Hunter,Trey Wilson,John Goodman,William Forsythe,Sam McMurray,Frances McDormand,Randall 'Tex' Cobb,T.J. Kuhn,Lynne Kitei,Peter Benedek,Charles 'Lew' Smith,Warren Keith,Henry Kendrick,Sidney Dawson,Richard Blake,Troy Nabors,Mary Seibel,John O'Donnal,Keith Jandacek,Warren Forsythe,Ruben Young,Dennis Sullivan"
Star Trek Into Darkness,3.26,132,2:12,English,J.J. Abrams,2013,"Adventure,Science Fiction,Action",USA,11186,171708,"Chris Pine,Zachary Quinto,Zoe Saldaña,Karl Urban,Simon Pegg,John Cho,Benedict Cumberbatch,Anton Yelchin,Bruce Greenwood,Peter Weller,Alice Eve,Leonard Nimoy,Noel Clarke,Nazneen Contractor,Amanda Foreman,Jay Scully,Jonathan Dixon,Aisha Hinds,Joseph Gatt,Jeremy Raymond,Tony Guma,Kimberly Arland,Sean Blakemore,Nick E. Tarabay,Beau Billingslea,Deep Roy,Anjini Taneja Azhar,Jack Laufer,Katie Cockrell,Kellie Cockrell,Jason Matthew Smith,Seth Ayott,Marco Sanchez,Lee Reherman,Scott Lawrence,Usman Ally,Nolan North,James Hiroyuki Liao,Rob Moran"
Primer,3.58,77,1:17,"English,French",Shane Carruth,2004,"Drama,Thriller,Science Fiction",USA,12935,85126,"Shane Carruth,David Sullivan,Casey Gooden,Anand Upadhyaya,Carrie Crawford,Jay Butler,John Carruth,Juan Tapia,Ashley Warren,Samantha Thomson,Chip Carruth,Delaney Price"
Doctor Strange,3.51,115,1:55,English,Scott Derrickson,2016,"Fantasy,Action,Adventure",USA,50021,824365,"Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Mads Mikkelsen,Tilda Swinton,Michael Stuhlbarg,Benjamin Bratt,Scott Adkins,Zara Phythian,Alaa Safi,Katrina Durden,Topo Wresniwiro,Umit Ulgen,Linda Louise Duan,Mark Anthony Brighton,Meera Syal"
"South Park: Bigger, Longer & Uncut",3.72,81,1:21,English,Trey Parker,1999,"Animation,Comedy",USA,8275,92528,"Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,Jesse Brant Howell,Anthony Cross-Thomas,Franchesca Clifford,Bruce Howell,Deb Adair,Jennifer Howell,George Clooney,Brent Spiner,Minnie Driver"
World War Z,3.08,116,1:56,English,Marc Forster,2013,"Science Fiction,Drama,Thriller,Action,Horror",USA,17021,331799,"Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale,Ludi Boeken,Matthew Fox,Fana Mokoena,David Morse,Elyes Gabel,Sterling Jerins,Peter Capaldi,Pierfrancesco Favino,Ruth Negga,Moritz Bleibtreu,Abigail Hargrove,Fabrizio Guido,David Andrews,John Gordon Sinclair,Grégory Fitoussi,Jane Perry,Lucy Russell,Mark Holden,Tim Berrington,Konstantin Khabenskiy,Michiel Huisman,Ann Ogbomo,Jonathan Howard,Mike Noble,Ernesto Cantu,Vicky Araico,Graham Hornsby,Nick Bartlett"
Shogun Assassin,3.76,85,1:25,"Japanese,English",Robert Houston,1980,Action,Japan,1490,6895,"Tomisaburō Wakayama,Akihiro Tomikawa,Kayo Matsuo,Minoru Oki,Shin Kishida,Shogen Nitta,Reiko Kasahara,Akiji Kobayashi,Taketoshi Naitô,Tokio Oki"
Source Code,3.42,94,1:34,English,Duncan Jones,2011,"Mystery,Thriller,Science Fiction",Canada,9464,147131,"Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Michael Arden,Cas Anvar,Russell Peters,Brent Skagford,Craig Thomas,Gordon Masten,Susan Bain"
Logan's Run,3.21,119,1:59,English,Michael Anderson,1976,"Science Fiction,Action",USA,3547,23482,"Michael York,Richard Jordan,Jenny Agutter,Roscoe Lee Browne,Farrah Fawcett,Michael Anderson Jr.,Peter Ustinov,Randolph Roberts,Lara Lindsay,Gary Morgan,Michelle Stacy,Laura Hippe,David Westberg"
Friday,3.58,91,1:31,"English,Spanish",F. Gary Gray,1995,Comedy,USA,8131,68701,"Ice Cube,Chris Tucker,Nia Long,Tom 'Tiny' Lister Jr.,John Witherspoon,Anna Maria Horsford,Regina King,Paula Jai Parker,Faizon Love,DJ Pooh,Tony Cox,Anthony Johnson,Bernie Mac"
THX 1138,3.35,86,1:26,English,George Lucas,1971,"Action,Drama,Science Fiction",USA,5124,28683,"Robert Duvall,Donald Pleasence,Don Pedro Colley,Maggie McOmie,Ian Wolfe,Marshall Efron,Sid Haig,John Pearce,Irene Cagen,Gary Alan Marsh,John Seaton,Eugene I. Stillman,Jack Walsh,Mark Lawhead,Robert Feero,Johnny Weissmuller Jr.,Claudette Bessing,Susan Stroh"
The Gunfighter,3.93,85,1:25,English,Henry King,1950,Western,USA,1401,6634,"Gregory Peck,Helen Westcott,Millard Mitchell,Jean Parker,Karl Malden,Skip Homeier,Anthony Ross,Verna Felton,Ellen Corby,Richard Jaeckel,Victor Adamson,Murray Alper,C.E. Anderson,Carl Andre,Beulah Archuletta,Gregg Barton,Chet Brandenburg,Peter Brocco,Larry Buchanan,Harry Carter,Cliff Clark,Angela Clarke,David Clarke,Edmund Cobb,Heinie Conklin,Dick Curtis,Donald Duran,Eddie Ehrhart,John George,Herschel Graham"
Logan,4.08,137,2:17,"English,Spanish",James Mangold,2017,"Action,Science Fiction,Drama",USA,42678,619551,"Hugh Jackman,Dafne Keen,Patrick Stewart,Elizabeth Rodriguez,Boyd Holbrook,Stephen Merchant,Richard E. Grant,Stephen Dunlevy,Eriq La Salle,Elise Neal,Quincy Fouse,Al Coronel,Frank Gallegos,Anthony Escobar,Reynaldo Gallegos,Krzysztof Soszynski,Daniel Bernhardt,Ryan Sturz,Jef Groff,Brandon Melendy,Oren Hawxhurst,Jeremy Fitzgerald,Chris Palermo,Paul Andrew O'Connor,Clinton Roberts,Rocky Abou-Sakher,Keith Jardine,Jean Claude Leuyer,Andrew Arrabito,Sebastian James,Aaron Matthews,Garrett Hammond,Matt McClain,Maureen Brennan,Jason Genao,Hannah Westerfield,Bryant Tardy"
Inside Out,3.86,95,1:35,English,Pete Docter,2015,"Adventure,Comedy,Family,Drama,Animation",USA,38796,895442,"Amy Poehler,Phyllis Smith,Bill Hader,Kaitlyn Dias,Richard Kind,Lewis Black,Mindy Kaling,Diane Lane,Kyle MacLachlan,Bobby Moynihan,Paula Poundstone,Paula Pell,Dave Goelz,Frank Oz,Josh Cooley,Flea,John Ratzenberger,Carlos Alazraqui,Peter Sagal,Rashida Jones,Lori Alan,Gregg Berger,Aurora Blue,Veronika Bonell,Lola Cooley,John Cygan"
[REC],3.66,78,1:18,"Spanish,Japanese",Jaume Balagueró,2007,"Horror,Mystery",Spain,16703,127506,"Manuela Velasco,Ferran Terraza,Martha Carbonell,David Vert,Carlos Lasarte,Pablo Rosso,Vicente Gil,Carlos Vicente,Maria Lanau,Jorge-Yamam Serrano,María Teresa Ortega,Manuel Bronchud,Claudia Silva,Javier Botet"
Vertigo,4.19,128,2:08,English,Alfred Hitchcock,1958,"Thriller,Mystery,Romance",USA,36483,307402,"James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones,Raymond Bailey,Ellen Corby,Konstantin Shayne,Lee Patrick,Bess Flowers,Alfred Hitchcock,David Ahdar,Sara Taft"
