Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Testament of Youth,3.56,129,2:09,English,James Kent,2014,"Drama,War,History",Denmark,1487,11686,"Alicia Vikander,Kit Harington,Taron Egerton,Colin Morgan,Dominic West,Emily Watson,Hayley Atwell,Anna Chancellor,Miranda Richardson,Joanna Scanlan,Alexandra Roach,Jenn Murray,Henry Garrett,Nicholas Le Prevost"
Gunpowder,2.97,177,2:57,English,J Blakeson,2017,Drama,UK,114,1291,"Kit Harington,Mark Gatiss,Edward Holcroft,Tom Cullen,Peter Mullan,Liv Tyler,Derek Riddell,Shaun Dooley,Robert Emms,Daniel West,Luke Neal,Luke Broughton,David Bamber,Pedro Casablanc"
Spooks: The Greater Good,2.73,104,1:44,English,Bharat Nalluri,2015,"Thriller,Action",UK,476,3555,"Peter Firth,Kit Harington,Elyes Gabel,Jennifer Ehle,Tim McInnerny,Tuppence Middleton,Eleanor Matsuura,David Harewood,Lara Pulver,Hugh Simon,Ronan Summers,Elliot Levey,Geoffrey Streatfeild,Michael Wildman,Cosmo Jarvis"
Brimstone,3.4,148,2:28,"English,Dutch,Portuguese",Martin Koolhoven,2016,"Mystery,Western,Drama,Thriller",Belgium,1573,11936,"Guy Pearce,Dakota Fanning,Carice van Houten,Kit Harington,Emilia Jones,Paul Anderson,William Houston,Charlotte Croft,Ivy George,Bill Tangradi,Jack Roth,Jack Hollington,Carla Juri,Vera Vitali,Frederick Schmidt,Naomi Battrick,Tygo Gernandt,Alexandra Guelff,Adrian Sparks,Justin Salinger,Peter Blankenstein,Dorian Lough,Natascha Szabo,Martha Mackintosh"
Green Lantern: Emerald Knights,3.04,84,1:24,English,Lauren Montgomery,2011,"Adventure,Drama,Animation,Action,Science Fiction",USA,631,6459,"Nathan Fillion,Jason Isaacs,Elisabeth Moss,Kelly Hu,Arnold Vosloo,Roddy Piper,Henry Rollins,Tony Amendola,Grey DeLisle,Michael Jackson,Peter Jessop,David Kaufman,Sunil Malhotra"
The Invincible Iron Man,2.56,83,1:23,"English,Czech",Frank Paur,2007,"Fantasy,Adventure,Animation,Science Fiction,Action",USA,169,2650,"Marc Worden,Gwendoline Yeo,John McCook,Fred Tatasciore,Elisa Gabrielli,Rodney Saulsberry,James Sie,Stephen Mendillo,John DeMita,George Cheung,Chris Edgerly,Paul Nakauchi,Michael Yama"
Batman vs. Robin,3.19,72,1:12,English,Jay Oliva,2015,"Animation,Action,Adventure,Science Fiction",USA,2509,21332,"Jason O'Mara,Stuart Allan,David McCallum,Sean Maher,Jeremy Sisto,'Weird Al' Yankovic,Robin Atkin Downes,Peter Onorati,Kevin Conroy,Grey DeLisle,Griffin Gluck,Troy Baker"
Batman: Bad Blood,3.05,72,1:12,English,Jay Oliva,2016,"Action,Animation,Science Fiction",USA,2506,20804,"Jason O'Mara,Gaius Charles,Ernie Hudson,Stuart Allan,Morena Baccarin,James Garrett,Sean Maher,Yvonne Strahovski,Travis Willingham,Vanessa Marshall,Bruce Thomas"
Justice League Dark,3.26,75,1:15,English,Jay Oliva,2017,"Action,Fantasy,Animation",USA,3088,24714,"Matt Ryan,Jason O'Mara,Camilla Luddington,Nicholas Turturro,Rosario Dawson,Jerry O'Connell,Alfred Molina,Roger Cross,Jeremy Davies,Enrico Colantoni,Fred Tatasciore,JB Blanc,Jeffrey Vincent Parise,Brian T. Delaney,Dee Bradley Baker,Ray Chase,Colleen O'Shaughnessey,Laura Post"
"Batman: The Dark Knight Returns, Part 1",3.78,76,1:16,"English,Portuguese,French",Jay Oliva,2012,"Science Fiction,Mystery,Action,Animation",USA,4482,47228,"Peter Weller,Ariel Winter,David Selby,Wade Williams,Michael McKean,Rob Paulsen,Maurice LaMarche,Gary Anthony Williams,Gary Anthony Sturgis,Paget Brewster,Carlos Alazraqui,Dee Bradley Baker"
Batman: Assault on Arkham,3.34,75,1:15,English,Jay Oliva,2014,"Animation,Crime,Thriller,Action",USA,2689,24744,"Kevin Conroy,Neal McDonough,Hynden Walch,Troy Baker,Matthew Gray Gubler,Jennifer Hale,Greg Ellis,John DiMaggio,CCH Pounder,Chris Cox,Giancarlo Esposito,Martin Jarvis"
The Wind in the Willows,3.03,88,1:28,English,Terry Jones,1996,"Adventure,Fantasy,Comedy,Family",UK,127,1125,"Terry Jones,Steve Coogan,Eric Idle,Nicol Williamson,John Cleese,Stephen Fry,Bernard Hill,Michael Palin,Julia Sawalha,Victoria Wood,Robert Bathurst,Nigel Planer,Antony Sher,Graham McTavish"
Dying Laughing,3.34,89,1:29,English,Paul Toogood,2016,Documentary,UK,97,424,"Amy Schumer,Kevin Hart,Sarah Silverman,Chris Rock,Faizon Love,Billy Connolly,Jerry Seinfeld,Steve Coogan,Jerry Lewis,Eddie Izzard,Mike Epps,Gilbert Gottfried,Sandra Bernhard,Keenen Ivory Wayans,Cedric the Entertainer,Rick Overton,Garry Shandling,Jim Jefferies"
Much Ado About Nothing,3.38,107,1:47,English,Joss Whedon,2012,Comedy,USA,1592,10985,"Amy Acker,Alexis Denisof,Nathan Fillion,Clark Gregg,Reed Diamond,Fran Kranz,Jillian Morgese,Sean Maher,Spencer Treat Clark,Riki Lindhome,Ashley Johnson,Emma Bates"
Waitress,3.61,108,1:48,English,Adrienne Shelly,2007,"Drama,Romance,Comedy",USA,4169,22038,"Keri Russell,Nathan Fillion,Andy Griffith,Cheryl Hines,Eddie Jemison,Jeremy Sisto,Adrienne Shelly,Lew Temple,Darby Stanchfield,Cindy Drummond,Lauri Johnson,Nathan Dean,Heidi Sulzman"
Monsters University,3.33,104,1:44,English,Dan Scanlon,2013,"Animation,Family",USA,18444,368547,"Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston,Julia Sweeney,Bonnie Hunt,John Krasinski,Bill Hader,Beth Behrs,Bob Peterson,John Ratzenberger,Lori Alan,Carlos Alazraqui,Jack Angel,Bob Bergen,Gregg Berger,Rodger Bumpass,Neil Campbell,Ava Acres,Sherry Lynn,Paul Lazenby,Aramé Scott,Joseph John Schirle,Kristen Li,Davin Ransom,Raymond Ochoa,Calum John,Montse Hernandez"
Cars 3,2.95,102,1:42,English,Brian Fee,2017,"Family,Animation,Comedy,Adventure",USA,14583,154035,"Owen Wilson,Cristela Alonzo,Chris Cooper,Nathan Fillion,Armie Hammer,Larry the Cable Guy,Bonnie Hunt,Lea DeLaria,Kerry Washington,Tony Shalhoub,Guido Quaroni,Lloyd Sherr,Paul Dooley,Cheech Marin,Jenifer Lewis,Lewis Hamilton,Bob Costas"
Trucker,3.08,90,1:30,English,James Mottern,2008,Drama,USA,52,599,"Michelle Monaghan,Nathan Fillion,Benjamin Bratt,Joey Lauren Adams,Jimmy Bennett,Bryce Johnson,Brandon Hanson,Matthew Lawrence,Mika Boorem,Dennis Hayden,Franklin Dennis Jones,Johnny Simmons"
The Death of Superman,3.45,81,1:21,English,Sam Liu,2018,"Drama,Action,Animation,Science Fiction",USA,2754,20228,"Jerry O'Connell,Rebecca Romijn,Rainn Wilson,Rosario Dawson,Nathan Fillion,Christopher Gorham,Matt Lanter,Shemar Moore,Nyambi Nyambi,Jason O'Mara,Jonathan Adams,Rocky Carroll,Trevor Devall,Paul Eiding"
Justice League: Doom,3.45,77,1:17,"English,Spanish",Lauren Montgomery,2012,"Action,Science Fiction,Animation",USA,1802,19655,"Kevin Conroy,Tim Daly,Susan Eisenberg,Michael Rosenbaum,Carl Lumbly,Paul Blackthorne,Bumper Robinson,Phil Morris,Nathan Fillion,Carlos Alazraqui,Claudia Black,Olivia d'Abo,Alexis Denisof,David Kaufman"
Highway of Tears,3.54,76,1:16,English,Matthew Smiley,2014,Documentary,Canada,15,86,Nathan Fillion
Being Canadian,2.91,89,1:29,"English,French",Robert Cohen,2015,"Comedy,Documentary",Canada,91,450,"Eugene Levy,Cobie Smulders,Jason Priestley,Robert Cohen,William Shatner,Nathan Fillion,Seth Rogen,Kim Cattrall,Mike Myers,Michael J. Fox,Martin Short,Will Arnett,Dan Aykroyd,Catherine O'Hara"
White Noise 2: The Light,2.35,99,1:39,English,Patrick Lussier,2007,"Thriller,Fantasy,Horror",Canada,124,1408,"Nathan Fillion,Katee Sackhoff,Craig Fairbrass,Adrian Holmes,Teryl Rothery,William MacDonald,Joshua Ballard,David Milchard,Cory Monteith,Quinn Lord"
Henchmen,2.44,81,1:21,English,Adam Wood,2018,"Animation,Adventure,Comedy",Canada,63,219,"James Marsden,Rosario Dawson,Nathan Fillion,Thomas Middleditch,Jane Krakowski,Alfred Molina,Rob Riggle,Will Sasso,Craig Robinson,Bobcat Goldthwait,Ashleigh Ball,Kelly Sheridan"
Who Finds a Friend Finds a Treasure,3.32,102,1:42,Italian,Sergio Corbucci,1981,"Comedy,Action,Adventure",Italy,162,3484,"Terence Hill,Bud Spencer,John Fujioka,Louise Bennett,Salvatore Borgese,Kainowa Lauritzen,Mirna Seya,Terry Moni Mapuana,Linda Prast,Kathy Lun,Herb Goldstein,Arnie Ross,Tom Tully,Baba Subraniam,Jay Amor"
Odds and Evens,3.33,110,1:50,"Italian,English",Sergio Corbucci,1978,"Comedy,Action,Crime",Italy,124,2375,"Terence Hill,Bud Spencer,Luciano Catenacci,Marisa Laurito,Kim McKay,Salvatore Borgese,Jerry Lester,Woody Woodbury,Carlo Reali,Riccardo Pizzuti,Giancarlo Bastianoni,Enzo Maggio,Giovanni Cianfriglia,Claudio Ruffini"
The Hellbenders,3.46,90,1:30,Italian,Sergio Corbucci,1967,"Action,Drama,Western,Adventure",Italy,334,1528,"Joseph Cotten,Norma Bengell,Aldo Sambrell,Al Mulock,Julián Mateos,Gino Pernice,Giovanni Ivan Scratuglia,Ángel Aranda,Julio Peña,Claudio Gora,Ennio Girolami,José Nieto,María Martín"
Minnesota Clay,3.08,93,1:33,Italian,Sergio Corbucci,1964,"Romance,War,Western,Action",Italy,92,478,"Cameron Mitchell,Georges Rivière,Ethel Rojo,Diana Martín,Fernando Sancho,Antonio Casas,Gino Pernice,José Canalejas,Ferdinando Poggi,Alberto Cevenini,Pietro Tordi,Julio Peña"
The Specialists,3.43,104,1:44,Italian,Sergio Corbucci,1969,Western,Germany,244,1146,"Johnny Hallyday,Sylvie Fennec,Mario Adorf,Françoise Fabian,Gastone Moschin,Serge Marquand,Remo De Angelis,Angela Luce,Gino Pernice"
Navajo Joe,3.3,93,1:33,Italian,Sergio Corbucci,1966,"Western,Action",Spain,628,3080,"Burt Reynolds,Aldo Sambrell,Nicoletta Machiavelli,Fernando Rey,Tanya Lopert,Franca Polesello,Lucia Modugno,Pierre Cressoy,Roberto Paoletti,Nino Imparato,Lucio Rosato"
What Am I Doing in the Middle of the Revolution?,3.24,103,1:43,Italian,Sergio Corbucci,1972,"Western,Adventure,Comedy",Spain,12,79,"Vittorio Gassman,Paolo Villaggio,Eduardo Fajardo,Riccardo Garrone,Rosanna Yanni,Leo Anchóriz,José Canalejas,Simón Arriaga,Carmen Pericolo,Diana Sorel,Víctor Israel,Lorenzo Robledo"
Massacre At Grand Canyon,2.77,89,1:29,Italian,Albert Band,1964,Western,Italy,35,135,"James Mitchum,Milla Sannoner,George Ardisson,Giacomo Rossi Stuart,Andrea Giordana,Ferdinando Poggi,Eduardo Ciannelli,Benito Stefanelli,Renato Terra,Vladimir Medar,Attilio Severini"
Mr. Robinson,2.95,107,1:47,Italian,Sergio Corbucci,1976,"Comedy,Adventure",Italy,15,338,"Paolo Villaggio,Zeudi Araya,Anna Nogara,Percy Hogan"
The Con Artists,3.41,105,1:45,Italian,Sergio Corbucci,1976,"Comedy,Crime",Italy,46,634,"Adriano Celentano,Anthony Quinn,Capucine,Corinne Cléry,Renzo Marignano,Ugo Bologna,Salvatore Borgese,Attilio Dottesio,Rocco Lerro,Renzo Ozzano,Raffaele di Sipio,Tony  Binarelli,Leo Gavero"
Ringo and His Golden Pistol,2.98,87,1:27,Italian,Sergio Corbucci,1966,Western,Italy,85,391,"Mark Damon,Valeria Fabrizi,Franco De Rosa,Giulia Rubini,Loris Loddi,Andrea Aureli,Ettore Manni,Pippo Starnazza,Nino Vingelli,John Bartha,Vittorio Bonos,Bruno Scipioni,Silvana Bacci,Giulio Maculani,Giovanni Cianfriglia,Evaristo Signorini,Ivan Basta,Lucio De Santis,Mauro Mannatrizio"
Sonny and Jed,3.33,97,1:37,Italian,Sergio Corbucci,1972,Western,Spain,188,693,"Tomas Milian,Susan George,Telly Savalas,Eduardo Fajardo,Rosanna Yanni,Franco Giacobini,Herbert Fux,Werner Pochath,Gene Collins,Álvaro de Luna,Pilar Climent,Luis Aller,Laura Betti,Rafael Albaicín"
Atrocious Tales of Love and Death,3.05,115,1:55,Italian,Sergio Corbucci,1979,"Thriller,Comedy",Italy,36,206,"Marcello Mastroianni,Ornella Muti,Michel Piccoli,Zeudi Araya,Capucine,Peppino De Filippo,Renato Pozzetto,Elena Fiore,Peppe Barra,Lella Cattaneo,Maria Pia Cafiero"
Duel of the Titans,2.94,108,1:48,Italian,Sergio Corbucci,1961,"Action,Adventure,Fantasy",Italy,42,294,"Steve Reeves,Gordon Scott,Virna Lisi,Franco Volpi,Massimo Girotti,Jacques Sernas,Laura Solari,Germano Longo,Ornella Vanoni,Piero Lulli,José Greci,Gianni Musy"
Sing Sing,2.71,110,1:50,Italian,Sergio Corbucci,1983,Comedy,Italy,6,130,"Enrico Montesano,Adriano Celentano,Marina Suma,Franco Giacobini,Angela Goodwin,Désirée Nosbusch,Gianni Minà,Ugo Bologna,Pietro De Silva,Lando Fiorini,Orsetta Gregoretti"
The Two Marshals,3.48,90,1:30,Italian,Sergio Corbucci,1961,Comedy,Italy,7,195,"Totò,Vittorio De Sica,Gianni Agus,Arturo Bragaglia,Franco Giacobini,Elvi Lissiak,Roland Bartrop,Olimpia Cavalli,Mario Laurentino,Riccardo Olivieri,Inger Milton,Bruno Corelli,Mimmo Poli,Mario De Simone,Mario Castellani,Edgardo Siroli,Renato Terra"
Death on the Run,3.03,92,1:32,"English,Italian",Sergio Corbucci,1967,"Action,Crime,Mystery",Italy,51,153,"Ty Hardin,Michael Rennie,Paola Pitagora,Vittorio Caprioli,Gordon Mitchell,Vassili Karis,Giulio Coltellacci,Graziella Granata,Ferdinando Poggi,Hum Silvers,Remo De Angelis,Valentino Macchi,Gianni Di Segni"
The Man Who Laughs,3.3,88,1:28,Italian,Sergio Corbucci,1966,Drama,France,6,30,"Jean Sorel,Lisa Gastoni,Ilaria Occhini,Edmund Purdom,Gino Pernice,Ferdinando Poggi,Linda Sini,Gianni Musy,Nino Vingelli,Livia Contardi,Pierre Clémenti,Adriano Cornelli,John Bartha"
Here We for Example...,2.84,109,1:49,Italian,Sergio Corbucci,1977,Comedy,Italy,15,145,"Adriano Celentano,Renato Pozzetto,Barbara Bach,Antonio Casagrande,Giuliana Calandra,Felice Andreasi,Franca Marzi,Imma Piro,Capucine,Georges Wilson,Paola Arduini,Ugo Bologna,Salvatore Borgese"
Rimini Rimini,2.31,114,1:54,Italian,Sergio Corbucci,1987,Comedy,Italy,12,233,"Jerry Calà,Paolo Villaggio,Serena Grandi,Laura Antonelli,Andrea Roncato,Eleonora Brigliadori,Maurizio Micheli,Paolo Bonacelli,Elvire Audray,Sylva Koscina,Adriano Pappalardo,Gigi Sammarchi,Monica Scattini,Sebastiano Somma,Giuliana Calandra,Camillo Milli"
Giuseppe Makes a Movie,3.9,82,1:22,English,Adam Rifkin,2014,Documentary,USA,358,1096,"Giuseppe Andrews,Vietnam Ron,Joey Murcia,Walt Dongo,Miles Dougal,Walter Patterson,Tyree,Tiffany Naylor,Sir 'Bigfoot' George,Marybeth Spychalski,Spit,Bill Nowlin"
Take Me,2.96,83,1:23,English,Pat Healy,2017,"Comedy,Crime",USA,785,4263,"Taylor Schilling,Pat Healy,Alycia Delmore,Brooke Dillman,Jim O'Heir,Mark Kelly,Toby Huss,Alejandro Patiño"
Small Crimes,2.76,95,1:35,"English,Spanish",E.L. Katz,2017,"Drama,Thriller,Comedy,Crime",Canada,708,4427,"Nikolaj Coster-Waldau,Robert Forster,Jacki Weaver,Molly Parker,Gary Cole,Macon Blair,Michael Kinney,Daniela Sandiford,Shawn Lawrence,Pat Healy,Eddie Holland,Jasson Finney"
One Cut of the Dead,3.98,96,1:36,Japanese,Shinichiro Ueda,2017,"Comedy,Horror",Japan,18634,72463,"Takayuki Hamatsu,Yuzuki Akiyama,Kazuaki Nagaya,Harumi Shuhama,Mao,Hiroshi Ichihara,Manabu Hosoi,Shuntarô Yamazaki,Shinichiro Osawa,Donguri,Miki Yoshida,Ayana Gôda,Sakina Asamori,Tomokazu Yamaguchi,Takuya Fujimura,Satoshi Iwagô,Kyôko Takahashi,Shiori Nukumi"
The Funhouse,3.12,96,1:36,English,Tobe Hooper,1981,Horror,USA,5524,20763,"Elizabeth Berridge,Cooper Huckabee,Kevin Conway,Largo Woodruff,Miles Chapin,Jeanne Austin,Jack McDermott,Shawn Carson,David Carson,Sonia Zomina,Ralph Morino,Herb Robins"
Spontaneous Combustion,3.06,97,1:37,English,Tobe Hooper,1990,"Science Fiction,Thriller,Horror",USA,941,3136,"Brad Dourif,Cynthia Bain,Jon Cypher,André de Toth,John Landis,Melinda Dillon,Dey Young,Dick Butkus,Stacy Edwards,George Buck Flower,Brian Bremer,William Prince"
Crocodile,2.04,94,1:34,English,Tobe Hooper,2000,"Action,Horror,Thriller",USA,501,2011,"Mark McLachlan,Caitlin Martin,Chris Solari,D.W. Reiser,Julie Mintz,Rhett Wilkins,Greg Wayne,Harrison Young,Terrence Evans,Vern Crofoot,Larry Udy,Adam Gierasch,Kip Addota,Crystal Atkins,Mark A. Watters"
Eggshells,3.3,89,1:29,English,Tobe Hooper,1969,"Drama,Fantasy",USA,381,1130,"Mahlon Foreman,Ron Barnhart,Amy Lester,Pamela Craig,Jim Schulman,Allen Danziger,Sharon Danziger,David Noll,Kim Henkel"
Night Terrors,2.31,94,1:34,"English,Italian",Tobe Hooper,1993,Horror,USA,231,863,"Robert Englund,Zoe Trilling,Chandra West,Alona Kimhi,Juliano Mer-Khamis,William Finley,Irit Sheleg,Niv Cohen,Doron Barbi,David Menachem,Daniel Matmor"
I'm Dangerous Tonight,2.79,88,1:28,English,Tobe Hooper,1990,"TV Movie,Thriller,Horror",USA,283,875,"Mädchen Amick,Corey Parker,Daisy Hall,R. Lee Ermey,Natalie Schafer,Jason Brooks,William Berger,Mary Frann,Dee Wallace,Anthony Perkins,Lew Horn"
The Burglar,3.22,90,1:30,English,Paul Wendkos,1957,"Crime,Thriller,Drama",USA,395,1585,"Dan Duryea,Jayne Mansfield,Martha Vickers,Peter Capell,Mickey Shaughnessy,Wendell K. Phillips,Phoebe Mackay,Stewart Bradley,John Facenda,Sam Elber,Frank Hall,Steve Allison,Richard Emery,Andrea McLaughlin,Bob Wilson"
Gidget,3.21,95,1:35,English,Paul Wendkos,1959,"Romance,Comedy",USA,312,1533,"Sandra Dee,James Darren,Cliff Robertson,Arthur O'Connell,Mary LaRoche,Joby Baker,Tom Laughlin,Sue George,Robert Ellis,Jo Morrow,Yvonne Craig,Patti Kane,Doug McClure,Burt Metcalfe,Dick Clark"
The Mephisto Waltz,3.12,115,1:55,English,Paul Wendkos,1971,Horror,USA,385,1716,"Alan Alda,Jacqueline Bisset,Barbara Parkins,Bradford Dillman,William Windom,Curd Jürgens,Kathleen Widdoes,Pamelyn Ferdin,Curt Lowens,Gregory Morton,Janee Michelle,Lilyan Chauvin"
The Legend of Lizzie Borden,3.19,96,1:36,English,Paul Wendkos,1975,"Crime,Drama,TV Movie",USA,101,452,"Elizabeth Montgomery,Fionnula Flanagan,Ed Flanders,Katherine Helmond,Don Porter,Fritz Weaver,Bonnie Bartlett,Helen Craig,Hayden Rorke,Gloria Stuart,John Beal"
Gidget Goes Hawaiian,2.99,101,1:41,English,Paul Wendkos,1961,"Music,Romance,Comedy",USA,64,313,"Deborah Walley,James Darren,Michael Callan,Carl Reiner,Peggy Cass,Eddie Foy Jr.,Jeff Donnell,Vicki Trickett,Joby Baker,Don Edmonds,Bart Patton,Jan Conaway"
Good Against Evil,2.39,84,1:24,English,Paul Wendkos,1977,"Horror,TV Movie",USA,41,155,"Dack Rambo,Elyssa Davalos,Richard Lynch,Dan O'Herlihy,John Harkins,Jenny O'Hara,Lelia Goldoni,Peggy McCay,Peter Brandon,Kim Cattrall,Natasha Ryan,Lillian Adams,Richard Stahl"
Special Delivery,3.18,99,1:39,English,Paul Wendkos,1976,Action,USA,61,202,"Bo Svenson,Cybill Shepherd,Michael C. Gwynne,Jeff Goldblum,Robert Ito,Sorrell Booke,Gerrit Graham,Mel Scott,Alex Colon,Phillip R. Allen,Tom Atkins,Lynnette Mettey"
Gidget Goes to Rome,2.72,104,1:44,English,Paul Wendkos,1963,"Comedy,Romance",USA,34,198,"James Darren,Cindy Carol,Jessie Royce Landis,Cesare Danova,Danielle De Metz,Joby Baker,Trudi Ames,Noreen Corcoran,Peter Brooks,Lisa Gastoni,Claudio Gora"
Angel Baby,3.18,97,1:37,English,Paul Wendkos,1961,Drama,USA,21,81,"George Hamilton,Mercedes McCambridge,Joan Blondell,Henry Jones,Burt Reynolds,Salome Jens,Roger Clark,Dudley Remus,R. L. Armstrong,Harry Swoger,Eddie Firestone,Barbara Biggart,Bert Williams"
How High 2,2.14,89,1:29,English,Bruce Leddy,2019,"Comedy,TV Movie",USA,467,1539,"D.C. Young Fly,Lil Yachty,Alyssa Goss,DeRay Davis,Anya Monzikova,Justine Skye,Nathan Anderson,Chris Cavalier,Tony DeMil,Sloane Warren,Scott Poythress,Mike Epps,Susan Gallagher,Brook Sill"
Life of the Party,2.56,105,1:45,English,Ben Falcone,2018,Comedy,USA,3851,24111,"Melissa McCarthy,Molly Gordon,Gillian Jacobs,Maya Rudolph,Julie Bowen,Matt Walsh,Stephen Root,Jacki Weaver,Jessie Ennis,Debby Ryan,Adria Arjona,Luke Benward,Jimmy O. Yang"
The Dark Power,2.14,81,1:21,English,Phil Smoot,1985,"Comedy,Horror,Fantasy",USA,131,455,"Lash LaRue,Anna Lane Tatum,Cynthia Bailey,Mary Dalton,Paul Holman,Cynthia Farbman"
Alien Outlaw,2.03,90,1:30,English,Phil Smoot,1985,"Comedy,Science Fiction,Western,Mystery,Horror",USA,63,298,"Stephen Winegard,Kimberly Mauldin,Stuart Watson,Sunset Carson,Kari Anderson,Lash LaRue,Gil Newsom,Eric Berg,Susan E. Greene,Beth Ann McBride,Wild Bill Cody,Judith B. Ardis,Alan Marx,Jerry Montgomery,Dan Preston,Liz Warrington"
Pucked,2.23,83,1:23,English,Arthur Hiller,2006,Comedy,USA,21,120,"Jon Bon Jovi,Estella Warren,David Faustino,Curtis Armstrong,Nora Dunn,Cary Elwes,Pat Kilbane,Danielle James,Angela Bennett,Dana Barron,Sal Catalano,Gizza Elizondo"
A-Haunting We Will Go,3.03,68,1:08,"English,Russian",Alfred L. Werker,1942,"Adventure,Comedy",USA,30,326,"Stan Laurel,Oliver Hardy,Dante,Sheila Ryan,John Shelton,Don Costello,Elisha Cook Jr.,Edward Gargan,Addison Richards,George Lynn,James Bush,Lou Lubin"
He Walked by Night,3.41,79,1:19,English,Alfred L. Werker,1948,"Drama,Crime,Thriller",USA,744,3540,"Richard Basehart,Scott Brady,Roy Roberts,Whit Bissell,James Cardwell,Jack Webb,Reed Hadley,Frank Cady,Dorothy Adams,Jane Adams,Jack Bailey,Alma Beltran,Robert Bice,Dolores Castelli,George Chan,Garrett Craig,John Dehner,Ann Doran,Rex Downing,Michael Dugan,Paul Fierro,Byron Foulger"
Shock,3.0,70,1:10,English,Alfred L. Werker,1946,"Thriller,Horror,Drama",USA,399,1732,"Vincent Price,Lynn Bari,Frank Latimore,Anabel Shaw,Stephen Dunne,Reed Hadley,Renee Carson,Charles Trowbridge,Robert Adler,Harry Carter,Ruth Clifford,John Davidson,Selmer Jackson,Ruth Nelson,George E. Stone,Charles Tannen,Pierre Watkin,Mary Young"
Sealed Cargo,3.21,90,1:30,English,Alfred L. Werker,1951,"Drama,War",USA,33,121,"Dana Andrews,Carla Balenda,Claude Rains,Philip Dorn,Onslow Stevens,Skip Homeier,Eric Feldary,J. M. Kerrigan,Arthur Shields,Morgan Farley,Whit Bissell,Steve Forrest"
Lost Boundaries,3.16,99,1:39,English,Alfred L. Werker,1949,Drama,USA,30,123,"Beatrice Pearson,Mel Ferrer,Susan Douglas,Robert A. Dunn,Richard Hylton,Grace Coppin,Carleton Carpenter,Canada Lee,Royal Beal,William Greaves"
"Hello, Sister!",3.32,62,1:02,English,Erich von Stroheim,1933,"Drama,Romance",USA,38,153,"James Dunn,Zasu Pitts,Boots Mallory,Minna Gombell,Terrance Ray,Will Stanton,Henry Kolker,Walter Walker,Astrid Allwyn,Claude King,Wade Boteler,James Flavin,Hattie McDaniel"
Three Hours to Kill,3.08,77,1:17,English,Alfred L. Werker,1954,"Western,Mystery",USA,35,135,"Dana Andrews,Donna Reed,Dianne Foster,Stephen Elliott,Richard Coogan,Carolyn Jones,Whit Bissell,Laurence Hugo,James Westerfield,Richard Webb,Charlotte Fletcher"
Walk East on Beacon!,2.55,98,1:38,"English,Russian",Alfred L. Werker,1952,Drama,USA,71,246,"George Murphy,Finlay Currie,Virginia Gilmore,Karl Stepanek,Louisa Horton,Peter Capell,Bruno Wick,Vilma Kurer,Ann Thomas,George Roy Hill,Karl Weber"
Aachi and Ssipak,3.18,90,1:30,Korean,Jo Beom-jin,2006,"Action,Animation,Comedy",South Korea,151,996,"Ryoo Seung-bum,Hyun Young,Shin Hae-chul,Im Chang-jung"
All the Colors of the Dark,3.56,94,1:34,"Italian,Spanish",Sergio Martino,1972,"Thriller,Mystery,Horror",Italy,2163,8743,"Edwige Fenech,George Hilton,Ivan Rassimov,Nieves Navarro,Julián Ugarte,George Rigaud,Maria Cumani Quasimodo,Marina Malfatti,Luciano Pigozzi,Dominique Boschero,Lisa Leonardi,Tom Felleghy,Vera Drudi,Sergio Martino,George Oliver"
The Case of the Scorpion's Tail,3.45,96,1:36,Italian,Sergio Martino,1971,"Thriller,Mystery",Italy,695,3304,"George Hilton,Anita Strindberg,Alberto de Mendoza,Ida Galli,Janine Reynaud,Luigi Pistilli,Tom Felleghy,Luis Barboo,Lisa Leonardi,Tomás Picó,Fulvio Mingozzi"
Slave of the Cannibal God,2.69,99,1:39,Italian,Sergio Martino,1978,"Horror,Adventure",Italy,556,2376,"Ursula Andress,Stacy Keach,Claudio Cassinelli,Antonio Marsina,Franco Fantasia,Lanfranco Spinola,Carlo Longhi,Luigina Rocchi,Akushula Selayah"
The Suspicious Death of a Minor,3.42,100,1:40,Italian,Sergio Martino,1975,"Crime,Thriller,Comedy,Action,Horror",Italy,606,2397,"Claudio Cassinelli,Patrizia Castaldi,Mel Ferrer,Massimo Girotti,Lia Tanzi,Gianfranco Barra,Adolfo Caruso,Jenny Tamburi,Carlo Alighiero,Franco Alpestre,Fiammetta Baralla,Barbara Magnolfi,Vezio Natili,Aldo Massasso,Roberto Posse,Carlotta Wittig"
A Man Called Blade,3.34,96,1:36,Italian,Sergio Martino,1977,"Action,Western",Italy,185,917,"Maurizio Merli,John Steiner,Philippe Leroy,Sonja Jeannine,Salvatore Puntillo,Enzo Fiermonte,Rik Battaglia,Donald O'Brien,Martine Brochard,Antonio Casale,Aldo Rendine,Enzo Maggio,Sergio Tardioli,Sofia Lombardo,Bruno Di Luia,Nello Pazzafini"
