Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
The Huntsman: Winter's War,2.57,114,1:54,English,Cedric Nicolas-Troyan,2016,"Drama,Action,Adventure",China,3102,45475,"Chris Hemsworth,Charlize Theron,Emily Blunt,Jessica Chastain,Nick Frost,Sam Claflin,Rob Brydon,Sheridan Smith,Alexandra Roach,Sope Dirisu,Sophie Cookson,Sam Hazeldine,Colin Morgan,Conrad Khan,Niamh Walter,Nana Agyeman-Bediako,Amelia Crouch"
Eternal Sunshine of the Spotless Mind,4.23,108,1:48,English,Michel Gondry,2004,"Drama,Romance,Science Fiction",USA,107108,936260,"Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Tom Wilkinson,Jane Adams,David Cross,Deirdre O'Connell,Thomas Jay Ryan,Ryan Whitney,Lola Daehler,Debbon Ayer,Gerry Robert Byrne,Brian Price,Josh Flitter,Paulie Litt,Amir Ali Said,Lauren Adler"
Now You See Me,3.29,116,1:56,"English,French",Louis Leterrier,2013,"Crime,Thriller",USA,21884,381108,"Woody Harrelson,Morgan Freeman,Jesse Eisenberg,Isla Fisher,Mark Ruffalo,Mélanie Laurent,Dave Franco,Michael Caine,Michael Kelly,Justine Wachsberger,Common,David Warshofsky,Kerry Cahill,José Garcia"
Foxcatcher,3.45,134,2:14,English,Bennett Miller,2014,"Drama,Thriller",USA,7024,81701,"Steve Carell,Channing Tatum,Mark Ruffalo,Sienna Miller,Vanessa Redgrave,Anthony Michael Hall,Guy Boyd,Brett Rice,Jackson Frazer,Samara Lee,Francis J. Murphy III,Jane Mowder,David Bennett,Lee Perkins,Robert Haramia,Daniel Hilt,Bryan Cook,David Zabriskie,Zach Rey"
The Kids Are All Right,3.29,106,1:46,English,Lisa Cholodenko,2010,"Drama,Comedy",USA,3573,47686,"Annette Bening,Julianne Moore,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson,Yaya DaCosta,Eric Eisner,James MacDonald,Zosia Mamet,Kunal Sharma,Eddie Hassell,Joaquín Garrido,Rebecca Lawrence Levy,Lisa Eisner,Sasha Spielberg,Margo Victor"
Now You See Me 2,2.96,129,2:09,"English,Cantonese,Chinese",Jon M. Chu,2016,"Action,Crime,Mystery,Thriller",Hong Kong,12792,212406,"Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Morgan Freeman,Dave Franco,Daniel Radcliffe,Lizzy Caplan,Michael Caine,Jay Chou,Sanaa Lathan,David Warshofsky,Tsai Chin,Richard Laing,Henry Lloyd-Hughes"
Date Night,2.8,97,1:37,"English,Hebrew (modern)",Shawn Levy,2010,"Adventure,Action,Comedy",USA,3451,63424,"Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson,Jimmi Simpson,Common,William Fichtner,Leighton Meester,J.B. Smoove,Kristen Wiig,Mark Ruffalo,James Franco,Mila Kunis,Bill Burr,Jonathan Morgan Heit,Savannah Paige Rae,Nick Kroll,Olivia Munn,Gal Gadot,Lauren Weedman,Darren Le Gallo,Jaye Razor,Gillian Vigman,Chayim Frenkel,Jon Bernthal,Ari Graynor,Will.i.am,Sho Brown,Jahnel Curfman"
You Can Count on Me,3.86,111,1:51,English,Kenneth Lonergan,2000,Drama,USA,2100,13842,"Laura Linney,Mark Ruffalo,Matthew Broderick,Jon Tenney,Rory Culkin,Halley Feiffer,J. Smith-Cameron,Josh Lucas,Gaby Hoffmann,Amy Ryan,Adam LeFevre,Kenneth Lonergan,Nina Garbiras"
Margaret,3.85,150,2:30,English,Kenneth Lonergan,2011,Drama,USA,5097,18278,"Anna Paquin,J. Smith-Cameron,Mark Ruffalo,Jeannie Berlin,Jean Reno,John Gallagher Jr.,Allison Janney,Kieran Culkin,Cyrus Hernstadt,Matt Damon,Matthew Bush,Rosemarie DeWitt,Matthew Broderick,Olivia Thirlby,Kenneth Lonergan,Josh Hamilton,Stephen Adly Guirgis,Betsy Aidem,Sarah Steele,Adam Rose"
The Elephant Man,4.12,124,2:04,English,David Lynch,1980,"Drama,History",UK,14964,126490,"Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,Wendy Hiller,Freddie Jones,Michael Elphick,Hannah Gordon,Helen Ryan,John Standing,Dexter Fletcher,Lesley Dunlop,Phoebe Nicholls,Pat Gorman,Kenny Baker,Claire Davenport,Orla Pederson,Patsy Smart,Kathleen Byron,William Morgan Sheppard,Frederick Treves,Richard Hunter,Robert Lewis Bush,Roy Evans,Joan Rhodes,Nula Conwell,Tony London,Alfie Curtis,Bernadette Milnes,Carol Harrison,Hugh Manning,Dennis Burgess"
The Mask of Zorro,3.24,136,2:16,"English,Spanish",Martin Campbell,1998,"Action,Adventure",USA,6149,71407,"Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,Stuart Wilson,Matt Letscher,L.Q. Jones,Diego Sieres,José María de Tavira,Tony Amendola,Emiliano Guerra,Yolanda Orisaga,Paco Morayta,William Marquez,Pedro Altamirano,Luisa Huertas"
Transformers: The Last Knight,1.93,154,2:34,English,Michael Bay,2017,"Science Fiction,Adventure,Action",USA,9477,85596,"Mark Wahlberg,Josh Duhamel,Stanley Tucci,Anthony Hopkins,Laura Haddock,Jerrod Carmichael,Isabela Merced,Santiago Cabrera,Minti Gorne,John Turturro,Glenn Morshower,Liam Garrigan,Mitch Pileggi,Tony Hale,Gil Birmingham,Nicola Peltz Beckham,Peter Cullen,Gemma Chan,Frank Welker,Erik Aadahl,Jim Carter,Omar Sy,Ken Watanabe,John Goodman,John DiMaggio,Reno Wilson,Jess Harnell,Tom Kenny,Steve Buscemi,Steven Barr,Mark Ryan,Sophia Myles,Barbara Eve Harris,Benjamin Flores Jr.,Kevin Kent,Andy Bean,Walles Hamonde"
RED 2,2.79,116,1:56,"English,French,Russian",Dean Parisot,2013,"Thriller,Crime,Action,Comedy",Canada,2143,41004,"Bruce Willis,John Malkovich,Mary-Louise Parker,Anthony Hopkins,Helen Mirren,Catherine Zeta-Jones,Lee Byung-hun,David Thewlis,Brian Cox,Neal McDonough,Steven Berkoff,Garrick Hagon,Tim Pigott-Smith,Jong Kun Lee,Philip Arditti,Mitchell Mullen,Martin Sims,Tristan D. Lalla,Khalid Laith,Tom Wu,Emilio Doorgasingh,David Papava,Dan Jeannotte,Aleksandar Mikic"
Hannibal,3.21,131,2:11,English,Ridley Scott,2001,"Thriller,Drama,Crime",UK,8300,123748,"Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta,Giancarlo Giannini,Zeljko Ivanek,Frankie Faison,Francesca Neri,Hazelle Goodman,David Andrews,Francis Guinan,James Opher,Enrico Lo Verso,Ivano Marescotti,Fabrizio Gifuni,Alex Corrado"
Meet Joe Black,3.33,178,2:58,"English,Dutch",Martin Brest,1998,"Romance,Drama,Fantasy",USA,7358,77824,"Brad Pitt,Anthony Hopkins,Claire Forlani,Jake Weber,Marcia Gay Harden,Jeffrey Tambor,June Squibb,Gene Canfield,Suzanne Hevner,Stephen Adly Guirgis,David S. Howard,Lois Kelly-Miller,Jahnni St. John,Richard Clarke,Madeline Balmaceda,Marylouise Burke,Diane Kagan"
Alexander,2.64,175,2:55,English,Oliver Stone,2004,"Romance,War,Adventure,Action,History,Drama",France,1936,29212,"Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Jonathan Rhys Meyers,Anthony Hopkins,Jessie Kamm,Christopher Plummer,Connor Paolo,Patrick Carroll,Peter Williamson,Morgan Christopher Ferris,Robert Earley,Aleczander Gordon,John Kavanagh,Gary Stretch,Rosario Dawson"
Legends of the Fall,3.45,133,2:13,"English,Cornish",Edward Zwick,1994,"Western,Drama,War,Romance,Adventure",USA,4159,42913,"Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas,Karina Lombard,Gordon Tootoosis,John Novak,Robert Wisden,Tantoo Cardinal,Paul Desmond"
The Rite,2.65,114,1:54,"English,Italian,Hungarian,Russian,Latin,Welsh",Mikael Håfström,2011,"Thriller,Drama,Horror",USA,2021,25125,"Anthony Hopkins,Colin O'Donoghue,Alice Braga,Rutger Hauer,Ciarán Hinds,Toby Jones,Maria Grazia Cucinotta,Marta Gastini,Arianna Veronesi,Andrea Calligari,Chris Marquette,Torrey DeVitto,Ben Cheetham,Marija Karan"
The Lion in Winter,3.97,134,2:14,English,Anthony Harvey,1968,"Drama,History",UK,1773,9134,"Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,Nigel Terry,Timothy Dalton,Jane Merrow,Nigel Stock,O. Z. Whitehead,Kenneth Ives,Kenneth Griffith,Henry Woolf,Karol Hagar,David Griffith"
A Bridge Too Far,3.61,175,2:55,"English,Dutch,Polish,German,Latin",Richard Attenborough,1977,"Drama,History,War",UK,1481,12541,"Dirk Bogarde,James Caan,Michael Caine,Sean Connery,Edward Fox,Elliott Gould,Gene Hackman,Anthony Hopkins,Hardy Krüger,Laurence Olivier,Ryan O'Neal,Robert Redford,Maximilian Schell,Liv Ullmann,John Judd,Denholm Elliott,Jeremy Kemp,Wolfgang Preiss,Nicholas Campbell,Colin Farrell,Walter Kohut,Alun Armstrong,Hans von Borsody,Hartmut Becker,Michael Byrne,Garrick Hagon,John Ratzenberger,Fred Williams,Ben Cross,Arthur Hill,Edward Kalinski,Ben Howard,Donald Douglas,Tom van Beek,Siem Vroom,Marlies van Alcmaer,Erik van 't Wout,Donald Pickering,Frank Grimes,Stephen Moore,Peter Settelen"
Dear White People,3.41,108,1:48,English,Justin Simien,2014,"Romance,Drama",USA,2181,19649,"Brittany Curran,Peter Syvertsen,Kyle Gallner,Tessa Thompson,Kate Gaulke,Dennis Haysbert,Justin Dobies,Brandon Alter,Tyler James Williams,Marque Richardson,Teyonah Parris,Brandon P. Bell,Malcolm Barrett,Keith Myers"
When a Stranger Calls,2.46,87,1:27,English,Simon West,2006,"Horror,Mystery",USA,3031,24075,"Camilla Belle,Katie Cassidy,Tommy Flanagan,Brian Geraghty,Clark Gregg,Derek de Lint,Kate Jennings Grant,Steve Eastin,Karina Logue,Dianna Agron,Tessa Thompson,David Denman,Arthur Young"
Dredd,3.59,95,1:35,English,Pete Travis,2012,"Action,Science Fiction",South Africa,15312,128018,"Karl Urban,Olivia Thirlby,Lena Headey,Wood Harris,Langley Kirkwood,Tamer Burjaq,Joe Vaz,Rakie Ayola,Junior Singo,Luke Tyler,Jason Cope,Domhnall Gleeson,Warrick Grier"
Riddick,2.82,119,1:59,English,David Twohy,2013,"Action,Science Fiction,Thriller",USA,3092,36803,"Vin Diesel,Matt Nable,Katee Sackhoff,Jordi Mollà,Dave Bautista,Karl Urban,Bokeem Woodbine,Nolan Gerard Funk,Andreas Apergis,Noah Danby,Neil Napier,Raoul Max Trujillo,Conrad Pla,Danny Blanco Hall,Keri Hilson,Antoinette Kalaj,Charlie Marie Dupont"
Pete's Dragon,3.13,103,1:43,English,David Lowery,2016,"Family,Fantasy,Adventure",USA,4413,36145,"Oakes Fegley,Bryce Dallas Howard,Wes Bentley,Karl Urban,Oona Laurence,Isiah Whitlock Jr.,Robert Redford,John Kassir,Marcus Henderson,Aaron Jackson,Phil Grieve,Steve Barr,Keagan Carr Fransch,Jade Valour,Augustine Frizzell,Francis Biggs,Jasper Putt"
Ghost Ship,2.44,91,1:31,"English,Italian,Spanish",Steve Beck,2002,"Horror,Thriller,Mystery",Australia,4017,36197,"Gabriel Byrne,Julianna Margulies,Desmond Harrington,Ron Eldard,Isaiah Washington,Karl Urban,Emily Browning,Francesca Rettondini,Bob Ruggiero,Jamie Giddens,Alex Dimitriades,Boris Brkic,Iain Gardiner,Adam Bieshaar,Cameron Watt"
Doom,2.04,105,1:45,"English,Japanese",Andrzej Bartkowiak,2005,"Action,Science Fiction,Horror",Czechia,4248,37110,"Karl Urban,Dwayne Johnson,Rosamund Pike,Deobia Oparei,Ben Daniels,Razaaq Adoti,Richard Brake,Dexter Fletcher,Al Weaver,Brian Steele,Doug Jones,Yao Chin,Robert Russell"
Pathfinder,2.27,99,1:39,"English,Icelandic,Russian",Marcus Nispel,2007,"Adventure,Action",USA,486,5410,"Karl Urban,Moon Bloodgood,Nicole Muñoz,Clancy Brown,Jay Tavare,Ray G. Thunderchild,Ralf Moeller,Russell Means,Nathaniel Arcand,Michelle Thrush,Kevin Loring,Wayne Charles Baker,Burkely Duffield,Duane Howard,Brandon Oakes,Stefany Mathias,Ken Jones"
RED,3.04,111,1:51,"English,Russian",Robert Schwentke,2010,"Thriller,Action,Adventure,Crime,Comedy",Canada,3765,83840,"Bruce Willis,John Malkovich,Morgan Freeman,Helen Mirren,Mary-Louise Parker,Karl Urban,Richard Dreyfuss,Brian Cox,Rebecca Pidgeon,Julian McMahon,James Remar,Ernest Borgnine,Heidi von Palleske,Jefferson Brown,Chris Owens,Jaqueline Fleming,Randy Wade Kelley,Jason Giuliano,Alec Rayme,Lawrence Turner,Emily Kuroda,Joe Chrest,Justine Wachsberger,Tara Yelland,Audrey Wasilewski,Dmitry Chepovetsky,Matthew Olver,Jason Weinberg,Tony De Santis,Greg Bryk,Neil Whitely"
The Hobbit: The Battle of the Five Armies,3.14,144,2:24,English,Peter Jackson,2014,"Fantasy,Adventure,Action",New Zealand,17824,303824,"Ian McKellen,Martin Freeman,Richard Armitage,Orlando Bloom,Evangeline Lilly,Luke Evans,Lee Pace,Benedict Cumberbatch,Ken Stott,Aidan Turner,Dean O'Gorman,Billy Connolly,Graham McTavish,James Nesbitt,Stephen Fry,Ryan Gage,Cate Blanchett,Ian Holm,Christopher Lee,Hugo Weaving,Mikael Persbrandt,Sylvester McCoy,Peter Hambleton,John Callen"
Tinker Tailor Soldier Spy,3.56,127,2:07,"English,French,Hungarian,Russian,Turkish",Tomas Alfredson,2011,"Mystery,Thriller,Drama",France,8512,83425,"Gary Oldman,Colin Firth,Tom Hardy,John Hurt,Toby Jones,Mark Strong,Benedict Cumberbatch,Ciarán Hinds,David Dencik,Kathy Burke,Stephen Graham,Simon McBurney,Svetlana Khodchenkova,Roger Lloyd Pack,Konstantin Khabenskiy,Christian McKay,Zoltán Mucsi,Péter Kálloy Molnár"
War Horse,3.23,146,2:26,English,Steven Spielberg,2011,"Action,War,Drama",USA,4586,73815,"Jeremy Irvine,Peter Mullan,Emily Watson,Niels Arestrup,David Thewlis,Tom Hiddleston,Benedict Cumberbatch,Celine Buckens,Toby Kebbell,Patrick Kennedy,Leonard Carow,David Kross,Matt Milne,Robert Emms,Eddie Marsan,Nicolas Bro,Rainer Bock,Hinnerk Schönemann,Gary Lydon,Geoff Bell,Liam Cunningham,Sebastian Hülk"
Warcraft,2.56,123,2:03,English,Duncan Jones,2016,"Action,Adventure,Fantasy",Canada,6183,77406,"Travis Fimmel,Paula Patton,Ben Foster,Dominic Cooper,Ben Schnetzer,Toby Kebbell,Robert Kazinsky,Clancy Brown,Ryan Robbins,Daniel Wu,Anna Galvin,Callum Keith Rennie,Ruth Negga,Burkely Duffield,Dean Redman,Glenn Ennis,Terry Notary,Elena Wurlitzer,Michael Adamthwaite,Anna Van Hooft"
The SpongeBob Movie: Sponge Out of Water,2.66,93,1:33,English,Paul Tibbitt,2015,"Comedy,Fantasy,Animation,Family,Adventure",Australia,5270,62854,"Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Clancy Brown,Mr. Lawrence,Carolyn Lawrence,Antonio Banderas,Eric Bauza,Tim Conway,Eddie Deezen,Rob Paulsen,Kevin Michael Richardson,April Stewart,Cree Summer,Billy West,Carlos Alazraqui,Nolan North,Paul Tibbitt,Jill Talley,Dee Bradley Baker,Sirena Irwin,Mary Jo Catlett,Mark Fite,Thomas F. Wilson,Riki Lindhome"
99 Homes,3.49,112,1:52,English,Ramin Bahrani,2014,Drama,USA,3351,22135,"Andrew Garfield,Michael Shannon,Laura Dern,Nicole Barré,J.D. Evermore,Tim Guinee,Noah Lomax,Clancy Brown,Cullen Moss,Wayne Pére,Judd Lormand,Gretchen Koerner,Yvonne Landry,Donna DuPlantier,Jordyn McDempsey,Gus Rhodes,John L. Armijo"
A Nightmare on Elm Street,2.12,95,1:35,English,Samuel Bayer,2010,"Mystery,Thriller,Horror",USA,9466,74052,"Jackie Earle Haley,Kyle Gallner,Rooney Mara,Katie Cassidy,Thomas Dekker,Kellan Lutz,Clancy Brown,Connie Britton,Lia D. Mortensen,Julianna Damm,Christian Stolte,Katie Schooping Knight,Hailey Schooping Knight,Leah Uteg"
The Informant!,3.21,108,1:48,English,Steven Soderbergh,2009,"Comedy,Drama,Crime",USA,2691,29109,"Matt Damon,Lucas McHugh Carroll,Eddie Jemison,Rusty Schwimmer,Craig Ricci Shaynak,Tom Papa,Rick Overton,Melanie Lynskey,Thomas F. Wilson,Scott Bakula,Scott Adsit,Ann Dowd,Allan Havey,Howie Johnson,Joel McHale,Nick Craig,Cody Puckett,Andrew Daly,David Campbell,Carolyn R. Feltner,J.P. Gillain,Elena Eustache,John Hans Tester,Ludger Pistor"
John Dies at the End,3.1,99,1:39,English,Don Coscarelli,2012,"Comedy,Horror",USA,3079,21241,"Chase Williamson,Rob Mayes,Doug Jones,Paul Giamatti,Daniel Roebuck,Clancy Brown,Glynn Turman,Fabianne Therese,Jimmy Wong,Tai Bennett,Angus Scrimm,Allison Weissman,Kevin Michael Richardson,Jonny Weston"
Atlantis: Milo's Return,2.36,70,1:10,English,Victor Cook,2003,"Family,Animation,Fantasy,Science Fiction,Action",USA,886,13494,"James Arnold Taylor,Cree Summer,John Mahoney,Jacqueline Obradors,Don Novello,Corey Burton,Phil Morris,Florence Stanley,Frank Welker,Steven Barr,Clancy Brown,Jean Gilpin,Kai Rune Larsen,Bill Fagerbakke,Thomas F. Wilson,Jeff Bennett,William Morgan Sheppard"
The SpongeBob SquarePants Movie,3.81,87,1:27,English,Stephen Hillenburg,2004,"Family,Action,Fantasy,Adventure,Comedy,Animation",South Korea,20216,189780,"Tom Kenny,Bill Fagerbakke,Mr. Lawrence,Clancy Brown,Jeffrey Tambor,Scarlett Johansson,Rodger Bumpass,Alec Baldwin,Jill Talley,David Hasselhoff,Carolyn Lawrence,Tim Blaney,Mary Jo Catlett,Mageina Tovah"
Silence,3.84,161,2:41,"English,Japanese",Martin Scorsese,2016,"History,Drama",Mexico,17614,128059,"Andrew Garfield,Adam Driver,Liam Neeson,Yosuke Kubozuka,Tadanobu Asano,Issey Ogata,Shinya Tsukamoto,Yoshi Oida,Ciarán Hinds,Ryo Kase,Nana Komatsu,Béla Baptiste,Michié,Katsuo Nakamura,Motokatsu Suzuki,Yasushi Takada"
Battleship,2.14,131,2:11,"English,Japanese",Peter Berg,2012,"Action,Adventure,Thriller,Science Fiction",USA,4250,51846,"Taylor Kitsch,Tadanobu Asano,Rihanna,Brooklyn Decker,Gregory D. Gadson,Hamish Linklater,Liam Neeson,Alexander Skarsgård,Jerry Ferrara,Jesse Plemons,John Tui,David Jensen,Peter Berg,Adam Godley,Rico McClinton,Joji Yoshida,Stephen Bishop,Austin Naulty,James Rawlings,Dustin J. Reno"
Maborosi,4.03,110,1:50,Japanese,Hirokazu Kore-eda,1995,Drama,Japan,2500,12222,"Makiko Esumi,Tadanobu Asano,Takashi Naito,Gohki Kashiyama,Naomi Watanabe,Midori Kiuchi,Akira Emoto,Mutsuko Sakura,Ren Osugi,Kikuko Hashimoto,Shuichi Harada,Takashi Inoue,Hidekazu Akai,Hiromi Ichida,Minori Terada,Sayaka Yoshino"
Last Life in the Universe,3.84,112,1:52,"Thai,English,Japanese",Pen-Ek Ratanaruang,2003,"Action,Drama,Thriller",Thailand,670,5310,"Tadanobu Asano,Sinitta Boonyasak,Chermarn Boonyasak,Yutaka Matsushige,Riki Takeuchi,Takashi Miike,Yoji Tanaka,Sakichi Satō,Thiti Rhumorn,Junko Nakazawa,Akiko Anraku,Nortioshi Urano,Phimchanok Nala Dube"
Survive Style 5+,3.87,120,2:00,"Japanese,English",Gen Sekiguchi,2004,"Mystery,Thriller,Comedy",Japan,859,4645,"Tadanobu Asano,Reika Hashimoto,Kyoko Koizumi,Hiroshi Abe,Ittoku Kishibe,Yumi Asou,Kanji Tsuda,Yoshiyuki Morishita,Jai West,Yoshiyoshi Arakawa,Vinnie Jones,Shin'ichi Chiba,Shihori Kanjiya"
Redline,3.94,102,1:42,Japanese,Takeshi Koike,2009,"Animation,Action,Science Fiction",Japan,6020,30005,"Takuya Kimura,Yu Aoi,Tadanobu Asano,Takeshi Aono,Tatsuya Gashûin,Unsho Ishizuka,Kenta Miyake,Yoshiyuki Morishita,Cho,Yoshinori Okada,Kanji Tsuda,Kenyu Horiuchi,Daisuke Gôri,Ikki Todoroki,Koji Ishii,Kohsei Hirota,Shunichiro Miki,Akane Sakai,Akemi Kobayashi"
Zatoichi,3.59,111,1:51,Japanese,Takeshi Kitano,2003,"Drama,Action,Adventure",France,1125,14021,"Takeshi Kitano,Tadanobu Asano,Michiyo Yasuda,Yui Natsukawa,Gadarukanaru Taka,Daigorô Tachibana,Yuko Daike,Ittoku Kishibe,Saburo Ishikura,Akira Emoto,Hideboh,Ron II,Suji,Noriyasu"
Punisher: War Zone,2.72,102,1:42,"English,Russian",Lexi Alexander,2008,"Action,Crime",Canada,3011,21909,"Ray Stevenson,Dominic West,Julie Benz,Colin Salmon,Doug Hutchison,Dash Mihok,Wayne Knight,Stephanie Janusauskas,Mark Camacho,Romano Orzari,Keram Malicki-Sánchez,Larry Day,Ron Lea,Tony Calabretta,T.J. Storm,Carlos Gonzalez-Vio,David Vadim,Gerardo Lo Dico"
G.I. Joe: Retaliation,2.27,110,1:50,English,Jon M. Chu,2013,"Action,Thriller,Science Fiction,Adventure",Canada,2808,43348,"Dwayne Johnson,Bruce Willis,Jonathan Pryce,Adrianne Palicki,Ray Park,Ray Stevenson,Élodie Yung,Lee Byung-hun,D.J. Cotrona,Luke Bracey,Channing Tatum,Joseph Mazzello,RZA,Arnold Vosloo,Walton Goggins,Matt Gerald,Joe Chrest,DeRay Davis"
Insurgent,2.52,119,1:59,English,Robert Schwentke,2015,"Action,Thriller,Science Fiction,Adventure",USA,7501,117763,"Shailene Woodley,Theo James,Miles Teller,Kate Winslet,Ansel Elgort,Zoë Kravitz,Jai Courtney,Ray Stevenson,Naomi Watts,Octavia Spencer,Mekhi Phifer,Janet McTeer,Daniel Dae Kim,Maggie Q,Emjay Anthony,Keiynan Lonsdale,Rosa Salazar,Suki Waterhouse,Jonny Weston,Cynthia Barrett"
Blood Punch,3.03,104,1:44,English,Madellaine Paxson,2014,"Thriller,Horror",USA,245,1115,"Milo Cawthorne,Olivia Tennet,Ari Boyland,Cohen Holloway,Adelaide Kane,Fleur Saville,Amanda Reed,Mike Ginn"
I Don't Feel at Home in This World Anymore,3.39,96,1:36,English,Macon Blair,2017,"Crime,Thriller,Comedy,Drama",USA,10357,69450,"Melanie Lynskey,Elijah Wood,David Yow,Jane Levy,Devon Graye,Christine Woods,Robert Longstreet,Gary Anthony Williams,Myron Natwick,Derek Mears,Jason Manuel Olazabal,Lee Eddy,Matt Orduna,Michelle Moreno,Chris Doubek,Marilyn Faith Hickey"
Monster Trucks,2.18,104,1:44,English,Chris Wedge,2016,"Science Fiction,Action,Comedy",USA,1413,9125,"Lucas Till,Jane Levy,Amy Ryan,Rob Lowe,Danny Glover,Barry Pepper,Holt McCallany,Frank Whaley,Thomas Lennon,Aliyah O'Brien,Tucker Albrizzi,Samara Weaving,Daniel Bacon,Faustino Di Bauda"
Evil Dead,3.38,96,1:36,English,Fede Álvarez,2013,Horror,USA,22709,134586,"Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,Phoenix Connolly,Jim McLarty,Sian Davis,Stephen Butterworth,Karl Willetts,Randal Wilson,Rupert Degas,Bob Dorian,Ellen Sandweiss,Jack Walley,Bruce Campbell"
Prisoners,4.23,153,2:33,English,Denis Villeneuve,2013,"Drama,Crime,Thriller",USA,80540,613853,"Hugh Jackman,Jake Gyllenhaal,Maria Bello,Terrence Howard,Paul Dano,Viola Davis,Melissa Leo,Dylan Minnette,Zoë Soul,Wayne Duvall,David Dastmalchian,Len Cariou,Sandra Ellis Lafferty,Erin Gerasimovich"
Let Me In,3.3,116,1:56,English,Matt Reeves,2010,"Mystery,Drama,Horror",UK,3915,46662,"Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,Elias Koteas,Sasha Barrese,Dylan Kenin,Dylan Minnette,Jimmy 'Jax' Pinchak,Nicolai Dorian,Seth Adkins,Ritchie Coster,Cara Buono,Chris Browning,Rebekah Wiggins"
Manhunter,3.81,120,2:00,English,Michael Mann,1986,"Horror,Crime,Thriller",USA,13606,64702,"William Petersen,Dennis Farina,Tom Noonan,Joan Allen,Brian Cox,Kim Greist,Stephen Lang,Chris Elliott,Michael Talbott,Dan Butler,Paul Perri,Patricia Charbonneau,Alexandra Neil,Frankie Faison,Garcelle Beauvais,Joanne Camp,David Allen Brooks,Kin Shriner,John Posey,Kristin Holby,Bill Smitrovich,Peter Maloney,Michael D. Roberts,Marshall Bell,Annie McEnroe,David Seaman,Benjamin Hendrickson,Michele Shay"
Tombstone,3.84,130,2:10,"English,Latin",George P. Cosmatos,1993,"Action,Western",USA,10043,61902,"Kurt Russell,Val Kilmer,Sam Elliott,Bill Paxton,Powers Boothe,Michael Biehn,Charlton Heston,Jason Priestley,Jon Tenney,Stephen Lang,Thomas Haden Church,Dana Delany,Paula Malcomson,Lisa Collins,Dana Wheeler-Nicholson,Joanna Pacula,Michael Rooker,Harry Carey, Jr.,Billy Bob Thornton,Tomas Arana,Pat Brady"
Gettysburg,3.54,254,4:14,English,Ronald F. Maxwell,1993,"History,Drama,War",USA,672,6327,"Jeff Daniels,Tom Berenger,Martin Sheen,Sam Elliott,Stephen Lang,C. Thomas Howell,Richard Anderson,Richard Jordan,Kevin Conway,Andrew Prine,Cooper Huckabee,Patrick Gorman"
Maigret,3.23,176,2:56,English,Ashley Pearce,2016,"Crime,Drama,Mystery",UK,185,1406,"Rowan Atkinson,Leo Staar,Shaun Dingwall,Alexander Campbell,Colin Mace"
Spy,3.18,120,2:00,"English,German,French,Italian",Paul Feig,2015,"Action,Crime,Comedy",USA,9843,119913,"Melissa McCarthy,Rose Byrne,Miranda Hart,Allison Janney,Jason Statham,Jude Law,Bobby Cannavale,Peter Serafinowicz,Morena Baccarin,Raad Rawi,Jessica Chaffin,Sam Richardson,Katie Dippold,Jaime Pacheco,Romain Apelbaum,Richard Brake,Steve Bannos,Carlos Ponce,Will Yun Lee,Michael McDonald,Adam Ray"
10,3.04,122,2:02,English,Blake Edwards,1979,"Comedy,Romance",USA,818,5183,"Dudley Moore,Julie Andrews,Bo Derek,Robert Webber,Dee Wallace,Sam J. Jones,Brian Dennehy,Max Showalter,Rad Daly,Nedra Volz,James Noble,Virginia Kiser,John Hawker,Deborah Rush,Don Calfa,Walter George Alton,Anette Martin,John Hancock,Serena,Lorry Goldman,Arthur Rosenberg,Mari Gorman,Marcy Hanson"
Bedazzled,3.41,103,1:43,English,Stanley Donen,1967,"Romance,Comedy,Fantasy",UK,511,3502,"Peter Cook,Dudley Moore,Raquel Welch,Eleanor Bron,Barry Humphries,Parnell McGarry,Danièle Noël,Howard Goorney,Robert Russell,Alba,Michael Bates"
The Sound of Music,4.01,174,2:54,"English,German",Robert Wise,1965,"Music,Romance,Drama,Family",USA,17966,186002,"Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn,Peggy Wood,Charmian Carr,Heather Menzies,Nicholas Hammond,Duane Chase,Angela Cartwright,Debbie Turner,Kym Karath"
