Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Django Unchained,4.18,165,2:45,"English,French,German",Quentin Tarantino,2012,"Western,Drama",USA,48983,851002,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Walton Goggins,Dennis Christopher,James Remar,David Steen,Dana Gourrier,Nichole Galicia,Laura Cayouette,Ato Essandoh,Sammi Rotibi,Clay Donahue Fontenot,Escalante Lundy,Miriam F. Glover,Don Johnson,Franco Nero,James Russo,Tom Wopat,Don Stroud,Amber Tamblyn,Bruce Dern,M.C. Gainey,Cooper Huckabee,Doc Duhame,Jonah Hill,Lee Horsley,Zoë Bell,Michael Bowen,Robert Carradine,Jake Garber,Ted Neeley,James Parks,Tom Savini,Michael Parks,John Jarratt,Quentin Tarantino,Amari Cheatom,Keith Jefferson,Marcus Henderson,Lil Chuuch,Kinetic,Louise Stratten"
Double Indemnity,4.18,107,1:47,English,Billy Wilder,1944,"Crime,Thriller,Mystery,Drama",USA,13352,83981,"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Porter Hall,Richard Gaines,Jean Heather,Tom Powers,Fortunio Bonanova,Byron Barr,John Berry,Raymond Chandler,Edmund Cobb"
The Treasure of the Sierra Madre,4.18,126,2:06,English,John Huston,1948,"Adventure,Drama,Western",USA,5619,40846,"Humphrey Bogart,Walter Huston,Tim Holt,Bruce Bennett,Barton MacLane,Alfonso Bedoya,Arturo Soto Rangel,Manuel Dondé,José Torvay,Margarito Luna,Robert Blake,Guillermo Calles,Roberto Cañedo"
Manila in the Claws of Light,4.18,127,2:07,"Tagalog,English",Lino Brocka,1975,"Drama,Mystery",Philippines,1601,6575,"Hilda Koronel,Bembol Roco,Lou Salvador Jr.,Tommy Abuel,Lily Gamboa Mendoza,Joonee Gamboa,Pio De Castro III,Joe Jardi,Spanky Manikan,Danilo Posadas,Pancho Pelagio,Bobby Roldan,Jerry O'Hara,Rudy Hermano,Rikki Jimenez,Chiqui Xerxes-Burgos,Tommy Yap,Juling Bagabaldo,Joe Gruta,Nina Lorenzo"
Inception,4.18,148,2:28,"English,Swahili,Japanese",Christopher Nolan,2010,"Science Fiction,Action,Adventure",UK,69805,1108242,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ken Watanabe,Tom Hardy,Elliot Page,Dileep Rao,Cillian Murphy,Tom Berenger,Marion Cotillard,Pete Postlethwaite,Michael Caine,Lukas Haas,Talulah Riley,Tohoru Masamune,Taylor Geare,Claire Geare,Johnathan Geare,Yuji Okumoto,Earl Cameron,Ryan Hayward,Miranda Nolan"
Sweet Smell of Success,4.18,97,1:37,English,Alexander Mackendrick,1957,Drama,USA,5956,27720,"Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,Sam Levene,Barbara Nichols,David White,Jeff Donnell,Edith Atwater,Joe Frisco,Emile Meyer,Bess Flowers,Colin Kenny,Lawrence Dobkin,John Fiedler,Bert Stevens,Arthur Tovey,William H. O'Brien,Marion Gray"
Throne of Blood,4.18,108,1:48,Japanese,Akira Kurosawa,1957,"Drama,History",Japan,8692,48431,"Toshirō Mifune,Isuzu Yamada,Takashi Shimura,Akira Kubo,Hiroshi Tachikawa,Minoru Chiaki,Takamaru Sasaki,Gen Shimizu,Kokuten Kōdō,Kichijirô Ueda,Eiko Miyoshi,Chieko Naniwa,Nakajirô Tomita,Yû Fujiki,Sachio Sakai,Shin Ôtomo"
Ugetsu,4.18,96,1:36,Japanese,Kenji Mizoguchi,1953,"Drama,Fantasy,Mystery",Japan,4190,27015,"Machiko Kyō,Mitsuko Mito,Kinuyo Tanaka,Masayuki Mori,Eitarō Ozawa,Sugisaku Aoyama,Mitsusaburō Ramon,Ryōsuke Kagawa,Kichijirô Ueda,Shōzō Nanbu,Kikue Mōri,Ryūzaburō Mitsuoka,Ichirô Amano,Eigorô Onoe,Saburo Date,Fumihiko Yokoyama,Ichisaburo Sawamura,Koji Murata"
The Iron Giant,4.18,86,1:26,English,Brad Bird,1999,"Science Fiction,Drama,Family,Animation",USA,17559,219875,"Eli Marienthal,Jennifer Aniston,Harry Connick Jr.,Vin Diesel,James Gammon,Cloris Leachman,Christopher McDonald,John Mahoney,M. Emmet Walsh,Jack Angel,Bob Bergen,Mary Kay Bergman,Michael Bird"
Citizen Kane,4.17,119,1:59,English,Orson Welles,1941,"Drama,Mystery",USA,36213,251668,"Orson Welles,Joseph Cotten,Dorothy Comingore,Ray Collins,George Coulouris,Agnes Moorehead,Paul Stewart,Ruth Warrick,Erskine Sanford,William Alland,Everett Sloane,Fortunio Bonanova,Gus Schilling,Philip Van Zandt,Georgia Backus,Harry Shannon,Sonny Bupp,Buddy Swan,Gregg Toland,Don Ackerman,Nat King Cole,Gino Corrado,Maurice Costello,Demetrius Alexis,Gene Coogan,Art Dupuis,Rudy Germane,Mike Lally,Walter Lawrence,John Northpole,Victor Romito,Bob Terry,William Alston,Jack Gargan,Bert Moorhouse,Carmen Laroux,Sam Ash,Buddy Messinger,Terrance Ray,Sally Corner,Walter Bacon,Herbert Corthell,Harry A. Bailey,Danny Borzage,J.J. Clark,Tom Coleman,Carl Deloro,Jack Egan,Robert Haines,Ludwig Lowry,John McCormack,Hercules Mendez,Paddy O'Flynn,Sam Rice,Don Roberts,Larry Wheat,Larry Williams,Joan Blair,Morgan Brown,Harry Burkhardt,Edmund Cobb"
RRR,4.17,182,3:02,"Telugu,English",S. S. Rajamouli,2022,"Action,Drama",India,30405,66270,"N.T. Rama Rao Jr.,Ram Charan,Alia Bhatt,Ajay Devgn,Ray Stevenson,Alison Doody,Olivia Morris,Samuthirakani,Shriya Saran,Chatrapathi Sekhar,Makrand Deshpande,Rajiv Kanakala,Rahul Ramakrishna,Edward Sonnenblick"
The Truman Show,4.17,103,1:43,"English,Spanish",Peter Weir,1998,"Comedy,Drama",USA,63652,854722,"Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Ed Harris,Holland Taylor,Paul Giamatti,Brian Delate,Peter Krause,Blair Slater,Heidi Schanz,Una Damon,Krista Lynn Landolfi,O-Lan Jones,Ron Taylor,Don Taylor,Ted Raymond,Harry Shearer,Jeanette Miller,Philip Glass,Joe Minjares,Philip Baker Hall,John Pleshette,Terry Camilleri,Joel McKinnon Miller,Judy Clayton,Fritz Dominique,Angel Schmiedt"
Heat,4.17,170,2:50,"English,Spanish",Michael Mann,1995,"Drama,Thriller,Crime,Action",USA,37600,247031,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Amy Brenneman,Ashley Judd,Kevin Gage,Mykelti Williamson,Wes Studi,Ted Levine,Natalie Portman,Danny Trejo,William Fichtner,Hank Azaria,Dennis Haysbert,Tom Noonan,Susan Traylor,Kim Staunton,Henry Rollins,Jerry Trimble,Martin Ferrero,Ricky Harris,Tone Loc,Begonya Plaza,Hazelle Goodman,Ray Buktenica,Jeremy Piven,Xander Berkeley,Rick Avery,Brad Baldridge,Andrew Camuccio,Brian Camuccio,Max Daniels"
Umberto D.,4.17,91,1:31,Italian,Vittorio De Sica,1952,Drama,Italy,3342,21333,"Carlo Battisti,Maria Pia Casilio,Lina Gennari,Elena Rea,Memmo Carotenuto,Ileana Simova,Alberto Albani Barbieri,Lamberto Maggiorani,De Silva,Pasquale Campagnola,Riccardo Ferri"
"Life, and Nothing More...",4.17,95,1:35,Persian (Farsi),Abbas Kiarostami,1992,"Adventure,Drama",Iran,2558,13281,"Farhad Kheradmand,Buba Bayour,Hossein Rezai,Hocine Rifahi,Ferhendeh Feydi,Mahrem Feydi,Bahrovz Aydini,Ziya Babai,Mohamed Hocine Rouhi,Ahmed Ahmed Poor,Hocine Khadem,Maassouma Berouana,Chahrbanov Chefahi,Youssef Branki"
Solaris,4.17,167,2:47,Russian,Andrei Tarkovsky,1972,"Mystery,Science Fiction,Drama",USSR,13318,83497,"Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,Nikolay Grinko,Vladislav Dvorzhetsky,Georgiy Teykh,Sos Sargsyan,Olga Barnet,Tamara Ogorodnikova"
Gangs of Wasseypur - Part 2,4.17,160,2:40,Hindi,Anurag Kashyap,2012,"Crime,Action,Thriller",India,709,8032,"Nawazuddin Siddiqui,Huma Qureshi,Richa Chadha,Rajkummar Rao,Tigmanshu Dhulia,Pankaj Tripathi,Zeishan Quadri,Manoj Bajpayee,Aditya Kumar,Piyush Mishra,Satyakam Anand,Murari Kumar"
Coco,4.17,105,1:45,"English,Spanish",Lee Unkrich,2017,"Fantasy,Family,Adventure,Animation,Music,Comedy",Mexico,53178,724665,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renée Victor,Jaime Camil,Alfonso Arau,Herbert Siguenza,Lombardo Boyar,Ana Ofelia Murguía,Sofía Espinosa,Dyana Ortelli,Gabriel Iglesias,Selene Luna,Natalia Cordova-Buckley,Edward James Olmos,Carla Medina,Luis Valdez,Blanca Araceli,Polo Rojas,Montse Hernandez,Octavio Solis,Cheech Marin,Salvador Reyes,John Ratzenberger,Antonio Sol,Liliana Barba Meinecke,Emmanuel Bernal,David Berón,Denise Blasor,Wilma Bonet,Alex Castillo,Vicki Davis"
A Face in the Crowd,4.17,125,2:05,English,Elia Kazan,1957,Drama,USA,3368,14245,"Andy Griffith,Patricia Neal,Anthony Franciosa,Walter Matthau,Lee Remick,Percy Waram,Paul McGrath,Rod Brasfield,Marshall Neilan,Alexander Kirkland,Charles Irving,Howard Smith,Kay Medford"
"Comrades, Almost a Love Story",4.17,118,1:58,"Cantonese,Chinese,English",Peter Chan,1996,"Romance,Drama",Hong Kong,1820,8229,"Leon Lai,Maggie Cheung,Kristy Yang,Christopher Doyle,Eric Tsang,Joe Cheung Tung-Cho,Irene Tsu,Ding Yue,Michelle Gabriel,Crystal Chan,Jane Choi,Yu Ting,Gine Lui,Heather Traber"
Raiders of the Lost Ark,4.17,115,1:55,"English,Spanish,German,Hebrew (modern),Arabic,Nepali",Steven Spielberg,1981,"Adventure,Action",USA,29839,404820,"Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,Ronald Lacey,Wolf Kahler,Anthony Higgins,Denholm Elliott,Alfred Molina,Vic Tablian,Don Fellows,William Hootkins,George Harris,Fred Sorenson,Anthony Chinn,Eddie Tagoe,Bill Reimbold,Patrick Durkin,Matthew Scurfield,Malcolm Weaver"
The Tale of the Princess Kaguya,4.17,137,2:17,Japanese,Isao Takahata,2013,"Drama,Fantasy,Animation",Japan,11629,80116,"Aki Asakura,Kengo Kora,Takeo Chii,Nobuko Miyamoto,Atsuko Takahata,Tomoko Tabata,Shinosuke Tatekawa,Takaya Kamikawa,Hikaru Ijūin,Ryûdô Uzaki,Shichinosuke Nakamura,Isao Hashizume,Tatsuya Nakadai,Yukiji Asaoka,Tamaki Kojo,Yuji Miyake,Mirai Uchida,Hiroyuki Yamamoto"
Network,4.17,122,2:02,English,Sidney Lumet,1976,Drama,USA,12629,78153,"Peter Finch,Faye Dunaway,William Holden,Robert Duvall,Beatrice Straight,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross,Stanley Grover"
Saving Private Ryan,4.17,169,2:49,"English,Czech,German,French",Steven Spielberg,1998,"War,History,Drama",USA,20888,416203,"Tom Hanks,Tom Sizemore,Edward Burns,Matt Damon,Barry Pepper,Adam Goldberg,Vin Diesel,Giovanni Ribisi,Ted Danson,Jeremy Davies,Paul Giamatti,Dennis Farina,Joerg Stadler,Max Martini,Dylan Bruno,Daniel Cerqueira,Demetri Goritsas,Ian Porter,Gary Sefton,Julian Spencer,Steve Griffin,William Marsh,Marc Cass,Markus Napier,Neil Finnighan,Peter Miles,Paul Garcia,Seamus McQuade,Ronald Longridge,Adam Shaw,Rolf Saxon,Corey Johnson,Loclann Aiken,John Barnett,Maclean Burke,Victor Burke"
Time of the Gypsies,4.17,142,2:22,"Serbo-Croatian,Bosnian",Emir Kusturica,1988,"Drama,Crime,Fantasy,Comedy",Italy,878,10110,"Davor Dujmović,Borivoje Todorović,Ljubica Adzovic,Husnija Hasimovic,Sinolichka Trpkova,Zabit Memedov,Elvira Sali,Suada Karisik"
To Live,4.16,133,2:13,"Chinese,Kazakh",Zhang Yimou,1994,"Drama,War,Romance",China,1081,8974,"Ge You,Gong Li,Niu Ben,Jiang Wu,Huang Zong Luo,Guo Tao,Ni Dahong,Liu Tianchi,Zhang Lu,Xiao Cong,Dong Fei,Liu Yanjin,Li Lianyi,Zhang Kang,Zhao Yuxiu,Sophie Su Yan,Ding Jianjun"
An Autumn Afternoon,4.16,114,1:54,Japanese,Yasujirō Ozu,1962,Drama,Japan,2324,13516,"Chishū Ryū,Shima Iwashita,Keiji Sada,Mariko Okada,Teruo Yoshida,Noriko Maki,Shinichirô Mikami,Nobuo Nakamura,Eijirô Tôno,Kuniko Miyake,Kyōko Kishida,Ryuji Kita,Toyo Takahashi,Shinobu Asaji,Masao Oda"
Hope,4.16,122,2:02,Korean,Lee Joon-ik,2013,"Family,Drama",South Korea,1464,9929,"Sol Kyung-gu,Uhm Ji-won,Lee Re,Kim Sang-ho,Kim Hae-sook,Ra Mi-ran,Kwon Tae-won,Kang Shin-chul,Seo Hyun-woo,Kim Mi-kyoung,Jung Min-sung,Ahn Se-ha,Jo Bok-rae,Jo Moon-ee,Kim Ooh-jin"
Samurai Rebellion,4.16,121,2:01,Japanese,Masaki Kobayashi,1967,"Drama,Action",Japan,1495,9100,"Toshirō Mifune,Yōko Tsukasa,Gō Katō,Tatsuyoshi Ehara,Etsuko Ichihara,Isao Yamagata,Tatsuya Nakadai,Shigeru Kôyama,Michiko Otsuka,Tatsuo Matsumura,Masao Mishima,Jun Hamamura,Takamaru Sasaki,Hideo Fukuhara,Tetsuko Kobayashi,Hisano Yamaoka,Yoshirô Aoki"
The Devils,4.16,113,1:53,English,Ken Russell,1971,"History,Drama",UK,6374,25418,"Oliver Reed,Vanessa Redgrave,Dudley Sutton,Max Adrian,Gemma Jones,Murray Melvin,Michael Gothard,Georgina Hale,Brian Murphy,Christopher Logue,Graham Armitage,John Woodvine,Andrew Faulds"
Boogie Nights,4.16,156,2:36,English,Paul Thomas Anderson,1997,Drama,USA,39668,234291,"Mark Wahlberg,Julianne Moore,Burt Reynolds,Don Cheadle,John C. Reilly,Heather Graham,William H. Macy,Luis Guzmán,Philip Seymour Hoffman,Philip Baker Hall,Rico Bueno,Nicole Ari Parker,Samson Barkhordarian,Nina Hartley,Alfred Molina,Brad Braeden,Joanna Gleason,Lawrence Hudd,Michael Stein,Stanley DeSantis,Patricia Forte,Kai Lennox,Laurel Holloman,Jason Andrews,Robert Ridgely,Little Cinderella,Greg Lauren,Tom Dorfmeister,Jason ""Jake"" Cross,Ricky Jay,Jack Wallace,Selwyn Emerson Miller,Jamielyn Lippman,Missy Spell Tanner,Raymond Laboriel,Melora Walters,Jon Brion,Brian Kehew"
Rashomon,4.16,88,1:28,Japanese,Akira Kurosawa,1950,"Crime,Drama,Mystery",Japan,15815,108793,"Toshirō Mifune,Machiko Kyō,Takashi Shimura,Masayuki Mori,Minoru Chiaki,Kichijirô Ueda,Noriko Honma,Daisuke Katō"
Little Women,4.16,135,2:15,"English,French",Greta Gerwig,2019,"History,Drama,Romance",USA,121721,645822,"Saoirse Ronan,Florence Pugh,Emma Watson,Eliza Scanlen,Laura Dern,Timothée Chalamet,Meryl Streep,Tracy Letts,Bob Odenkirk,James Norton,Louis Garrel,Jayne Houdyshell,Chris Cooper,Rafael Silva,Mason Alban,Emily Edström,Maryann Plunkett,Hadley Robinson,Lonnie Farmer,Charlotte Kinder,Ana Kayne,Edgar Damatian"
Winter Sleep,4.16,196,3:16,"Turkish,English",Nuri Bilge Ceylan,2014,Drama,Turkey,2241,24564,"Haluk Bilginer,Melisa Sözen,Demet Akbağ,Ayberk Pekcan,Serhat Kılıç,Tamer Levent,Nejat İşler,Nadir Sarıbacak,Gamze Kuş"
Tokyo Twilight,4.16,141,2:21,Japanese,Yasujirō Ozu,1957,Drama,Japan,989,6468,"Setsuko Hara,Ineko Arima,Chishū Ryū,Isuzu Yamada,Teiji Takahashi,Masami Taura,Haruko Sugimura,Sō Yamamura,Kinzō Shin,Kamatari Fujiwara,Nobuo Nakamura,Seiji Miyaguchi,Junji Masuda"
The Man Who Sleeps,4.16,77,1:17,French,Georges Perec,1974,Drama,France,2570,12034,"Jacques Spiesser,Ludmila Mikaël"
Some Like It Hot,4.16,122,2:02,English,Billy Wilder,1959,"Romance,Music,Crime,Comedy",USA,14326,112402,"Tony Curtis,Jack Lemmon,Marilyn Monroe,George Raft,Pat O’Brien,Joe E. Brown,Nehemiah Persoff,Joan Shawlee,Billy Gray,George E. Stone,Dave Barry,Mike Mazurki,Harry Wilson,Beverly Wills,Barbara Drew,Edward G. Robinson Jr.,Sam Bagley,Alex Ball,Brandon Beach,Phil Bloom,Willie Bloom,Al Breneman,Steve Carruthers,James J. Casino,Noble Chissell,Beulah Christian,Ted Christy,Robert Cole,Marian Collier,Pat Comiskey,Bing Conley,Paul Cristo"
Sunrise: A Song of Two Humans,4.16,94,1:34,"English,No spoken language",F. W. Murnau,1927,"Drama,Romance",USA,5536,32627,"George O’Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,J. Farrell MacDonald,Ralph Sipperly,Jane Winton,Arthur Housman,Eddie Boland,Herman Bing,Sidney Bracey,Gino Corrado,Vondell Darr,Sally Eilers,Gibson Gowland"
Who's Afraid of Virginia Woolf?,4.16,131,2:11,"English,Latin",Mike Nichols,1966,Drama,USA,6844,36585,"Elizabeth Taylor,Richard Burton,George Segal,Sandy Dennis,Agnes Flanagan,Frank Flanagan"
Early Summer,4.16,125,2:05,"Japanese,English",Yasujirō Ozu,1951,Drama,Japan,1563,9796,"Setsuko Hara,Chishū Ryū,Chikage Awashima,Kuniko Miyake,Ichirō Sugai,Chieko Higashiyama,Haruko Sugimura,Kuniko Igawa,Hiroshi Nihon'yanagi,Shūji Sano,Toyo Takahashi,Seiji Miyaguchi,Kokuten Kōdō,Matsuko Shiga,Tomoka Hasebe,Zen Murase"
The Matrix,4.16,136,2:16,English,Lilly Wachowski,1999,"Science Fiction,Action",USA,77093,788550,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Joe Pantoliano,Marcus Chong,Anthony Ray Parker,Matt Doran,Gloria Foster,Belinda McClory,Paul Goddard,Robert Taylor,Ada Nicodemou,Julian Arahanga,David Aston"
