Movie,MyRating,LBRating,Difference,ReviewDate,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
The Hateful Eight,3.5,3.86,-0.36,04/28/2016,188,3:08,"English,Spanish",Quentin Tarantino,2015,"Drama,Mystery,Western",USA,34613,482029,"Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demián Bichir,Tim Roth,Michael Madsen,Bruce Dern,James Parks,Dana Gourrier,Zoë Bell,Lee Horsley,Gene Jones,Keith Jefferson,Craig Stark,Belinda Owino,Channing Tatum,Quentin Tarantino"
Spectre,4.0,3.09,0.91,11/06/2015,148,2:28,"English,French,Spanish,Italian,German",Sam Mendes,2015,"Action,Adventure,Thriller",UK,24076,254857,"Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,Naomie Harris,Ben Whishaw,Monica Bellucci,Dave Bautista,Andrew Scott,Rory Kinnear,Jesper Christensen,Alessandro Cremona,Stephanie Sigman,Tenoch Huerta,Adriana Paz,Marco Zingaro,Ian Bonar,Pip Carter,Simon Lenagan,Alessandro Bressanello,Marc Zinga,Brigitte Millar,Adel Bencherif,Peppe Lanzetta"
Hotel Transylvania 2,3.5,2.91,0.59,10/26/2015,89,1:29,English,Genndy Tartakovsky,2015,"Animation,Comedy,Family,Fantasy",USA,5350,90876,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,David Spade,Keegan-Michael Key,Asher Blinkoff,Fran Drescher,Molly Shannon,Megan Mullally,Nick Offerman,Dana Carvey,Rob Riggle,Mel Brooks,Jonny Solomon,Chris Kattan,Sadie Sandler,Sunny Sandler,Jon Lovitz,Robert Smigel,Ava Acres,Cole Sand,Rose Abdoo,Luenell,Melissa Sturm"
The Intern,3.5,3.27,0.23,12/21/2015,121,2:01,English,Nancy Meyers,2015,Comedy,USA,11255,124710,"Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm,JoJo Kushner,Andrew Rannells,Adam DeVine,Zack Pearlman,Jason Orley,Christina Scherer,Nat Wolff,Linda Lavin,Celia Weston,Steve Vinovich,C.J. Wilson,Mary Kay Place,Erin Mackey,Christina Brucato,Wallis Currie-Wood,Molly Bernard,Paulina Singer,Annie Funke,Christine Evangelista,Julee Cerda,Peter Vack,Nikki Granatell,Liza Binkley"
Spotlight,4.0,3.99,0.01,03/31/2018,129,2:09,English,Tom McCarthy,2015,"Drama,History",Canada,21853,287835,"Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Stanley Tucci,Brian d'Arcy James,Gene Amoroso,Billy Crudup,Maureen Keiller,Paul Guilfoyle,Len Cariou,Neal Huff,Michael Cyril Creighton,Laurie Heineman,Tim Progosh,Elena Wohl,Doug Murray,Sharon McFarlane,Jamey Sheridan,Robert B. Kennedy,Duane Murray,Brian Chamberlain,Michael Countryman,Tim Whalen,Brad Borbridge,Don Allison,Patty Ross,Paloma Nuñez,Robert Clarke,Gary Galone,David Fraser"
Manjhi: The Mountain Man,4.0,3.41,0.59,08/23/2015,124,2:04,Hindi,Ketan Mehta,2015,Drama,India,36,960,"Nawazuddin Siddiqui,Radhika Apte,Tigmanshu Dhulia,Pankaj Tripathi,Urmila Mahanta,Ashraf Ul Haq,Jagat Rawat,Deepa Sahi,Prashant Narayanan,Rashaana Shah"
Drishyam,4.0,3.78,0.22,,163,2:43,Hindi,Nishikant Kamat,2015,"Crime,Thriller,Mystery,Drama",India,522,6163,"Ajay Devgn,Tabu,Shriya Saran,Rajat Kapoor,Ishita Dutta,Mrunal Jadhav,Kamlesh Sawant,Prathamesh Parab,Rishab Chadha,Prasanna Ketkar,Sandeep Pandey,Ashish Warang,Sanjay Bhatia,Sonika Chopra,Sharad Bhutadiya,Yogesh Soman"
Mission: Impossible - Rogue Nation,4.0,3.62,0.38,08/16/2015,131,2:11,"English,German,Swedish",Christopher McQuarrie,2015,"Adventure,Action",USA,19606,187720,"Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames,Sean Harris,Simon McBurney,Zhang Jingchu,Tom Hollander,Jens Hultén,Alec Baldwin,Mateo Rufino,Fernando Abadie,Alec Utgoff,Hermione Corfield,Nigel Barber,William Roberts,Patrick Poletti,Martin Cochrane,David Peart,Barnabás Réti,Ash Merat,James Weber Brown,Robert Maaser,Wolfgang Stegemann,Eva-Marie Becker,Adam Ganne,Jesus Alvarez,America Olivo,James Cleverton"
Tut,3.5,3.13,0.37,08/31/2015,270,4:30,English,David Von Ancken,2015,Drama,Canada,35,521,"Ben Kingsley,Avan Jogia,Nonso Anozie,Sibylla Deen,Alexander Siddig,Kylie Bunbury,Peter Gadiot,Iddo Goldberg,Alistair Toovey,Silas Carson,Kaizer Akhtar,Steve Toussaint,Geoffrey Burton,Leon Lopez"
Ant-Man,3.5,3.33,0.17,06/24/2018,117,1:57,English,Peyton Reed,2015,"Adventure,Science Fiction,Action",USA,34723,594707,"Paul Rudd,Michael Douglas,Evangeline Lilly,Bobby Cannavale,Corey Stoll,Anthony Mackie,Judy Greer,Abby Ryder Fortson,Michael Peña,David Dastmalchian,T.I.,Wood Harris,Hayley Atwell,John Slattery,Martin Donovan,Garrett Morris,Gregg Turkington,Rod Hallett,Joe Chrest,Joe Bucaro III,Jean Louisa Kelly,Dax Griffin,Hayley Lovitt,Anna Akana,Stan Lee,Tom Kenny,Norma Alvarez,Darcie Isabella Cottrell,Teddy Williams,Carol Anne Watts,Chuck David Willis,Diana Chiritescu"
Justice League: Gods and Monsters,4.0,3.22,0.78,08/16/2015,76,1:16,English,Sam Liu,2015,"Action,Fantasy,Animation",USA,893,8927,"Benjamin Bratt,Michael C. Hall,Tamara Taylor,Jason Isaacs,C. Thomas Howell,Paget Brewster,Kari Wahlgren,Grey DeLisle,Larry Cedar,Eric Bauza,Penny Johnson,Dee Bradley Baker"
Minions,3.5,2.65,0.85,08/31/2015,91,1:31,English,Kyle Balda,2015,"Animation,Adventure,Comedy,Family",USA,13810,169742,"Sandra Bullock,Jon Hamm,Michael Keaton,Allison Janney,Steve Coogan,Jennifer Saunders,Geoffrey Rush,Steve Carell,Pierre Coffin,Katy Mixon,Michael Beattie,Hiroyuki Sanada,Dave Rosenbaum,Alex Dowding,Paul Thornley,Kyle Balda,Ava Acres,Sherry Lynn"
Entourage,4.0,2.66,1.34,10/09/2018,104,1:44,English,Doug Ellin,2015,Comedy,USA,2228,18466,"Kevin Connolly,Adrian Grenier,Kevin Dillon,Jerry Ferrara,Jeremy Piven,Emmanuelle Chriqui,Perrey Reeves,Rex Lee,Debi Mazar,Rhys Coiro,Constance Zimmer,Haley Joel Osment,Ronda Rousey,Kid Cudi,Alan Dale,Emily Ratajkowski,Billy Bob Thornton,Nina Agdal,Lucas Ellin,Piers Morgan,Rocky,Mark Cuban,Sabina Gadecki,Thierry Henry,Max Ellin,Jennie Kwan,T.I.,Tiny Harris,Saigon,Rob Gronkowski,David Arquette,Russell Wilson,Gary Busey,Baron Davis,Bob Saget,Kayla Collins,Rebekah Graf,Jim Gray"
Sicario,4.0,3.9,0.10,10/09/2018,122,2:02,"English,Spanish",Denis Villeneuve,2015,"Crime,Thriller,Action",Mexico,29568,319305,"Emily Blunt,Benicio del Toro,Josh Brolin,Daniel Kaluuya,Victor Garber,Jon Bernthal,Jeffrey Donovan,Raoul Max Trujillo,Julio Cedillo,Hank Rogerson,Bernardo P. Saracino,Maximiliano Hernández,Edgar Arreola,Kevin Wiggins,Kim Larrichio,Jesus Nevarez-Castillo,Dylan Kenin,Sarah Minnich"
Inside Out,4.0,3.87,0.13,08/26/2015,95,1:35,English,Pete Docter,2015,"Adventure,Comedy,Family,Drama,Animation",USA,34856,794547,"Amy Poehler,Phyllis Smith,Bill Hader,Kaitlyn Dias,Richard Kind,Lewis Black,Mindy Kaling,Diane Lane,Kyle MacLachlan,Bobby Moynihan,Paula Poundstone,Paula Pell,Dave Goelz,Frank Oz,Josh Cooley,Flea,John Ratzenberger,Carlos Alazraqui,Peter Sagal,Rashida Jones,Lori Alan,Gregg Berger,Aurora Blue,Veronika Bonell,Lola Cooley,John Cygan"
Avengers: Age of Ultron,4.0,3.14,0.86,08/21/2015,141,2:21,English,Joss Whedon,2015,"Science Fiction,Action,Adventure",USA,41169,650688,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Jeremy Renner,James Spader,Samuel L. Jackson,Don Cheadle,Aaron Taylor-Johnson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Linda Cardellini,Stellan Skarsgård,Claudia Kim,Thomas Kretschmann,Andy Serkis,Julie Delpy,Stan Lee,Henry Goodman,Chris Luca,Brian Schaeffer,Dominique Provost-Chalkley,Isaac Andrews,Gareth Kieran Jones"
The Age of Adaline,4.0,3.32,0.68,05/31/2015,112,1:52,English,Lee Toland Krieger,2015,"Fantasy,Romance,Drama",USA,9354,86720,"Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Kathy Baker,Amanda Crew,Lynda Boyd,Richard Harmon,Fulvio Cecere,Anjali Jay,Hiro Kanagawa,Peter J. Gray,Izabel Pearce,Cate Richardson"
Batman vs. Robin,3.5,3.19,0.31,07/25/2015,72,1:12,English,Jay Oliva,2015,"Animation,Action,Adventure,Science Fiction",USA,2193,18769,"Jason O'Mara,Stuart Allan,David McCallum,Sean Maher,Jeremy Sisto,'Weird Al' Yankovic,Robin Atkin Downes,Peter Onorati,Kevin Conroy,Grey DeLisle,Griffin Gluck,Troy Baker"
Last Knights,3.5,2.63,0.87,05/02/2015,115,1:55,English,Kazuaki Kiriya,2015,"Action,Adventure",Czechia,467,4968,"Clive Owen,Morgan Freeman,Aksel Hennie,Shohreh Aghdashloo,James Babson,Giorgio Caputo,Cliff Curtis,Hannah Rose Caton,Tsuyoshi Ihara,Klára Issová,Ahn Sung-ki,Anna Linhartová,Park Si-yeon,Payman Maadi,Noah Silver,Ayelet Zurer,Michael Lombardi,Daniel Adegboyega,Dave Legeno,Val Lauren,Robert Russell,Lee Ingleby,Peter Hosking,Dan Brown,Nigel Gore"
Southpaw,4.0,3.42,0.58,08/31/2015,123,2:03,English,Antoine Fuqua,2015,"Drama,Action",USA,6442,85840,"Jake Gyllenhaal,Rachel McAdams,Forest Whitaker,Oona Laurence,50 Cent,Skylan Brooks,Naomie Harris,Victor Ortiz,Beau Knapp,Miguel Gómez,Dominic Colón"
Furious 7,3.5,3.22,0.28,04/03/2015,137,2:17,"English,Arabic,Spanish,Thai",James Wan,2015,"Crime,Thriller,Adventure,Action",USA,14832,151648,"Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,Tyrese Gibson,Ludacris,Jordana Brewster,Djimon Hounsou,Tony Jaa,Ronda Rousey,Nathalie Emmanuel,Kurt Russell,Jason Statham,Sung Kang,Gal Gadot,Lucas Black,Elsa Pataky,Noel Gugliemi,John Brotherton,Luke Evans,Ali Fazal,Miller Kimsey,Charlie Kimsey"
Cinderella,3.5,3.18,0.32,08/19/2015,105,1:45,English,Kenneth Branagh,2015,"Drama,Fantasy,Family,Romance",UK,10162,129337,"Lily James,Cate Blanchett,Richard Madden,Stellan Skarsgård,Holliday Grainger,Sophie McShera,Derek Jacobi,Helena Bonham Carter,Nonso Anozie,Ben Chaplin,Hayley Atwell,Richard McCabe,Rob Brydon,Jana Pérez,Alex MacQueen,Tom Edden,Gareth Mason,Paul Hunter,Eloise Webb,Joshua McGuire"
The Boy Next Door,1.5,1.84,-0.34,07/09/2015,91,1:31,English,Rob Cohen,2015,Thriller,USA,2111,16209,"Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett,Kristin Chenoweth,Hill Harper,Lexi Atkins,François Chau,Bailey Chase,Raquel Gardner,Jack Wallace,Adam Hicks"
Mortdecai,3.0,2.15,0.85,05/02/2015,107,1:47,English,David Koepp,2015,"Adventure,Comedy",USA,2045,23924,"Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Jonny Pasvolsky,Olivia Munn,Jeff Goldblum,Michael Culkin,Ulrich Thomsen,Alec Utgoff,Guy Burnet,Paul Whitehouse,Norma Atallah"
Justice League: Throne of Atlantis,3.5,2.98,0.52,09/10/2015,72,1:12,English,Ethan Spaulding,2015,"Animation,Adventure,Action,Science Fiction",USA,1686,15936,"Sean Astin,Rosario Dawson,Nathan Fillion,Christopher Gorham,Matt Lanter,Sumalee Montano,Jerry O'Connell,Jason O'Mara,Shemar Moore,Samuel Witwer,Juliet Landau,Harry Lennix,Sirena Irwin,Patrick Cavanaugh"
Night at the Museum: Secret of the Tomb,3.0,2.72,0.28,04/21/2019,98,1:38,English,Shawn Levy,2014,"Comedy,Fantasy,Family,Adventure",UK,3696,78769,"Ben Stiller,Robin Williams,Owen Wilson,Steve Coogan,Ricky Gervais,Dan Stevens,Rebel Wilson,Skyler Gisondo,Rami Malek,Patrick Gallagher,Mizuo Peck,Ben Kingsley,Dick Van Dyke,Mickey Rooney,Bill Cobbs,Andrea Martin,Rachael Harris,Matt Frewer,Brad Garrett,Regina Taufen,Percy Hynes White,Brennan Elliott,Kerry van der Griend,Matthew Harrison,Jody Racicot,Randy Lee,Darryl Quon,Paul Chih-Ping Cheng,Gerald Wong,Anjali Jay"
Kingsman: The Secret Service,4.0,3.71,0.29,05/02/2015,129,2:09,"English,Arabic",Matthew Vaughn,2014,"Action,Comedy,Crime,Adventure",UK,29492,480878,"Colin Firth,Samuel L. Jackson,Mark Strong,Taron Egerton,Sophie Cookson,Sofia Boutella,Michael Caine,Mark Hamill,Samantha Womack,Jonno Davies,Jack Davenport,Adrian Quinton,Alex Nikolov,Velibor Topic,Geoff Bell,Jordan Long,Theo Barklem-Biggs,Tobi Bakare,Morgan Watkins,Paul Kennington,Ralph Ineson"
Exodus: Gods and Kings,3.0,2.44,0.56,05/02/2015,150,2:30,English,Ridley Scott,2014,"Adventure,Drama,Action",Spain,3099,40059,"Christian Bale,Joel Edgerton,Ben Kingsley,John Turturro,Aaron Paul,Ben Mendelsohn,María Valverde,Sigourney Weaver,Hiam Abbass,Isaac Andrews,Indira Varma,Ewen Bremner,Golshifteh Farahani,Ghassan Massoud,Tara Fitzgerald"
The Hobbit: The Battle of the Five Armies,4.0,3.13,0.87,01/12/2015,144,2:24,English,Peter Jackson,2014,"Fantasy,Adventure,Action",New Zealand,15537,268804,"Ian McKellen,Martin Freeman,Richard Armitage,Orlando Bloom,Evangeline Lilly,Luke Evans,Lee Pace,Benedict Cumberbatch,Ken Stott,Aidan Turner,Dean O'Gorman,Billy Connolly,Graham McTavish,James Nesbitt,Stephen Fry,Ryan Gage,Cate Blanchett,Ian Holm,Christopher Lee,Hugo Weaving,Mikael Persbrandt,Sylvester McCoy,Peter Hambleton,John Callen"
Horrible Bosses 2,3.0,2.75,0.25,12/29/2014,108,1:48,English,Sean Anders,2014,Comedy,USA,4989,59977,"Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Chris Pine,Christoph Waltz,Jonathan Banks,Lindsay Sloane,Keegan-Michael Key,Kelly Stables"
American Sniper,3.5,3.2,0.30,11/12/2015,133,2:13,English,Clint Eastwood,2014,"War,Action",USA,10224,198696,"Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed,Elise Robertson,Keir O'Donnell,Luke Sunshine,Kevin Lacz,Troy Vincent,Brandon Salgado Telis,Chance Kelly,Marnette Patterson,Billy Miller,Leonard Roberts,Reynaldo Gallegos,Jake McDorman,Cory Hardrict,Eric Ladin,Brando Eaton,James Ryen,Luke Grimes,Sammy Sheik,Evan Gamble,Tim Griffin,Brian Hallisay,Navid Negahban,Fehd Benchemsi,Eric Close,Zack Duhame,Mido Hamada,Kathe Mazur,Sam Jaeger"
Penguins of Madagascar,3.5,2.91,0.59,01/12/2015,92,1:32,English,Eric Darnell,2014,"Adventure,Family,Comedy,Animation",USA,4998,60066,"Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,John Malkovich,Benedict Cumberbatch,Ken Jeong,Annet Mahendru,Peter Stormare,Andy Richter,Danny Jacobs,Werner Herzog,Sean Charmatz,Billy Eichner"
Big Hero 6,4.0,3.78,0.22,08/16/2015,102,1:42,English,Chris Williams,2014,"Family,Animation,Adventure,Comedy,Action",USA,21697,453697,"Scott Adsit,Ryan Potter,Daniel Henney,T.J. Miller,Jamie Chung,Damon Wayans Jr.,Génesis Rodríguez,James Cromwell,Alan Tudyk,Maya Rudolph,Abraham Benrubi,Katie Lowes,Billy Bush,Daniel Gerson,Paul Briggs,Charlie Adler,Marcella Lentz-Pope,David Shaughnessy,Cam Clarke"
The Judge,3.5,3.29,0.21,12/29/2014,141,2:21,English,David Dobkin,2014,Drama,USA,3645,43205,"Robert Downey Jr.,Robert Duvall,Vera Farmiga,Billy Bob Thornton,Vincent D'Onofrio,Jeremy Strong,Dax Shepard,Leighton Meester,Ken Howard,Emma Tremblay,Balthazar Getty,David Krumholtz,Grace Zabriskie,Denis O'Hare,Sarah Lancaster,Lonnie Farmer,Matt Riedy,Mark Kiely,Jeremy Holm,Catherine Cummings,Tamara Hickey"
Dracula Untold,4.0,2.57,1.43,12/26/2014,92,1:32,English,Gary Shore,2014,"Action,Horror,War,Drama,Fantasy",USA,3858,41190,"Luke Evans,Dominic Cooper,Sarah Gadon,Charles Dance,Art Parkinson,Diarmaid Murtagh,Ronan Vibert,William Houston,Ferdinand Kingsley,Zach McGowan,Paul Kaye,Thor Kristjansson,Arkie Reece,Noah Huntley,Joseph Long,Jakub Gierszał,Joe Benjamin,Paul Bullion,Mish Boyko,Dilan Gwyn,Phil Zimmerman,Dominic Borrelli,Tom Benedict Knight,Paul Casar,Stavros Demetraki,J.J. Murphy,Ruth Baxter,Rachel Kennedy,Louise Parker,Glen Barry,Shane McCaffrey"
Gone Girl,4.5,4.07,0.43,03/28/2015,149,2:29,English,David Fincher,2014,"Drama,Thriller,Mystery",USA,104074,908126,"Ben Affleck,Rosamund Pike,Carrie Coon,Kim Dickens,Neil Patrick Harris,Tyler Perry,Patrick Fugit,Lisa Banes,David Clennon,Boyd Holbrook,Lola Kirke,Casey Wilson,Missi Pyle,Emily Ratajkowski,Scoot McNairy,Sela Ward,Lee Norris,Jamie McShane,Leonard Kelly-Young,Kathleen Rose Perkins,Pete Housman,Lynn Adrianna,Cyd Strittmatter,Ricky Wood,Donna Rusch,Mark Atteberry,Darin Cooper,Kate Campbell,Brett Leigh,Antonio St. James"
Outcast,2.5,1.77,0.73,05/29/2015,98,1:38,English,Nick Powell,2014,Action,Canada,743,3669,"Hayden Christensen,Nicolas Cage,Liu Yifei,Summer Jike,Andy On,Anoja Dias Bolt,Byron Lawson,Fernando Chien,Jawed El Berni,Preston Baker,Ron Smoorenburg,Alaa Safi,Paul Philip Clark,Manel Soler,Daxing Zhang,Max Huang,Jack Tu,Vander McLeod"
John Wick,3.5,3.82,-0.32,05/20/2019,101,1:41,"English,Hungarian,Russian",Chad Stahelski,2014,"Thriller,Action",USA,45267,528423,"Keanu Reeves,Michael Nyqvist,Ian McShane,John Leguizamo,Willem Dafoe,Alfie Allen,Dean Winters,Adrianne Palicki,Lance Reddick,Bridget Moynahan,David Patrick Kelly,Randall Duk Kim,Munro M. Bonnell,Omer Barnea,Toby Leonard Moore,Matt McColm"
The Equalizer,3.5,3.3,0.20,12/26/2014,132,2:12,English,Antoine Fuqua,2014,"Crime,Thriller,Action",USA,7128,95684,"Denzel Washington,Marton Csokas,Chloë Grace Moretz,Johnny Skourtis,David Harbour,Haley Bennett,David Meunier,Bill Pullman,Melissa Leo,Alex Veadov,Vladimir Kulich,E. Roger Mitchell,James Wilcox,Mike O'Dea,Anastasia Sanidopoulos Mousis,Allen Maldonado,Rhet Kidd"
Nightcrawler,4.0,4.03,-0.03,01/14/2020,118,1:58,English,Dan Gilroy,2014,"Crime,Thriller,Drama",USA,64623,623512,"Jake Gyllenhaal,Rene Russo,Riz Ahmed,Bill Paxton,Kevin Rahm,Michael Hyatt,Price Carson,Kent Shocknek,Sharon Tay,Ann Cusack,Carolyn Gilroy,Marco Rodríguez,Michael Papajohn,Jonny Coyne,Rick Chambers,Pat Harvey,Rick Garcia"
The November Man,3.5,2.63,0.87,12/27/2014,108,1:48,English,Roger Donaldson,2014,"Thriller,Action,Crime",UK,965,8957,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Amila Terzimehic,Lazar Ristovski,Eliza Taylor,Caterina Scorsone,Akie Kotabe,Will Patton,Patrick Kennedy,Dragan Marinković 'Maca',Miloš Timotijević,Mediha Musliović,Ben Willens"
The Giver,3.0,2.63,0.37,12/26/2014,97,1:37,English,Phillip Noyce,2014,"Drama,Science Fiction",USA,4843,49019,"Brenton Thwaites,Odeya Rush,Jeff Bridges,Meryl Streep,Katie Holmes,Alexander Skarsgård,Cameron Monaghan,Taylor Swift,Emma Tremblay,Katharina Damm,Alexander Jillings,James Jillings,Jordan Nicholas Smal,Saige Fernandes"
Guardians of the Galaxy,4.0,3.81,0.19,08/06/2014,121,2:01,English,James Gunn,2014,"Adventure,Action,Science Fiction",USA,45817,943147,"Chris Pratt,Zoe Saldaña,Dave Bautista,Vin Diesel,Bradley Cooper,Lee Pace,Michael Rooker,Karen Gillan,Djimon Hounsou,John C. Reilly,Glenn Close,Benicio del Toro,Laura Haddock,Sean Gunn,Peter Serafinowicz,Christopher Fairbank,Krystian Godlewski,Wyatt Oleff,Gregg Henry,Janis Ahern,Solomon Mousley,Lindsay Morton,Robert Firth,Melia Kreiling,Tom Proctor,Nick Holmes,Max Wrottesley,Stan Lee,Nicole Alexandra Shipley,Sharif Atkins"
Batman: Assault on Arkham,3.5,3.34,0.16,08/23/2014,75,1:15,English,Jay Oliva,2014,"Animation,Crime,Thriller,Action",USA,2429,22467,"Kevin Conroy,Neal McDonough,Hynden Walch,Troy Baker,Matthew Gray Gubler,Jennifer Hale,Greg Ellis,John DiMaggio,CCH Pounder,Chris Cox,Giancarlo Esposito,Martin Jarvis"
Hercules,2.5,2.36,0.14,10/29/2014,99,1:39,English,Brett Ratner,2014,"Adventure,Action",USA,2201,32673,"Dwayne Johnson,Ian McShane,John Hurt,Rufus Sewell,Aksel Hennie,Ingrid Bolsø Berdal,Reece Ritchie,Joseph Fiennes,Tobias Santelmann,Peter Mullan,Rebecca Ferguson,Isaac Andrews,Joe Anderson,Stephen Peacocke,Nicholas Moss,Irina Shayk,Robert Maillet,Ian Whyte,Barbara Palvin,Caroline Boulton,Christopher Fairbank,John Cross,Máté Haumann,Matt Devere"
Dawn of the Planet of the Apes,3.5,3.67,-0.17,11/12/2014,130,2:10,English,Matt Reeves,2014,"Drama,Action,Science Fiction,Thriller",USA,14902,225480,"Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Toby Kebbell,Kodi Smit-McPhee,Kirk Acevedo,Nick Thurston,Terry Notary,Karin Konoval,Judy Greer,Jon Eyez,Enrique Murciano,Doc Shaw,Lee Ross"
22 Jump Street,3.5,3.31,0.19,06/23/2014,112,1:52,English,Phil Lord,2014,"Crime,Action,Comedy",USA,13732,243984,"Jonah Hill,Channing Tatum,Peter Stormare,Wyatt Russell,Amber Stevens West,Jillian Bell,Ice Cube,Keith Lucas,Kenneth Lucas,Nick Offerman,Jimmy Tatro,Caroline Aaron,Craig Roberts,Marc Evan Jackson,Joe Chrest,Eddie J. Fernandez,Rye Rye,Johnny Pemberton,Stanley Wong,Dax Flame,Diplo,Tyler Forrest,John Bostic,Richard Grieco,Dustin Nguyen,Ian Hoch,Kate Adair,Drew Cross,Katrina Despain,Oscar Gale,Janeline Hayes,Jackie Bohne,Jason Richard Allan Foster,Toby Nichols,Toby Holguin,Eddie Perez,Mickey Facchinello,Tom Ventura,Brian Schacter,Sam Schweikert,Jack Maloney,Rob Riggle"
Edge of Tomorrow,4.0,3.72,0.28,06/19/2014,114,1:54,English,Doug Liman,2014,"Science Fiction,Action",USA,22010,296559,"Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,Noah Taylor,Kick Gurry,Dragomir Mrsic,Charlotte Riley,Jonas Armstrong,Franz Drameh,Masayoshi Haneda,Tony Way,Terence Maynard,Lara Pulver,Madeleine Mantock"
X-Men: Days of Future Past,4.0,3.6,0.40,07/15/2017,132,2:12,"English,French,Russian,Vietnamese",Bryan Singer,2014,"Adventure,Action,Science Fiction",USA,21722,357550,"Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Patrick Stewart,Ian McKellen,Halle Berry,Elliot Page,Peter Dinklage,Anna Paquin,Evan Peters,Josh Helman,Shawn Ashmore,Omar Sy,Daniel Cudmore,Fan Bingbing,Adan Canto,Booboo Stewart,Evan Jonigkeit,Famke Janssen,James Marsden,Kelsey Grammer,Lucas Till,Mark Camacho,Zehra Leverman,Alexander Felici,Jan Gerste,Massimo Cannistraro,Mike Dopud,Lee Villeneuve,Andreas Apergis,Robert Montcalm,Gregg Lowe"
Million Dollar Arm,3.5,3.02,0.48,10/29/2014,124,2:04,"English,Hindi",Craig Gillespie,2014,Drama,USA,815,9863,"Jon Hamm,Bill Paxton,Lake Bell,Suraj Sharma,Aasif Mandvi,Madhur Mittal,Pitobash,Alan Arkin,Bar Paly,Al Sapienza,Tzi Ma,Allyn Rachel,Ravi Naidu,Gabriela Lopez,Tanner Anderson"
Son of Batman,4.0,3.06,0.94,05/14/2014,74,1:14,English,Ethan Spaulding,2014,"Action,Animation,Adventure",USA,2524,22788,"Jason O'Mara,Stuart Allan,Thomas Gibson,Morena Baccarin,Giancarlo Esposito,David McCallum,Xander Berkeley,Sean Maher,Dee Bradley Baker"
Transcendence,3.5,2.45,1.05,07/11/2014,119,1:59,English,Wally Pfister,2014,"Mystery,Drama,Thriller,Science Fiction",China,3066,44981,"Johnny Depp,Rebecca Hall,Morgan Freeman,Paul Bettany,Cillian Murphy,Kate Mara,Cole Hauser,Clifton Collins Jr.,Sam Quinn,Cory Hardrict,Falk Hentschel,Josh Stewart,Luce Rains,Fernando Chien,Steven Liu,Lukas Haas,Xander Berkeley,Wallace Langham,James Burnett"
The Other Woman,3.0,2.85,0.15,05/10/2014,109,1:49,English,Nick Cassavetes,2014,"Romance,Comedy",USA,6335,50037,"Cameron Diaz,Leslie Mann,Kate Upton,Nikolaj Coster-Waldau,Don Johnson,Nicki Minaj,Taylor Kinney,David Thornton,Victor Cruz,Kenneth Maharaj,Alyshia Ochse,Madison McKinley,Olivia Culpo,Chelsea Turnbo,Brooke Stacy Mills,John 'B.J.' Bryant,Raushanah Simmons"
The Amazing Spider-Man 2,3.5,2.83,0.67,12/29/2014,142,2:22,English,Marc Webb,2014,"Fantasy,Action,Adventure",USA,43685,401912,"Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore,Felicity Jones,Paul Giamatti,Sally Field,Embeth Davidtz,Campbell Scott,Marton Csokas,Louis Cancelmi,Max Charles,B. J. Novak,Sarah Gadon,Michael Massee,Jorge Vega,Bill Heck,Teddy Coluca,Helen Stern,Aidy Bryant,Cal McCrystal,Anslem Richardson,Mark Doherty,James Colby,Kari Coleman,Skyler Gisondo,Charlie DePew,Robert Newman"
