Movie,MyRating,LBRating,Difference,ReviewDate,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
The Flash,2.0,3.18,-1.18,05/30/2023,144,2:24,"English,Spanish,Russian",Andy Muschietti,2023,"Science Fiction,Adventure,Action",USA,40213,87967,"Ezra Miller,Sasha Calle,Michael Shannon,Ron Livingston,Maribel Verdú,Kiersey Clemons,Antje Traue,Michael Keaton,Ben Affleck,Ian Loh,Saoirse-Monica Jackson,Rudy Mancuso,Luke Brandon Field,Gal Gadot,Jeremy Irons"
Extraction 2,3.0,3.43,-0.43,06/03/2023,123,2:03,"English,Georgian",Sam Hargrave,2023,"Thriller,Action",Austria,7809,23604,"Chris Hemsworth,Golshifteh Farahani,Adam Bessa,Justin Howell,Olga Kurylenko,Tinatin Dalakishvili,Sinéad Phelps,Tornike Bziava,Patrick Newall,Idris Elba,Andro Jafaridze,Marta Kovziashvili,Miriam Kovziashvili,Daniel Bernhardt,Tornike Gogrichiani,Levan Saginashvili,George Lasha"
Arnold,2.5,3.73,-1.23,06/05/2023,192,3:12,"English,German",Lesley Chilcott,2023,Documentary,USA,846,3337,Arnold Schwarzenegger
The Boogeyman,2.5,2.89,-0.39,06/04/2023,99,1:39,English,Rob Savage,2023,"Horror,Fantasy,Mystery",USA,16211,37443,"Sophie Thatcher,Vivien Lyra Blair,Chris Messina,David Dastmalchian,Marin Ireland,Madison Hu,Maddie Nichols,Mabel Tyler,Leeann Ross,Rio Sarah Machado,Shauna Rappold,LisaGay Hamilton"
Spider-Man: Across the Spider-Verse,5.0,4.61,0.39,05/30/2023,140,2:20,"English,Hindi,Italian,Spanish",Joaquim Dos Santos,2023,"Animation,Science Fiction,Adventure,Action",USA,281328,621242,"Shameik Moore,Hailee Steinfeld,Brian Tyree Henry,Luna Lauren Velez,Jake Johnson,Oscar Isaac,Jason Schwartzman,Issa Rae,Daniel Kaluuya,Karan Soni,Shea Whigham,Greta Lee,Mahershala Ali,Amandla Stenberg,Jharrel Jerome,Andy Samberg,Jack Quaid,Rachel Dratch,Ziggy Marley,Jorma Taccone,J.K. Simmons,Donald Glover,Elizabeth Perkins,Kathryn Hahn,Ayo Edebiri,Nicole Delaney,Antonina Lentini,Atsuko Okatsuka,Peter Sohn,Melissa Sturm,Lorraine Velez,Nic Novicki,Taran Killam,Metro Boomin,Josh Keaton,Sofia Barclay,Danielle Perez,Yuri Lowenthal,Rita Rani Ahuja,Ismail Bashey,Oscar Camacho,Freddy Ferrari,Kerry Gutierrez,Kamal Khan,Angelo Sekou Kouyate"
Elemental,2.5,3.52,-1.02,06/16/2023,102,1:42,English,Peter Sohn,2023,"Animation,Science Fiction,Fantasy,Family,Comedy,Romance",USA,6646,13055,"Leah Lewis,Mamoudou Athie,Ronnie del Carmen,Shila Ommi,Wendi McLendon-Covey,Catherine O'Hara,Mason Wertheimer,Ronobir Lahiri,Wilma Bonet,Joe Pera,Matthew Yang King,Clara Lin Ding,Reagan To,Jeff Lapensee,Ben Morris,Jonathan Adams,Alex Kapp,P.L. Brown"
Transformers: Rise of the Beasts,2.5,3.04,-0.54,06/07/2023,127,2:07,"English,Quechua,Spanish",Steven Caple Jr.,2023,"Action,Adventure,Science Fiction",USA,24443,53746,"Anthony Ramos,Dominique Fishback,Peter Cullen,Ron Perlman,Peter Dinklage,Michelle Yeoh,Pete Davidson,Liza Koshy,Luna Lauren Velez,Dean Scott Vazquez,Tobe Nwigwe,Sarah Stiles,Leni Parker,Frank Marrs,Aidan Devine"
Anna Nicole Smith: You Don't Know Me,1.5,2.7,-1.2,05/26/2023,116,1:56,English,Ursula Macfarlane,2023,Documentary,USA,1138,3649,"Anna Nicole Smith,Marilyn Grabowski,Patrik Simpson,Pol Atteu,J.D. Ligier,Henley Mohrman,Daniel Smith,Howard K. Stern,Larry Birkhead"
Fast X,1.0,2.77,-1.77,05/15/2023,142,2:22,"English,Portuguese,Spanish,Italian",Louis Leterrier,2023,"Thriller,Action,Crime",USA,47633,106521,"Vin Diesel,Michelle Rodriguez,Tyrese Gibson,Ludacris,John Cena,Nathalie Emmanuel,Jordana Brewster,Sung Kang,Jason Momoa,Scott Eastwood,Daniela Melchior,Alan Ritchson,Helen Mirren,Brie Larson"
White Men Can't Jump,2.0,2.73,-0.73,05/07/2023,101,1:41,English,Calmatic,2023,"Drama,Comedy",USA,7866,19394,"Jack Harlow,Sinqua Walls,Laura Harrier,Teyana Taylor,Lance Reddick,Tamera Kissen,Andrew Schulz,Vince Staples,Myles Bullock,Aiden Shute,Zach Andrews,Zak Steiner,Phillip-Charlie Daniell,Arturo Castro"
The Mother,2.5,2.51,-0.01,05/18/2023,115,1:55,"English,Ukrainian",Niki Caro,2023,"Action,Thriller",USA,6387,21347,"Jennifer Lopez,Joseph Fiennes,Omari Hardwick,Gael García Bernal,Paul Raci,Lucy Paez,Fahim Fazli,Michael Karl Richards,Saif Mohsen,Yvonne Senat Jones,Jesse Garcia,Edie Falco"
"Are You There God? It's Me, Margaret.",4.0,3.94,0.06,03/09/2023,107,1:47,"English,Hebrew (modern)",Kelly Fremon Craig,2023,"Comedy,Drama",USA,19541,41000,"Rachel McAdams,Abby Ryder Fortson,Kathy Bates,Elle Graham,Benny Safdie,Amari Alexis Price,Katherine Mallen Kupferer,Kate MacCluggage,Aidan Wojtak-Hissong,Landon S. Baxter,Echo Kellum,Mia Dillon,Gary Houston,Mackenzie Joy Potter,Olivia Williams,Mike Platarote Jr.,Simms May,Zack Brooks,JeCobi Swain,Wilbur Fitzgerald,Ethan McDowell"
John Mulaney: Baby J,,3.87,,04/26/2023,80,1:20,English,Alex Timbers,2023,Comedy,USA,18884,42725,John Mulaney
Guardians of the Galaxy Vol. 3,3.5,4.15,-0.65,04/27/2023,150,2:30,English,James Gunn,2023,"Science Fiction,Action,Adventure",USA,212751,539764,"Chris Pratt,Zoe Saldaña,Dave Bautista,Karen Gillan,Pom Klementieff,Vin Diesel,Bradley Cooper,Sean Gunn,Chukwudi Iwuji,Will Poulter,Maria Bakalova,Elizabeth Debicki,Sylvester Stallone,Austin Freeman,Stephen Blackehart,Terence Rosemore,Sarah Alami,Jasmine Sunshine Munoz,Giovannie Cruz,Nico Santos,Miriam Shor,Noa Raskin,Linda Cardellini,Asim Chaudhry,Mikaela Hoover,Judy Greer,Reinaldo Faberlle,Tara Strong,Jared Leland Gore,Michael Rosenbaum,Elan Gale,Molly C. Quinn,Gerardo Davila,Dee Bradley Baker,Hanna Pak,Jennifer Holland"
Peter Pan & Wendy,2.0,2.49,-0.49,04/25/2023,106,1:46,English,David Lowery,2023,"Adventure,Action,Family,Fantasy",USA,11200,27385,"Alexander Molony,Ever Anderson,Jude Law,Alyssa Wapanatâhk,Jim Gaffigan,Joshua Blue Pickering,Jacobi Jupe,Molly Parker,Alan Tudyk,Yara Shahidi,Florence Bensberg,Sebastian Billingsley-Rodriguez"
Chevalier,2.5,3.41,-0.91,03/22/2023,107,1:47,"English,French",Stephen Williams,2023,"Music,Drama,History",Czechia,2818,6249,"Kelvin Harrison Jr.,Samara Weaving,Lucy Boynton,Alex Fitzalan,Minnie Driver,Sian Clifford,Marton Csokas,Alec Newman,Ronkẹ Adékoluẹjo,Jessica Boone,Jim High,Fatou Sohna,Sam Barlien,Martin Matejcik,Ben Bradshaw"
The Covenant,3.5,3.57,-0.07,04/03/2023,123,2:03,"English,Arabic",Guy Ritchie,2023,"Action,War,Thriller",UK,10344,36119,"Jake Gyllenhaal,Dar Salim,Antony Starr,Alexander Ludwig,Jonny Lee Miller,Emily Beecham,Jason Wong,Bobby Schofield,Sina Parvaneh,Sean Sagar,James Nelson-Joyce,Reza Diako"
Ghosted,1.0,2.28,-1.28,04/20/2023,120,2:00,"English,Urdu",Dexter Fletcher,2023,"Romance,Action,Comedy",USA,18258,46961,"Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,Amy Sedaris,Tate Donovan,Tim Blake Nelson,Marwan Kenzari,Anna Deavere Smith,Lizze Broadway,Mustafa Shakir,Tiya Sircar,Stephen Park,Burn Gorman,Anthony Mackie"
Jason Isbell: Running With Our Eyes Closed,,3.89,,03/23/2023,98,1:38,English,Sam Jones,2023,"Documentary,Music",USA,518,1553,"Jason Isbell,Amanda Shires"
BEEF,,4.3,,05/05/2023,351,5:51,"English,Korean",Hikari,2023,"Comedy,Drama",USA,40692,141466,"Steven Yeun,Ali Wong,Joseph Lee,Young Mazino,David Choe,Patti Yasutake"
The Pope's Exorcist,2.0,2.71,-0.71,04/15/2023,103,1:43,"English,Fula, Fulah, Pulaar, Pular,Italian,Latin,Spanish,German",Julius Avery,2023,"Horror,Thriller",Spain,17350,47917,"Russell Crowe,Daniel Zovatto,Alex Essoe,Franco Nero,Peter DeSouza-Feighoney,Laurel Marsden,Cornell John,Ryan O'Grady,Bianca Bardoe,Santi Bayón,Paloma Bloyd"
Pretty Baby: Brooke Shields,2.0,3.8,-1.8,01/23/2023,136,2:16,English,Lana Wilson,2023,Documentary,USA,1271,3863,"Brooke Shields,Scaachi Koul,Isobel Coleman,Meenakshi Durham,Gavin de Becker,Gregory Butler,Deborah Tolman,Jean Kilbourne,Lyda Ely,Laura Linney,Ali Wentworth,Jeffery Alexander,Lionel Richie,Diana Cunningham,Drew Barrymore,Judd Nelson"
The Super Mario Bros. Movie,2.5,3.49,-0.99,04/03/2023,92,1:32,English,Michael Jelenic,2023,"Adventure,Comedy,Family,Animation,Fantasy",Japan,213723,540004,"Chris Pratt,Charlie Day,Anya Taylor-Joy,Jack Black,Keegan-Michael Key,Seth Rogen,Fred Armisen,Sebastian Maniscalco,Kevin Michael Richardson,Charles Martinet,Khary Payton,Juliet Jelenic,Rino Romano,John DiMaggio,Jessica DiCicco"
Renfield,2.0,3.06,-1.06,03/08/2023,93,1:33,English,Chris McKay,2023,"Horror,Comedy,Fantasy",USA,44316,110011,"Nicholas Hoult,Nicolas Cage,Awkwafina,Ben Schwartz,Shohreh Aghdashloo,Brandon Scott Jones,Adrian Martinez,Camille Chen,Bess Rous,Jenna Kanell,Danya LaBelle,Rhonda Johnson Dents,Christopher Matthew Cook,Michael P. Sullivan,Rosha Washington,James Moses Black"
Clock,1.5,2.71,-1.21,04/17/2023,92,1:32,English,Alexis Jacknow,2023,"Thriller,Horror",USA,3040,8120,"Dianna Agron,Melora Hardin,Jay Ali,Grace Porter,Saul Rubinek,Laura Elizabeth Stuart,Stefan Sims,Nikita Patel,Rosa Gilmore,Charissa Allen,Kat Steffens,Alexis Jacknow,Christine Woods"
Murder Mystery 2,2.0,2.65,-0.65,04/05/2023,91,1:31,English,Jeremy Garelick,2023,"Comedy,Crime",USA,28808,105906,"Adam Sandler,Jennifer Aniston,Mark Strong,Mélanie Laurent,Jodie Turner-Smith,John Kani,Kuhoo Verma,Dany Boon,Adeel Akhtar,Enrique Arce,Zurin Villanueva,Jillian Bell,Tony Goldwyn"
"What The Hell Happened To Blood, Sweat, And Tears?",,3.39,,03/26/2023,111,1:51,English,John Scheinfeld,2023,Documentary,,35,63,"David Clayton-Thomas,Blood Sweat and Tears,Bobby Colomby,Fred Lipsius,Jim Fielder,Steve Katz"
Reggie,2.5,3.5,-1.0,03/30/2023,104,1:44,English,Alex Stapleton,2023,Documentary,Canada,198,675,"Reggie Jackson,Julius Erving,Hank Aaron,Derek Jeter"
Air,3.5,3.64,-0.14,03/20/2023,112,1:52,English,Ben Affleck,2023,"Drama,History",USA,73590,238506,"Matt Damon,Jason Bateman,Ben Affleck,Chris Messina,Viola Davis,Julius Tennon,Damian Young,Chris Tucker,Matthew Maher,Gustaf Skarsgård,Barbara Sukowa,Jay Mohr,Joel Gretsch,Marlon Wayans,Dan Bucatinsky,Michael O'Neill"
Boston Strangler,3.0,3.06,-0.06,02/23/2023,112,1:52,English,Matt Ruskin,2023,"Thriller,Crime,Drama",UK,8009,30967,"Keira Knightley,Carrie Coon,Chris Cooper,Alessandro Nivola,Rory Cochrane,David Dastmalchian,Peter Gerety,Robert John Burke,Ryan Winkles,Morgan Spector,Michael Malvesti,Aurora McLaughlin,Liam Anderson,Antonio Volpicelli,Nancy E. Carroll,Therese Plaehn,Stephen Thorne,Greg Vrotsos,Ian Lyons,Christian J. Mallen,Pat Fitz,Pamela Jayne Morgan,Robert C. Kirk,Charlie Thurston,Kate Middleton,Ivan Martin,Kate Avallone,Tamara Hickey"
Evil Dead Rise,3.5,3.42,0.08,04/12/2023,96,1:36,English,Lee Cronin,2023,"Thriller,Horror",Ireland,96945,246520,"Lily Sullivan,Alyssa Sutherland,Morgan Davies,Gabrielle Echols,Nell Fisher,Anna-Maree Thomas,Mirabai Pease,Richard Crouchley,Jayden Daniels,Mark Mitchinson,Tai Wano,Billy Reynolds-McCarthy,Noah Paul,Melissa Xiao,Bruce Campbell"
Tetris,2.0,3.5,-1.5,01/19/2023,118,1:58,"English,Hungarian,Japanese,Russian",Jon S. Baird,2023,"History,Drama,Thriller",UK,23880,75684,"Taron Egerton,Nikita Efremov,Sofia Lebedeva,Anthony Boyle,Toby Jones,Igor Grabuzov,Ben Miles,Ken Yamamura,Roger Allam,Oleg Shtefanko,Rick Yune,Ayane Nagabuchi,Ieva Andrejevaitė,Matthew Marsh,Togo Igawa,Miles Barrow,Aaron Vodovoz"
Shazam! Fury of the Gods,1.0,2.74,-1.74,04/08/2023,130,2:10,English,David F. Sandberg,2023,"Action,Fantasy,Comedy",USA,43776,120161,"Zachary Levi,Asher Angel,Jack Dylan Grazer,Rachel Zegler,Adam Brody,Ross Butler,D.J. Cotrona,Grace Caroline Currey,Meagan Good,Lucy Liu,Djimon Hounsou,Helen Mirren,Faithe Herman,Ian Chen,Jovan Armand,Marta Milans,Cooper Andrews,Rizwan Manji,P.J. Byrne,Diedrich Bader"
Being Mary Tyler Moore,2.5,3.64,-1.14,05/23/2023,119,1:59,English,James Adolphus,2023,Documentary,USA,362,1057,"Mary Tyler Moore,Ed Asner,Emanuel Azenberg,James L. Brooks,James Burrows,Debra Martin Chase,Katie Couric,Joan Darling,Joel Grey,Norman Lear,S. Robert Levine"
Hypnotic,2.0,2.28,-0.28,05/16/2023,94,1:34,English,Robert Rodriguez,2023,"Science Fiction,Thriller,Mystery",UK,5979,13173,"Ben Affleck,Alice Braga,J. D. Pardo,Dayo Okeniyi,Jeff Fahey,Jackie Earle Haley,William Fichtner,Zane Holtz,Ruben Javier Caballero,Kelly Frye,Sandy Avila,Ryan Ryusaki,Hala Finley,Ionie Olivia Nieves"
Wild Life,2.5,3.29,-0.79,04/08/2023,93,1:33,"English,Spanish",Elizabeth Chai Vasarhelyi,2023,Documentary,USA,226,576,"Kristine Tompkins,Rick Ridgeway,Jimmy Chin,Claudio Alvarado,Michelle Bachelet,Dago Guzman,Edgar Boyles,Timmy O'Neill,Yvon Chouinard,Susie Tompkins Buell"
Beau Is Afraid,4.0,3.52,0.48,03/20/2023,179,2:59,English,Ari Aster,2023,"Comedy,Adventure,Fantasy",Canada,92456,173315,"Joaquin Phoenix,Patti LuPone,Amy Ryan,Parker Posey,Nathan Lane,Armen Nahapetian,Stephen McKinley Henderson,Richard Kind,Kylie Rogers,Denis Ménochet,Zoe Lister-Jones,Julia Antonelli,Hayley Squires,Julian Richings,Bill Hader,Alicia Rosario,James Cvetkovski,Catherine Bérubé,Stephanie Herrera,Bradley Fisher,Peter Seaborne,Michael Esper,Manuel Tadros,Karl Roy,Cat Lemieux,Tristan D. Lalla"
Dungeons & Dragons: Honor Among Thieves,3.5,3.63,-0.13,03/15/2023,134,2:14,English,John Francis Daley,2023,"Comedy,Adventure,Fantasy",Canada,97339,267484,"Chris Pine,Michelle Rodriguez,Regé-Jean Page,Justice Smith,Sophia Lillis,Hugh Grant,Chloe Coleman,Daisy Head,Kyle Hixon,Jason Wong,Bradley Cooper,Hayley-Marie Axe,Ian Hanmore,Kenneth Collard,Richie Wilson,Philip Brodie,Michael Redmond,Daniel Campbell,Sharon Blynn,Jude Hill,Niamh McCormack,Anton Simpson-Tidy,Edd Osmond,Fionnlagh Allan,Jeanne Nicole Ní Áinle,Richard Croxford,Rylee Neilly-Large,Rylan Jackson,Richard Hall,Clayton Grover"
Scream VI,3.5,3.64,-0.14,03/07/2023,123,2:03,English,Matt Bettinelli-Olpin,2023,"Horror,Mystery,Thriller",USA,135322,325351,"Melissa Barrera,Jenna Ortega,Jasmin Savoy Brown,Mason Gooding,Roger Jackson,Courteney Cox,Dermot Mulroney,Jack Champion,Josh Segarra,Liana Liberato,Devyn Nekoda,Hayden Panettiere,Skeet Ulrich,Tony Revolori,Samara Weaving"
John Wick: Chapter 4,4.5,4.04,0.46,02/28/2023,170,2:50,"English,Arabic,Cantonese,French,German,Japanese,Latin,Russian,Spanish",Chad Stahelski,2023,"Thriller,Action,Crime",Germany,132165,359713,"Keanu Reeves,Donnie Yen,Bill Skarsgård,Ian McShane,Laurence Fishburne,Lance Reddick,Clancy Brown,Hiroyuki Sanada,Rina Sawayama,Scott Adkins,Aimée Kwan,Marko Zaror"
Chris Rock: Selective Outrage,,2.97,,03/05/2023,69,1:09,English,Joel Gallen,2023,Comedy,USA,3401,10775,Chris Rock
65,2.5,2.38,0.12,03/13/2023,92,1:32,English,Scott Beck,2023,"Science Fiction,Thriller,Action,Adventure",Canada,28863,71776,"Adam Driver,Ariana Greenblatt,Chloe Coleman,Nika King,Brian Dare"
Champions,1.5,3.15,-1.65,04/07/2023,124,2:04,English,Bobby Farrelly,2023,Comedy,USA,6339,17732,"Woody Harrelson,Kaitlin Olson,Cheech Marin,Matt Cook,Ernie Hudson,Madison Tevlin,Joshua Felder,Kevin Iannucci,Ashton Gunning,Matthew Von Der Ahe,James Day Keith,Alex Hintz,Casey Metcalfe,Bradley Edens,Alicia Johnston,Tom Sinclair,Mike Smith,Barbara Pollard,Alexandra Castillo"
We Have a Ghost,2.0,2.57,-0.57,01/08/2023,127,2:07,"English,Japanese",Christopher Landon,2023,"Adventure,Comedy,Family,Fantasy",USA,8781,26601,"David Harbour,Jahi Di'Allo Winston,Anthony Mackie,Erica Ash,Niles Fitch,Isabella Russo,Tig Notaro,Tom Bower,Sean Boyd,Nicholas X. Parsons,Steve Coulter"
"Love to Love You, Donna Summer",3.0,3.28,-0.28,05/16/2023,107,1:47,English,Brooklyn Sudano,2023,"Documentary,Music",USA,535,1620,"Donna Summer,Brooklyn Sudano,Amanda Sudano Ramirez,Mimi Sommer,Bruce Sudano"
Cocaine Bear,1.5,2.99,-1.49,02/13/2023,96,1:36,English,Elizabeth Banks,2023,"Thriller,Comedy,Crime",USA,112461,255328,"Keri Russell,Brooklynn Prince,Christian Convery,O'Shea Jackson Jr.,Alden Ehrenreich,Ray Liotta,Isiah Whitlock Jr.,Margo Martindale,Jesse Tyler Ferguson,Kristofer Hivju,Kahyun Kim,Scott Seiss,Ayoola Smart,Aaron Holliday,Conor Lambert"
Inside,2.5,2.93,-0.43,04/05/2023,105,1:45,English,Vasilis Katsoupis,2023,"Drama,Thriller",Belgium,9942,24634,"Willem Dafoe,Gene Bervoets,Josia Krug,Eliza Stuyck,Andrew Blumenthal,Vincent Eaton,Daniel White,Cornelia Buch,Ava von Voigt,Youl Samare"
Reality,3.0,3.34,-0.34,05/14/2023,83,1:23,English,Tina Satter,2023,Drama,USA,11844,32463,"Sydney Sweeney,Josh Hamilton,Marchánt Davis,Benny Elledge,John Way,Darby,Arlo,Allan Anthony Smith,Reality Winner,Tucker Carlson"
BlackBerry,4.0,3.87,0.13,02/22/2023,121,2:01,English,Matt Johnson,2023,"History,Comedy,Drama",Canada,15554,35669,"Jay Baruchel,Glenn Howerton,Matt Johnson,Rich Sommer,Michael Ironside,Cary Elwes,Martin Donovan,Michelle Giroux,Saul Rubinek,SungWon Cho,Mark Critch,Kelly Van der Burg,Greg Calderone,Laura Cilevitz,James Elliot Miniou"
Creed III,3.5,3.64,-0.14,01/26/2023,116,1:56,"English,Spanish",Michael B. Jordan,2023,"Drama,Action",USA,58248,172980,"Michael B. Jordan,Tessa Thompson,Jonathan Majors,Phylicia Rashād,Mila Davis-Kent,Wood Harris,José Benavidez Jr.,Florian Munteanu,Selenis Leyva,Thaddeus J. Mixson,Spence Moore II,Tony Bellew,Patrice Harris,Ann Najjar,Jacob 'Stitch' Duran,Terence Crawford,Bobby Hernandez,Yahya McClain,Lamont Lankford,Corey Calliet,Kenny Bayless,Todd Grisham,Jessica McCaskill,Maya Page,Jimmy Lennon Jr.,Russell Mora"
Magic Mike's Last Dance,3.0,2.69,0.31,02/06/2023,112,1:52,English,Steven Soderbergh,2023,"Comedy,Drama,Romance",USA,14227,28563,"Channing Tatum,Salma Hayek Pinault,Ayub Khan-Din,Jemelia George,Ethan Lawrence,Juliette Motamed,Alan Cox,Caitlin Gerard,Vicki Pepperdine,Suzanne Bertish,Christopher Bencomo,Gavin Spokes,Nancy Carroll,Joe Manganiello,Matt Bomer,Adam Rodríguez,Kevin Nash,Daniel Llaca,Erin Cline,Alea Figueroa,Amy LoCicero,Carmen Olivares,Harj Dhillon,Joshua Griffin,Evan Milton,Marcus Brigstocke,Henrietta Clemett,Christopher Villiers,Philip Philmar,Clare Fraenkel,Ellen Marguerite Cullivan"
Consecration,2.5,2.44,0.06,12/22/2022,90,1:30,English,Christopher Smith,2023,"Horror,Thriller",UK,1244,3627,"Jena Malone,Danny Huston,Thoren Ferguson,Janet Suzman,Ian Pirie,Steffan Cennydd,Will Keen,Alexandra Lewis,Kit Rakusen,Eilidh Fisher,Jolade Obasola,Marilyn O'Brien,David Boyle,Angela White,Emma Hixson,Rachael Joanne Brown,Charlotte Palmer,Michael Brophy,Daisy Allen"
Sharper,2.5,3.17,-0.67,01/20/2023,115,1:55,English,Benjamin Caron,2023,"Crime,Drama,Thriller",USA,7515,24315,"Julianne Moore,Sebastian Stan,Justice Smith,Briana Middleton,John Lithgow,Darren Goldstein,Phillip Johnson Richardson,Kerry Flanagan,David Pittu,Quincy Dunn-Baker,Lucy Taylor,Hannah Dunne,Giullian Yao Gioiello"
Ant-Man and the Wasp: Quantumania,3.0,2.58,0.42,02/13/2023,125,2:05,English,Peyton Reed,2023,"Action,Adventure,Science Fiction",USA,142224,384853,"Paul Rudd,Evangeline Lilly,Jonathan Majors,Kathryn Newton,Michelle Pfeiffer,Michael Douglas,Corey Stoll,Bill Murray,William Jackson Harper,David Dastmalchian,Jamie Andrew Cutler,Katy O'Brian,Mark Weinman,Randall Park,Ross Mullan,Tom Clark,Leon Cooke,Nathan Blees,Durassie Kiangangu,Liran Nathan,Sam Symons,Grahame Fox,Nicola Peluso,Harrison Daniels,Brahmdeo Shannon Ramana,Russell Balogh"
Somebody I Used to Know,2.0,2.78,-0.78,02/11/2023,106,1:46,English,Dave Franco,2023,"Drama,Romance,Comedy",USA,7029,18774,"Alison Brie,Jay Ellis,Kiersey Clemons,Danny Pudi,Haley Joel Osment,Amy Sedaris,Julie Hagerty,Olga Merediz,Zoë Chao,Evan Jonigkeit,Ayden Mayeri,Kelvin Yu,Ted Rooney,Jeanine Jackson,Fabi Reyna,Sam Richardson"
"Pamela, A Love Story",3.0,3.89,-0.89,02/03/2023,113,1:53,English,Ryan White,2023,Documentary,USA,7689,22846,"Pamela Anderson,Carol Anderson,Barry Anderson,Brandon Thomas Lee,Dylan Jagger Lee,Dan Hayhurst,Tony Curtis,David Hasselhoff,Michael Berk,Douglas Schwartz,Kelly Slater,David Hogan,Edward L. Masry,Ruby Wax,Jimmy Kimmel,Julian Assange,Vivienne Westwood,David Letterman,Tommy Lee"
Knock at the Cabin,3.5,3.03,0.47,01/27/2023,100,1:40,English,M. Night Shyamalan,2023,"Horror,Thriller,Mystery",China,77632,213207,"Dave Bautista,Jonathan Groff,Ben Aldridge,Kristen Cui,Nikki Amuka-Bird,Rupert Grint,Abby Quinn,McKenna Kerrigan,Ian Merrill Peakes,Saria Chen,Clare Louise Frost,M. Night Shyamalan,Odera Adimorah,Rose Luardo"
Fist of the Condor,3.0,3.31,-0.31,05/26/2023,85,1:25,Spanish,Ernesto Díaz Espinoza,2023,Action,Chile,152,335,"Marko Zaror,Gina Aguad,Eyal Meyer,Man Soo Yoon,José Manuel,Francisco Castro,Fernanda Urrejola,Francisco Fuentes,Joaquin Puig,Cristian Garín,Andrés Cid,Daniel Ramirez,Jorge Vergara,Rocco"
Stephen Curry: Underrated,,3.48,,04/30/2023,110,1:50,English,Peter Nicks,2023,Documentary,USA,82,174,"Stephen Curry,Bob McKillop,Reggie Miller,Kevin Durant,Ayesha Curry,Dell Curry,Sonya Curry"
A Little Prayer,,3.39,,01/27/2023,91,1:31,English,Angus MacLachlan,2023,Drama,USA,316,620,"Jane Levy,David Strathairn,Dascha Polanco,Celia Weston,Steve Coulter,Keisha Tillis,Will Pullen,Billie Roy,Ashley Shelton,David Price,Amy Marie Murphy,Justin Paitsel,Rita Glynn,Jeffrey Dean Foster,Anna Camp"
Victim/Suspect,2.5,3.29,-0.79,01/27/2023,90,1:30,"English,French,Italian,Portuguese,German",Nancy Schwartzman,2023,Documentary,USA,390,1313,"Rachel de Leon,Amanda Pike,Lisa Avalos,Dyanie Bermeo,Carlton Hershman,Melissa Hordichuk,Emma Mannion,Leroy Maxwell Jr."
Rye Lane,3.5,3.91,-0.41,01/25/2023,82,1:22,English,Raine Allen-Miller,2023,"Romance,Comedy",UK,22516,54798,"David Jonsson,Vivian Oparah,Poppy Allen-Quarmby,Simon Manyonda,Benjamin Sarpong-Broni,Karene Peter,Malcolm Atobrah,Alice Hewkin,Levi Roots,Gary Beadle,Llewella Gideon,Delroy Brown,Omari Douglas,Yasmin Al-Khudhairi,Marva Alexander,Munya Chawawa,Andrew Francis,Sandra Daley,Rohan Rakhit,Michael Dapaah,Charlotte Melia,Blue Lab Beats,Alex Blake"
Food and Country,,3.31,,01/15/2023,100,1:40,English,Laura Gabbert,2023,Documentary,USA,61,126,
You Hurt My Feelings,4.0,3.57,0.43,04/21/2023,93,1:33,English,Nicole Holofcener,2023,"Drama,Comedy",USA,6948,14243,"Julia Louis-Dreyfus,Tobias Menzies,Michaela Watkins,Arian Moayed,Owen Teague,Jeannie Berlin,Amber Tamblyn,David Cross,Spike Einbinder,Zach Cherry,Sarah Steele,LaTanya Richardson Jackson,Rebecca Henderson,Deniz Akdeniz,Sunita Mani,Julian Leong,Sue Jean Kim,Clara Wong"
A Thousand and One,3.5,3.82,-0.32,01/26/2023,116,1:56,English,A.V. Rockwell,2023,Drama,USA,4387,11055,"Teyana Taylor,William Catlett,Josiah Cross,Aven Courtney,Aaron Kingsley Adetola,Terri Abney,Delissa Reynolds,Amelia Workman,Adriane Lenox,Gavin Schlosser,Jolly Swag,Azza El,Alicia Pilgrim"
All Dirt Roads Taste of Salt,,3.3,,01/24/2023,97,1:37,English,Raven Jackson,2023,Drama,USA,445,765,"Charleen McClure,Sheila Atim,Moses Ingram,Reginald Helms Jr.,Kaylee Nicole Johnson,Chris Chalk,Zainab Jah,Preston MacDowell,Jannie Hampton,Jayah Henry"
Drift,,3.19,,01/24/2023,95,1:35,"English,Greek (modern)",Anthony Chen,2023,"Romance,Drama",France,93,250,"Cynthia Erivo,Alia Shawkat,Ibrahima Ba,Honor Swinton Byrne,Zainab Jah,Suzy Bemba"
Past Lives,4.0,4.29,-0.29,04/06/2023,106,1:46,"English,Korean",Celine Song,2023,"Drama,Romance",South Korea,9679,18470,"Greta Lee,Yoo Teo,John Magaro,Jojo T. Gibbs,Emily Cass McDonnell,Federico Rodriguez,Kristen Sieh,Conrad Schott,Moon Seung-a,Seung Min Yim,Ji Hye Yoon,Won Young Choi,Ahn Min-Young,Seo Yeon-Woo,Seung Un Hwang"
